"","GEOID","NAME","B28010_001E","B28010_001M","B28010_002E","B28010_002M","B28010_003E","B28010_003M","B28010_004E","B28010_004M","B28010_005E","B28010_005M","B28010_006E","B28010_006M","B28010_007E","B28010_007M"
"230","18053","Grant County, Indiana",26342,1115,24582,1127,18440,1296,1016,459,23566,1219,6142,1279,1760,579
"231","18057","Hamilton County, Indiana",132255,2110,130263,2272,123302,2387,2722,1169,127541,2775,6961,1516,1992,855
"232","18059","Hancock County, Indiana",32661,428,31621,694,27795,1206,643,515,30978,879,3826,1145,1040,621
"233","18063","Hendricks County, Indiana",65751,1304,63832,1782,56479,2485,1495,723,62337,1911,7353,1846,1919,950
"234","18067","Howard County, Indiana",36530,1135,34240,1311,26283,1679,1175,494,33065,1334,7957,1329,2290,725
"235","18081","Johnson County, Indiana",62116,1061,59883,1274,53557,1845,1582,636,58301,1399,6326,1534,2233,913
"236","18085","Kosciusko County, Indiana",31523,1326,29637,1516,23869,1719,1362,498,28275,1630,5768,1280,1886,573
"237","18089","Lake County, Indiana",192256,2438,179410,2943,146179,3534,8334,1465,171076,3165,33231,3260,12846,1752
"238","18091","LaPorte County, Indiana",43445,1247,40871,1450,31802,1678,1738,542,39133,1438,9069,1388,2574,803
"239","18095","Madison County, Indiana",53910,1249,50736,1457,39492,2038,2110,614,48626,1547,11244,1476,3174,779
"240","18097","Marion County, Indiana",394717,3891,377837,4278,311300,5889,10388,1497,367449,4320,66537,4760,16880,2489
"241","18105","Monroe County, Indiana",56714,2202,54627,2277,47164,2556,1123,522,53504,2256,7463,1464,2087,640
"242","18109","Morgan County, Indiana",26821,1170,24571,1131,20903,1296,1113,546,23458,1229,3668,918,2250,759
"243","18127","Porter County, Indiana",68266,1116,65393,1315,56436,1862,926,404,64467,1344,8957,1384,2873,862
"244","18141","St. Joseph County, Indiana",107076,1965,100724,2223,83485,2516,2941,884,97783,2234,17239,1802,6352,1128
"245","18157","Tippecanoe County, Indiana",73525,1680,71815,1715,52193,2946,1795,663,70020,1808,19622,2991,1710,549
"246","18163","Vanderburgh County, Indiana",79215,1478,73868,1827,56004,2873,1687,574,72181,1775,17864,2476,5347,1061
"247","18167","Vigo County, Indiana",42140,1331,39843,1412,31715,1660,1037,598,38806,1471,8128,1278,2297,487
"248","18177","Wayne County, Indiana",26452,1416,24462,1399,18639,1659,830,303,23632,1396,5823,1098,1990,601
"249","19013","Black Hawk County, Iowa",53951,1327,50462,1689,40020,2046,2201,609,48261,1656,10442,1809,3489,958
"250","19049","Dallas County, Iowa",41681,502,40478,772,36741,1206,569,332,39909,829,3737,987,1203,558
"251","19061","Dubuque County, Iowa",40482,984,38350,1055,33321,1238,1125,332,37225,1120,5029,894,2132,643
"252","19103","Johnson County, Iowa",61301,1982,59419,2121,53347,2541,1344,708,58075,2198,6072,1407,1882,829
"253","19113","Linn County, Iowa",94884,1538,90772,1858,80227,2393,1914,664,88858,1945,10545,1695,4112,961
"254","19153","Polk County, Iowa",203390,2491,195926,2859,168272,3808,5229,1180,190697,2925,27654,3043,7464,1272
"255","19155","Pottawattamie County, Iowa",37930,822,35114,1124,28782,1435,1418,552,33696,1141,6332,1128,2816,661
"256","19163","Scott County, Iowa",72128,1439,67688,1696,57650,2143,2257,813,65431,1921,10038,1694,4440,1030
"257","19169","Story County, Iowa",38868,1058,37700,1097,34950,1348,856,409,36844,1208,2750,988,1168,441
"258","19193","Woodbury County, Iowa",41327,955,39250,1102,30920,1837,1215,441,38035,1192,8330,1707,2077,497
"259","20015","Butler County, Kansas",24545,1212,23253,1232,19030,1397,654,335,22599,1265,4223,1086,1292,490
"260","20045","Douglas County, Kansas",49759,1419,48075,1501,42291,2013,1021,448,47054,1552,5784,1739,1684,644
"261","20091","Johnson County, Kansas",245646,2000,240868,2405,222222,3228,5178,1067,235690,2663,18646,2315,4778,1161
"262","20103","Leavenworth County, Kansas",29963,889,28803,1026,25214,1312,722,319,28081,1064,3589,1087,1160,578
"263","20161","Riley County, Kansas",27866,1133,27149,1202,25053,1521,846,456,26303,1353,2096,860,717,507
"264","20173","Sedgwick County, Kansas",203656,2831,196990,2995,160792,3674,7043,1230,189947,3000,36198,2603,6666,1145
"265","20177","Shawnee County, Kansas",74908,1521,69199,1814,57608,1895,1755,560,67444,1802,11591,1615,5709,1137
"266","20209","Wyandotte County, Kansas",62538,1197,58177,1522,44152,2008,1833,562,56344,1560,14025,1588,4361,996
"267","21015","Boone County, Kentucky",50728,873,47446,1247,43383,1447,1591,629,45855,1443,4063,1230,3282,1005
"268","21029","Bullitt County, Kentucky",30979,1033,28998,1251,23979,1410,695,318,28303,1228,5019,1067,1981,671
"269","21037","Campbell County, Kentucky",39048,934,36984,1106,32805,1341,1325,580,35659,1211,4179,907,2064,620
"270","21047","Christian County, Kentucky",25317,1182,22914,1225,18440,1321,661,424,22253,1294,4474,950,2403,801
"271","21059","Daviess County, Kentucky",41246,1104,38895,1366,30893,1639,1617,566,37278,1420,8002,1346,2351,919
"272","21067","Fayette County, Kentucky",139303,1880,134421,2113,114930,2692,1946,566,132475,2184,19491,2654,4882,1141
"273","21093","Hardin County, Kentucky",42714,1264,40483,1590,33515,1831,1397,512,39086,1615,6968,1485,2231,885
"274","21111","Jefferson County, Kentucky",331104,3391,312751,4117,256651,4722,9016,1488,303735,4110,56100,3778,18353,2632
"275","21117","Kenton County, Kentucky",68073,1360,65174,1538,54724,1948,2504,943,62670,1625,10450,1981,2899,909
"276","21145","McCracken County, Kentucky",25531,1374,24597,1537,20580,1738,734,394,23863,1476,4017,1109,934,579
"277","21151","Madison County, Kentucky",36052,1241,33543,1380,26533,1798,1024,518,32519,1412,7010,1548,2509,816
"278","21185","Oldham County, Kentucky",22895,545,22365,686,20031,821,445,274,21920,661,2334,718,530,381
"279","21199","Pulaski County, Kentucky",25509,1392,22144,1525,16844,1578,676,549,21468,1516,5300,1321,3365,948
"280","21227","Warren County, Kentucky",53093,1654,50725,1761,40718,2402,733,351,49992,1786,10007,1958,2368,828
"281","22005","Ascension Parish, Louisiana",48129,1199,46741,1264,37623,2173,720,424,46021,1249,9118,2215,1388,671
"282","22015","Bossier Parish, Louisiana",49418,1677,46681,1856,37956,2221,1290,641,45391,1990,8725,1658,2737,923
"283","22017","Caddo Parish, Louisiana",96369,2442,88048,2768,63585,3311,3146,1162,84902,2856,24463,2930,8321,1745
"284","22019","Calcasieu Parish, Louisiana",71511,3000,66357,3163,50924,3439,2328,1167,64029,3242,15433,2614,5154,1441
"285","22033","East Baton Rouge Parish, Louisiana",175731,3797,164041,3688,130024,3530,3034,1103,161007,3784,34017,3406,11690,2077
"286","22045","Iberia Parish, Louisiana",25440,1522,23861,1598,14920,1730,586,330,23275,1609,8941,1619,1579,748
"287","22051","Jefferson Parish, Louisiana",179775,1885,168281,2795,133857,3721,5187,1312,163094,3094,34424,3027,11494,1947
"288","22055","Lafayette Parish, Louisiana",97877,2532,92137,2809,74660,3580,2002,969,90135,3033,17477,2716,5740,1570
"289","22057","Lafourche Parish, Louisiana",38111,1106,34543,1503,26146,1849,457,242,34086,1532,8397,1528,3568,1053
"290","22063","Livingston Parish, Louisiana",51960,2009,50981,2015,41709,2668,1234,681,49747,2016,9272,2110,979,469
"291","22071","Orleans Parish, Louisiana",158827,2670,145670,3005,116758,3150,3683,882,141987,3242,28912,2473,13157,1445
"292","22073","Ouachita Parish, Louisiana",61594,1603,56424,1820,43976,2614,1548,599,54876,1946,12448,2108,5170,1315
"293","22079","Rapides Parish, Louisiana",48405,1798,44607,1882,31765,2287,1539,640,43068,1892,12842,1991,3798,1130
"294","22097","St. Landry Parish, Louisiana",32213,1197,28068,1452,17779,1536,886,510,27182,1542,10289,1341,4145,880
"295","22103","St. Tammany Parish, Louisiana",103543,2078,98580,2102,85440,2781,2253,929,96327,2187,13140,1724,4963,1376
"296","22105","Tangipahoa Parish, Louisiana",49915,2215,47048,2508,35788,3048,791,459,46257,2376,11260,2395,2867,1106
"297","22109","Terrebonne Parish, Louisiana",43996,1245,40080,1726,30430,2284,1175,575,38905,1806,9650,2200,3916,1286
"298","23001","Androscoggin County, Maine",46323,1134,44062,1414,37290,1473,1911,659,42151,1283,6772,1318,2261,815
"299","23003","Aroostook County, Maine",30220,828,27753,923,22331,1128,1757,475,25996,1023,5422,922,2467,518
"300","23005","Cumberland County, Maine",129977,2436,125026,2647,113553,2937,4045,876,120981,2922,11473,1942,4951,1005
"301","23011","Kennebec County, Maine",53803,1519,51201,1748,44128,2179,2269,732,48932,1908,7073,1344,2602,857
"302","23019","Penobscot County, Maine",65441,1509,61517,1570,53307,1909,3043,835,58474,1835,8210,1455,3924,925
"303","23031","York County, Maine",90907,2379,87084,2496,76111,2805,3961,1206,83123,2559,10973,1837,3823,1149
"304","24001","Allegany County, Maryland",28535,1358,26060,1341,20101,1458,2049,684,24011,1576,5959,1334,2475,566
"305","24003","Anne Arundel County, Maryland",225064,2370,219725,2523,202195,3353,4049,877,215676,2504,17530,2302,5339,1298
"306","24005","Baltimore County, Maryland",332529,2856,317160,3476,277987,4952,11706,1786,305454,3676,39173,4205,15369,2340
"307","24009","Calvert County, Maryland",33994,925,32750,1041,29621,1260,1015,627,31735,1096,3129,879,1244,511
"308","24013","Carroll County, Maryland",64161,929,61363,1007,54685,1443,1646,522,59717,1189,6678,1288,2798,660
"309","24015","Cecil County, Maryland",41000,965,38839,1229,34045,1582,1764,614,37075,1295,4794,1203,2161,976
"310","24017","Charles County, Maryland",59481,1023,58063,1076,53075,1431,592,332,57471,1122,4988,1320,1418,641
"311","24021","Frederick County, Maryland",103685,1026,100101,1315,91692,1898,2075,580,98026,1380,8409,1503,3584,768
"312","24025","Harford County, Maryland",101196,1196,98414,1553,88356,2544,2424,695,95990,1538,10058,1834,2782,854
"313","24027","Howard County, Maryland",120546,1453,119056,1505,113101,1898,2220,653,116836,1534,5955,1228,1490,589
"314","24031","Montgomery County, Maryland",388396,2483,381986,2783,355002,4018,10285,1361,371701,3044,26984,2947,6410,1347
"315","24033","Prince George's County, Maryland",346127,2426,335590,2932,295713,4364,8764,1534,326826,3220,39877,3677,10537,1552
"316","24037","St. Mary's County, Maryland",42078,1559,40171,1770,36597,1994,760,482,39411,1850,3574,1243,1907,684
"317","24043","Washington County, Maryland",60215,3547,55436,3486,44088,3291,2200,688,53236,3363,11348,1715,4779,1161
"318","24045","Wicomico County, Maryland",40577,1081,38686,1270,31034,1822,843,376,37843,1250,7652,1204,1891,702
"319","24510","Baltimore city, Maryland",254370,3581,238808,4114,194167,4972,6155,1214,232653,4212,44641,4111,15562,2402
"320","25001","Barnstable County, Massachusetts",104733,3422,101143,3450,90581,3318,5564,1192,95579,3133,10562,1631,3590,795
"321","25003","Berkshire County, Massachusetts",57765,1674,54092,1865,47390,2043,3706,1051,50386,1798,6702,1021,3673,848
"322","25005","Bristol County, Massachusetts",233531,2460,217008,3146,176816,3883,7085,1584,209923,3204,40192,3492,16523,2129
"323","25009","Essex County, Massachusetts",309972,2203,294031,2886,253331,3641,10931,1629,283100,3130,40700,2885,15941,2015
"324","25011","Franklin County, Massachusetts",30374,940,28265,1057,24601,1130,1570,421,26695,1021,3664,734,2109,690
"325","25013","Hampden County, Massachusetts",184544,2205,167330,2944,133434,3767,6274,1132,161056,2922,33896,3457,17214,1970
"326","25015","Hampshire County, Massachusetts",60870,1574,57385,1850,51545,1919,2391,711,54994,1984,5840,1351,3485,1011
"327","25017","Middlesex County, Massachusetts",632831,3283,609877,3941,557520,6321,20164,2288,589713,4523,52357,4506,22954,2731
"328","25021","Norfolk County, Massachusetts",280067,2344,270890,3019,247450,3927,12021,1776,258869,3405,23440,2888,9177,1763
"329","25023","Plymouth County, Massachusetts",202084,2543,192879,2886,170270,3262,6279,1224,186600,3358,22609,2431,9205,1332
"330","25025","Suffolk County, Massachusetts",315257,4266,301174,4491,264157,4976,7455,1692,293719,4938,37017,2973,14083,1959
"331","25027","Worcester County, Massachusetts",333435,3137,318739,3954,275789,4776,12082,1919,306657,4216,42950,3705,14696,1996
"332","26005","Allegan County, Michigan",44479,1290,42628,1382,36466,1613,1545,535,41083,1429,6162,1139,1851,609
"333","26017","Bay County, Michigan",45487,1115,42751,1243,34858,1727,1984,576,40767,1400,7893,1413,2736,661
"334","26021","Berrien County, Michigan",65764,1784,61154,1905,48807,1703,2111,509,59043,1902,12347,1611,4610,1137
"335","26025","Calhoun County, Michigan",53482,1180,49820,1450,38896,1780,1339,417,48481,1504,10924,1444,3662,810
"336","26037","Clinton County, Michigan",30952,692,29468,783,26357,1079,923,286,28545,777,3111,860,1484,449
"337","26045","Eaton County, Michigan",45137,944,43347,916,36031,1276,1576,596,41771,1110,7316,1164,1790,490
"338","26049","Genesee County, Michigan",167895,2057,156992,2423,128174,2934,5143,1130,151849,2642,28818,2445,10903,1595
"339","26055","Grand Traverse County, Michigan",40083,1465,38393,1419,33573,1873,1032,462,37361,1445,4820,1212,1690,635
"340","26065","Ingham County, Michigan",115752,1768,110783,2106,95159,2460,2283,632,108500,2127,15624,2027,4969,1201
"341","26067","Ionia County, Michigan",23531,595,21117,824,16782,928,587,284,20530,830,4335,824,2414,600
"342","26075","Jackson County, Michigan",61937,1749,58219,1930,43513,2050,1461,488,56758,2100,14706,1945,3718,995
"343","26077","Kalamazoo County, Michigan",105642,2484,100117,2516,86847,3340,3469,818,96648,2640,13270,2251,5525,1040
"344","26081","Kent County, Michigan",253092,2635,241247,3030,209131,3865,6786,1247,234461,2983,32116,2781,11845,1916
"345","26087","Lapeer County, Michigan",34447,857,31800,1085,26473,1384,1850,782,29950,1270,5327,911,2647,666
"346","26091","Lenawee County, Michigan",38963,1037,36941,1095,29937,1544,1305,366,35636,1117,7004,1254,2022,464
"347","26093","Livingston County, Michigan",75370,1117,72808,1260,66644,1653,2373,717,70435,1279,6164,945,2562,598
"348","26099","Macomb County, Michigan",358011,2226,342398,2955,289323,4723,11865,1705,330533,3096,53075,3601,15613,1787
"349","26103","Marquette County, Michigan",27290,932,25521,1050,21814,1126,1163,465,24358,1153,3707,800,1769,422
"350","26111","Midland County, Michigan",35453,601,33591,745,29007,1104,1000,403,32591,732,4584,1050,1862,556
"351","26115","Monroe County, Michigan",61574,1323,58096,1736,46705,1818,2958,765,55138,1827,11391,1509,3478,944
"352","26117","Montcalm County, Michigan",23745,954,21757,1025,16541,1173,871,342,20886,1076,5216,911,1988,443
"353","26121","Muskegon County, Michigan",67707,1344,63361,1496,48207,2223,1675,453,61686,1455,15154,2015,4346,902
"354","26125","Oakland County, Michigan",530383,3015,512936,3233,462858,4993,13893,1832,499043,3615,50078,3616,17447,1735
"355","26139","Ottawa County, Michigan",110045,1869,106488,2121,91743,2829,2448,799,104040,2149,14745,2237,3557,961
"356","26145","Saginaw County, Michigan",80146,1632,73880,2092,57802,2565,2680,767,71200,2130,16078,1905,6266,1291
"357","26147","St. Clair County, Michigan",66324,1381,62555,1725,51303,2137,2494,658,60061,1821,11252,1674,3769,805
"358","26155","Shiawassee County, Michigan",28226,795,26024,911,21035,1096,872,343,25152,927,4989,893,2202,539
"359","26159","Van Buren County, Michigan",28457,1370,26404,1567,21226,1522,1146,472,25258,1574,5178,796,2053,664
"360","26161","Washtenaw County, Michigan",149133,2646,144738,2765,132444,2959,3271,737,141467,2945,12294,1701,4395,964
"361","26163","Wayne County, Michigan",695038,4718,655472,5520,522812,7333,21538,2000,633934,5578,132660,5597,39566,3225
"362","27003","Anoka County, Minnesota",135265,1218,129545,1802,115155,2432,4791,915,124754,1740,14390,2099,5720,1190
"363","27013","Blue Earth County, Minnesota",27604,914,26451,877,22823,1257,745,379,25706,928,3628,979,1153,401
"364","27019","Carver County, Minnesota",40141,560,39607,607,35807,1143,1057,440,38550,766,3800,989,534,323
"365","27027","Clay County, Minnesota",26236,658,24509,993,21802,1184,513,413,23996,919,2707,735,1727,842
"366","27035","Crow Wing County, Minnesota",27753,1244,26472,1269,22402,1250,920,292,25552,1327,4070,742,1281,371
"367","27037","Dakota County, Minnesota",170696,1467,165516,1726,149887,2455,4480,891,161036,1905,15629,2120,5180,1034
"368","27053","Hennepin County, Minnesota",532149,3721,513868,4469,469557,5411,13313,1732,500555,4794,44311,3276,18281,2081
"369","27109","Olmsted County, Minnesota",65122,1396,62660,1431,55413,2054,1681,452,60979,1485,7247,1349,2462,719
"370","27123","Ramsey County, Minnesota",218817,2624,209210,3106,182268,3699,6854,1298,202356,3212,26942,2928,9607,1588
"371","27131","Rice County, Minnesota",23779,811,23140,821,18688,920,775,393,22365,907,4452,876,639,246
"372","27137","St. Louis County, Minnesota",85576,1941,80794,2056,65921,2391,2359,612,78435,2052,14873,1579,4782,890
"373","27139","Scott County, Minnesota",55327,381,54403,592,47015,1517,947,403,53456,731,7388,1359,924,498
"374","27141","Sherburne County, Minnesota",34738,1116,32912,1326,29543,1516,917,476,31995,1305,3369,1162,1826,814
"375","27145","Stearns County, Minnesota",62168,1126,59100,1248,50009,1858,2108,736,56992,1258,9091,1529,3068,664
"376","27163","Washington County, Minnesota",102421,1669,100275,1936,92017,2672,2863,807,97412,2019,8258,1454,2146,672
"377","27171","Wright County, Minnesota",52260,1063,50893,1086,44783,1679,920,368,49973,1170,6110,1363,1367,508
"378","28033","DeSoto County, Mississippi",68966,1500,66643,1636,52842,2561,2521,1063,64122,1850,13801,2274,2323,801
"379","28035","Forrest County, Mississippi",30600,1222,28830,1369,21060,1687,239,232,28591,1376,7770,1417,1770,687
"380","28047","Harrison County, Mississippi",81224,2336,77995,2560,63469,2955,2719,1033,75276,2711,14526,2201,3229,1116
"381","28049","Hinds County, Mississippi",91067,2508,83507,2680,62767,2928,1924,799,81583,2658,20740,2199,7560,1597
"382","28059","Jackson County, Mississippi",56984,1644,53914,1895,43107,3096,1422,602,52492,2014,10807,2395,3070,947
"383","28067","Jones County, Mississippi",23506,1325,21780,1391,13980,1758,428,425,21352,1449,7800,1676,1726,819
"384","28073","Lamar County, Mississippi",25688,851,24722,1045,19979,1377,938,653,23784,1168,4743,1396,966,625
"385","28075","Lauderdale County, Mississippi",28212,1080,24984,1398,18409,1556,930,634,24054,1567,6575,1201,3228,1013
"386","28081","Lee County, Mississippi",32722,1109,30486,1392,22265,1678,628,339,29858,1458,8221,1312,2236,871
"387","28089","Madison County, Mississippi",42558,1410,41865,1437,35327,2127,746,629,41119,1551,6538,1640,693,338
"388","28121","Rankin County, Mississippi",59894,1621,57128,1628,46820,2284,1167,655,55961,1721,10308,1957,2766,915
"389","29019","Boone County, Missouri",75036,2037,72982,1943,64873,2354,1819,667,71163,1958,8109,1631,2054,765
"390","29021","Buchanan County, Missouri",33334,1575,31838,1505,23147,1486,686,308,31152,1443,8691,1231,1496,448
"391","29031","Cape Girardeau County, Missouri",32800,1053,31130,1327,24609,1615,818,399,30312,1400,6521,1353,1670,719
"392","29037","Cass County, Missouri",42361,808,40307,1066,35118,1586,906,379,39401,1159,5189,1171,2054,708
"393","29043","Christian County, Missouri",34116,934,33355,1017,28226,1387,1317,620,32038,1153,5129,1126,761,377
"394","29047","Clay County, Missouri",100737,1635,96664,2178,82439,2525,3434,1062,93230,2322,14225,2307,4073,1318
"395","29051","Cole County, Missouri",29522,1143,27684,1235,22739,1469,1017,453,26667,1270,4945,1134,1838,688
"396","29071","Franklin County, Missouri",41301,1235,38356,1554,30717,1955,1461,628,36895,1643,7639,1502,2945,764
"397","29077","Greene County, Missouri",130986,1871,125971,2346,107345,3269,4261,1055,121710,2782,18626,2429,5015,1272
"398","29095","Jackson County, Missouri",302965,3103,291382,3485,238968,3964,8769,1639,282613,3898,52414,3832,11583,1439
"399","29097","Jasper County, Missouri",47864,1450,45306,1632,34977,2116,848,402,44458,1687,10329,1563,2558,609
"400","29099","Jefferson County, Missouri",88806,1525,83943,1820,69677,2144,2178,722,81765,1974,14266,1745,4863,1265
"401","29165","Platte County, Missouri",43201,1026,42187,1105,37586,1462,907,435,41280,1176,4601,1039,1014,506
"402","29183","St. Charles County, Missouri",157907,1697,152893,2105,142121,2788,4167,914,148726,2116,10772,1922,5014,1166
"403","29187","St. Francois County, Missouri",25030,1200,23521,1204,17528,1535,826,465,22695,1285,5993,1427,1509,537
"404","29189","St. Louis County, Missouri",412833,3561,394069,4067,343187,5541,12929,2045,381140,4372,50882,4294,18764,2138
"405","29510","St. Louis city, Missouri",139736,2863,128092,2952,99907,3388,3061,836,125031,2987,28185,2418,11644,1757
"406","30013","Cascade County, Montana",34303,1229,32647,1353,26620,1530,1331,521,31316,1416,6027,1186,1656,598
"407","30029","Flathead County, Montana",42900,1746,40966,1818,37449,1761,1737,586,39229,1891,3517,889,1934,714
"408","30031","Gallatin County, Montana",48796,1670,47747,1805,43815,1809,1513,675,46234,1873,3932,1083,1049,587
"409","30049","Lewis and Clark County, Montana",31208,837,28542,995,24797,1321,823,389,27719,1044,3745,1185,2666,798
"410","30063","Missoula County, Montana",51957,1119,49745,1329,44755,1721,1041,450,48704,1361,4990,1266,2212,770
"411","30111","Yellowstone County, Montana",69001,1329,67146,1451,58139,2013,1987,602,65159,1535,9007,1474,1855,656
"412","31055","Douglas County, Nebraska",236106,2240,226146,2446,192475,3593,6021,875,220125,2639,33671,3203,9960,1373
"413","31109","Lancaster County, Nebraska",131417,1723,126618,2092,109809,2741,4259,1125,122359,2312,16809,1935,4799,1106
"414","31153","Sarpy County, Nebraska",72428,939,70866,1139,63549,1692,2488,783,68378,1245,7317,1189,1562,589
"415","32003","Clark County, Nevada",854289,5987,824126,6507,699214,7588,24318,2295,799808,6735,124912,5597,30163,2970
"416","32031","Washoe County, Nevada",198018,2117,190977,2528,167708,3475,6041,1277,184936,2654,23269,2459,7041,1388
"417","33005","Cheshire County, New Hampshire",28266,1444,26038,1405,21660,1406,2004,546,24034,1553,4378,980,2228,647
"418","33009","Grafton County, New Hampshire",35199,1408,33587,1545,30671,1604,2515,778,31072,1719,2916,883,1612,536
"419","33011","Hillsborough County, New Hampshire",167899,1858,162591,2004,145425,2789,5094,1129,157497,2273,17166,2289,5308,1181
"420","33013","Merrimack County, New Hampshire",58733,1291,56402,1300,50002,1682,2474,726,53928,1386,6400,1184,2331,649
"421","33015","Rockingham County, New Hampshire",127882,1836,123976,1973,113738,2440,3625,938,120351,1987,10238,1607,3906,1014
"422","33017","Strafford County, New Hampshire",52067,1277,50828,1367,45746,1671,2353,727,48475,1448,5082,1225,1239,549
"423","34001","Atlantic County, New Jersey",112299,2238,105704,2403,90039,2337,4158,1002,101546,2566,15665,1846,6595,1323
"424","34003","Bergen County, New Jersey",352030,2288,339458,2936,308493,4005,9318,1486,330140,3280,30965,3018,12572,1732
"425","34005","Burlington County, New Jersey",175859,2061,168993,2275,153721,2922,5629,1271,163364,2757,15272,1878,6866,1287
"426","34007","Camden County, New Jersey",201158,2198,191716,2648,164134,3766,7026,1554,184690,2822,27582,2908,9442,1628
"427","34009","Cape May County, New Jersey",48860,1584,46794,1638,40410,1856,1374,539,45420,1703,6384,1336,2066,614
"428","34011","Cumberland County, New Jersey",53883,1910,51289,1999,40578,2503,2589,972,48700,2047,10711,1802,2594,850
"429","34013","Essex County, New Jersey",322453,2168,305593,3656,253125,5109,7783,1708,297810,4247,52468,4651,16860,2433
"430","34015","Gloucester County, New Jersey",112502,1548,108378,1787,95896,2359,2852,756,105526,1884,12482,1684,4124,1116
"431","34017","Hudson County, New Jersey",292000,3564,277147,4067,243366,4901,5721,1231,271426,4251,33781,3576,14853,2494
"432","34019","Hunterdon County, New Jersey",51292,953,49548,1220,45571,1526,1541,555,48007,1310,3977,940,1744,676
"433","34021","Mercer County, New Jersey",143970,1875,136325,2238,117030,3025,4547,1069,131778,2618,19295,2220,7645,1533
"434","34023","Middlesex County, New Jersey",307831,1897,297159,2252,262614,2900,7934,1291,289225,2457,34545,2815,10672,1649
"435","34025","Monmouth County, New Jersey",250738,2780,240151,3592,218799,3849,7245,1387,232906,3596,21352,2639,10587,2061
"436","34027","Morris County, New Jersey",192847,2063,186557,2237,174630,2709,4361,958,182196,2395,11927,1726,6290,1554
"437","34029","Ocean County, New Jersey",240736,3262,222257,3546,198591,4422,16371,2043,205886,3812,23666,2914,18479,2344
"438","34031","Passaic County, New Jersey",177063,1586,166159,2391,140575,3537,5261,1121,160898,2611,25584,2756,10904,1759
"439","34033","Salem County, New Jersey",24973,886,23429,999,19567,1034,876,337,22553,987,3862,963,1544,533
"440","34035","Somerset County, New Jersey",130939,1059,126996,1548,119521,2149,2764,870,124232,1946,7475,1501,3943,1127
"441","34037","Sussex County, New Jersey",58767,1022,56775,1025,51719,1350,2395,653,54380,1295,5056,950,1992,499
"442","34039","Union County, New Jersey",201392,1846,194122,2207,168341,3185,6631,1440,187491,2501,25781,2988,7270,1426
"443","34041","Warren County, New Jersey",46353,386,43651,966,38597,1254,1562,533,42089,1061,5054,1084,2702,834
"444","35001","Bernalillo County, New Mexico",285185,2283,274602,2807,232457,4408,7836,1545,266766,3003,42145,3619,10583,1516
"445","35013","Doña Ana County, New Mexico",85021,1855,80661,2345,65889,2951,2197,1183,78464,2624,14772,2562,4360,1234
"446","35025","Lea County, New Mexico",24390,1576,22967,1674,16100,1895,743,566,22224,1693,6867,1504,1423,639
"447","35031","McKinley County, New Mexico",20949,597,16043,965,11883,1030,486,230,15557,1005,4160,883,4906,861
"448","35035","Otero County, New Mexico",24034,1534,22618,1609,17726,1585,998,580,21620,1488,4892,1168,1416,679
"449","35043","Sandoval County, New Mexico",56655,912,54355,998,48534,1623,1935,826,52420,1314,5821,1283,2300,613
"450","35045","San Juan County, New Mexico",40844,1195,36795,1412,24586,1872,736,337,36059,1565,12209,1857,4049,983
"451","35049","Santa Fe County, New Mexico",70152,1723,66261,1819,58044,2387,2471,624,63790,1918,8217,1591,3891,1060
"452","35061","Valencia County, New Mexico",28875,912,26713,1322,21427,1349,1547,582,25166,1392,5286,1053,2162,914
"453","36001","Albany County, New York",132171,2699,124304,2951,110288,3606,5076,1102,119228,3083,14016,2434,7867,1351
"454","36005","Bronx County, New York",533004,2823,497168,5124,363114,7969,13617,2405,483551,4985,134054,7040,35836,4012
"455","36007","Broome County, New York",84452,1853,78338,2050,65206,2468,3529,795,74809,2171,13132,1847,6114,1013
"456","36009","Cattaraugus County, New York",32562,1111,29274,1209,22087,1242,1636,490,27638,1331,7187,1010,3288,503
"457","36011","Cayuga County, New York",32392,1168,29339,1294,23770,1455,1468,474,27871,1251,5569,842,3053,660
"458","36013","Chautauqua County, New York",53309,1824,48723,1873,39050,1724,2482,635,46241,1986,9673,1425,4586,895
"459","36015","Chemung County, New York",35407,1340,32483,1329,26331,1446,1290,475,31193,1374,6152,1065,2924,729
"460","36019","Clinton County, New York",33860,1189,32125,1323,28451,1391,1543,482,30582,1343,3674,945,1735,560
"461","36027","Dutchess County, New York",118175,1640,113363,2069,99998,2476,5082,1214,108281,2422,13365,2043,4812,967
"462","36029","Erie County, New York",412870,3039,385461,3804,321802,6138,16223,1893,369238,4062,63659,4784,27409,2845
"463","36045","Jefferson County, New York",48628,1708,45952,2024,40724,2247,1909,699,44043,2154,5228,1212,2676,831
"464","36047","Kings County, New York",1001868,4824,932424,5704,796323,8392,30575,3111,901849,5672,136101,6400,69444,4539
"465","36053","Madison County, New York",25294,1182,23683,1345,21023,1294,1448,512,22235,1429,2660,641,1611,640
"466","36055","Monroe County, New York",318883,2606,301432,3339,255410,4453,11302,1548,290130,3430,46022,3430,17451,1951
"467","36059","Nassau County, New York",459452,2941,442138,3812,403609,4887,13195,1653,428943,4119,38529,3495,17314,2035
"468","36061","New York County, New York",737575,9878,699893,10112,618174,8866,19079,3049,680814,9998,81719,5540,37682,4656
"469","36063","Niagara County, New York",90975,1647,84661,1956,70186,2723,5452,997,79209,2026,14475,2108,6314,1294
