"","GEOID","NAME","B28010_001E","B28010_001M","B28010_002E","B28010_002M","B28010_003E","B28010_003M","B28010_004E","B28010_004M","B28010_005E","B28010_005M","B28010_006E","B28010_006M","B28010_007E","B28010_007M"
"239","21151","Madison County, Kentucky",33104,1048,30113,1144,24737,1314,782,374,29331,1206,5376,1017,2991,673
"240","21185","Oldham County, Kentucky",20840,637,19782,742,17828,790,690,355,19092,776,1954,598,1058,483
"241","21227","Warren County, Kentucky",47996,1815,43317,1969,36182,2050,1544,561,41773,1981,7135,1431,4679,1101
"242","22005","Ascension Parish, Louisiana",44319,1239,41458,1581,33259,2143,894,484,40564,1560,8199,1866,2861,971
"243","22015","Bossier Parish, Louisiana",49615,1917,45467,1991,37161,2253,2543,754,42924,2034,8306,1677,4148,950
"244","22017","Caddo Parish, Louisiana",95793,2440,80908,2867,61973,2996,4474,965,76434,2922,18935,2200,14885,1808
"245","22019","Calcasieu Parish, Louisiana",78305,2270,68533,2528,54417,3150,3656,1067,64877,2545,14116,2090,9772,1595
"246","22033","East Baton Rouge Parish, Louisiana",162627,3066,144077,3763,117280,4368,6414,1325,137663,3714,26797,3051,18550,2387
"247","22045","Iberia Parish, Louisiana",26345,1063,21861,1383,15542,1437,837,405,21024,1407,6319,1116,4484,939
"248","22051","Jefferson Parish, Louisiana",168031,2032,147613,2957,115875,3704,7069,1224,140544,2943,31738,2805,20418,2053
"249","22055","Lafayette Parish, Louisiana",89465,2670,78050,3094,64285,3049,2495,756,75555,3019,13765,2393,11415,1790
"250","22057","Lafourche Parish, Louisiana",36420,1175,31891,1263,25084,1709,1396,461,30495,1346,6807,1328,4529,963
"251","22063","Livingston Parish, Louisiana",47992,2123,43922,2510,35395,2430,1022,561,42900,2490,8527,1742,4070,1497
"252","22071","Orleans Parish, Louisiana",154560,2853,131298,3247,101194,2937,6491,964,124807,3443,30104,2384,23262,1865
"253","22073","Ouachita Parish, Louisiana",58232,1997,46222,2028,38234,2113,3592,930,42630,2342,7988,1182,12010,1787
"254","22079","Rapides Parish, Louisiana",48473,1800,42010,1940,32132,1963,1993,672,40017,2004,9878,1361,6463,1373
"255","22097","St. Landry Parish, Louisiana",30136,1255,24196,1516,15949,1475,1656,509,22540,1546,8247,1302,5940,1021
"256","22103","St. Tammany Parish, Louisiana",94499,2076,88559,2437,76667,2984,4341,1198,84218,2242,11892,2173,5940,1440
"257","22105","Tangipahoa Parish, Louisiana",49272,1581,42889,2169,31388,2252,1857,719,41032,2130,11501,2235,6383,1496
"258","22109","Terrebonne Parish, Louisiana",40882,1080,35219,1714,26543,1777,1059,576,34160,1781,8676,1632,5663,1440
"259","23001","Androscoggin County, Maine",45979,1233,40283,1642,34981,1850,4806,1024,35477,1679,5302,1274,5696,1213
"260","23003","Aroostook County, Maine",28921,1044,24012,1205,20494,1272,3851,739,20161,1260,3518,726,4909,760
"261","23005","Cumberland County, Maine",117844,2543,107981,2984,96518,3275,6336,1053,101645,3095,11463,1814,9863,1438
"262","23011","Kennebec County, Maine",49616,1470,43207,1866,37629,2139,3291,754,39916,1910,5578,1266,6409,1235
"263","23019","Penobscot County, Maine",60620,1937,54959,1873,46692,2073,5049,939,49910,1795,8267,1377,5661,1056
"264","23031","York County, Maine",82970,2542,77095,2541,69436,2443,6251,1174,70844,2584,7659,1429,5875,1039
"265","24001","Allegany County, Maryland",27177,1413,22404,1643,18272,1535,2123,559,20281,1567,4132,871,4773,1016
"266","24003","Anne Arundel County, Maryland",207950,2666,197688,2933,182863,3524,10761,1811,186927,3371,14825,2288,10262,1658
"267","24005","Baltimore County, Maryland",317106,2712,294373,3405,262703,3719,18482,1823,275891,3611,31670,3045,22733,2216
"268","24009","Calvert County, Maryland",31253,1214,30067,1256,27809,1501,2036,633,28031,1352,2258,858,1186,411
"269","24013","Carroll County, Maryland",61212,1089,56550,1526,51036,1767,3206,772,53344,1607,5514,1190,4662,1004
"270","01003","Baldwin County, Alabama",79120,2586,71177,2962,61018,3146,2024,669,69153,2996,10159,2027,7943,1465
"271","01015","Calhoun County, Alabama",44507,1715,38263,1813,29763,2248,1914,594,36349,1868,8500,1496,6244,1223
"272","01043","Cullman County, Alabama",30740,1568,25269,1562,17985,1701,1446,535,23823,1572,7284,1479,5471,955
"273","01049","DeKalb County, Alabama",25848,1206,20964,1461,16062,1399,1407,603,19557,1503,4902,1016,4884,1106
"274","01051","Elmore County, Alabama",29176,1426,25090,1526,21086,1673,1884,648,23206,1656,4004,1136,4086,1293
"275","01055","Etowah County, Alabama",37091,1718,30595,1785,23410,1715,2837,777,27758,1798,7185,1233,6496,957
"276","01069","Houston County, Alabama",39106,969,32016,1137,25413,1099,3770,659,28246,1201,6603,627,7090,659
"277","01073","Jefferson County, Alabama",259324,4069,229211,4429,184140,4528,10680,1515,218531,4429,45071,3248,30113,2270
"278","01077","Lauderdale County, Alabama",38215,1422,31980,1766,25376,1791,1592,630,30388,1920,6604,1356,6235,1216
"279","01081","Lee County, Alabama",58555,1892,53580,2067,46192,2463,1988,733,51592,2148,7388,1449,4975,1094
"280","01083","Limestone County, Alabama",32816,1154,28659,1418,23698,1567,1509,560,27150,1570,4961,1111,4157,1103
"281","01089","Madison County, Alabama",147892,2670,136534,3152,119430,3843,7291,1328,129243,3273,17104,2051,11358,2035
"282","01095","Marshall County, Alabama",34083,1546,28966,1570,22365,1472,2448,852,26518,1502,6601,1214,5117,1038
"283","01097","Mobile County, Alabama",154683,2623,133862,3328,98372,3460,6700,1162,127162,3565,35490,3270,20821,2536
"284","01101","Montgomery County, Alabama",88554,2328,77828,2442,57518,3011,4067,853,73761,2355,20310,2279,10726,1703
"285","01103","Morgan County, Alabama",45360,1666,39938,1991,32100,2099,2673,816,37265,1910,7838,1530,5422,1243
"286","01115","St. Clair County, Alabama",33241,1228,28860,1513,23424,1628,1896,829,26964,1744,5436,1342,4381,1095
"287","01117","Shelby County, Alabama",78666,1740,74478,2043,65179,2403,2922,740,71556,2068,9299,1634,4188,1313
"288","01121","Talladega County, Alabama",31759,1666,26818,1826,17632,1866,1422,624,25396,1876,9186,1439,4941,925
"289","01125","Tuscaloosa County, Alabama",72243,2156,65263,2410,52510,2711,3696,907,61567,2401,12753,1720,6980,1358
"290","01127","Walker County, Alabama",25231,1131,20830,1317,14730,1278,1232,531,19598,1496,6100,1275,4401,821
"291","02020","Anchorage Municipality, Alaska",107373,1962,102938,2149,90592,2844,3977,889,98961,2169,12346,1894,4435,1182
"292","02090","Fairbanks North Star Borough, Alaska",35046,1911,33783,1931,29552,1593,978,476,32805,1899,4231,1352,1263,611
"293","02170","Matanuska-Susitna Borough, Alaska",29443,714,27521,815,24456,960,1610,428,25911,849,3065,607,1922,386
"294","04001","Apache County, Arizona",20550,889,12257,906,9077,867,1333,402,10924,907,3180,596,8293,745
"295","04003","Cochise County, Arizona",48939,2023,44467,1978,38947,1879,3878,852,40589,2097,5520,1166,4472,952
"296","04005","Coconino County, Arizona",47977,2031,43223,2269,35803,2165,1486,687,41737,2408,7420,1225,4754,951
"297","04013","Maricopa County, Arizona",1536579,7831,1440463,9349,1266647,10295,68597,4129,1371866,9904,173816,5588,96116,4555
"298","04015","Mohave County, Arizona",87565,2751,76935,3268,64243,3267,9153,1629,67782,3133,12692,2056,10630,1899
"299","04017","Navajo County, Arizona",36094,1644,28586,1411,22802,1469,2505,773,26081,1638,5784,946,7508,1035
"300","04019","Pima County, Arizona",403574,3977,375184,4463,319433,5017,24261,2077,350923,4836,55751,3694,28390,2360
"301","04021","Pinal County, Arizona",139097,3499,126228,3723,108885,3759,8064,1508,118164,3905,17343,2592,12869,2130
"302","04025","Yavapai County, Arizona",98369,2960,90199,3170,82283,3133,10052,1943,80147,3363,7916,1528,8170,1720
"303","04027","Yuma County, Arizona",74620,2261,65540,2558,50803,2645,2658,639,62882,2653,14737,2084,9080,1438
"304","05007","Benton County, Arkansas",97134,1708,90658,2144,76939,2495,3116,678,87542,2200,13719,2199,6476,1124
"305","05031","Craighead County, Arkansas",42115,1290,38255,1637,30599,1842,1553,535,36702,1678,7656,1467,3860,1009
"306","05045","Faulkner County, Arkansas",44870,1319,39948,1290,34029,1595,1584,513,38364,1363,5919,1196,4922,1049
"307","05051","Garland County, Arkansas",38594,1792,33835,1888,24773,2033,1537,568,32298,1831,9062,1875,4759,1319
"308","05069","Jefferson County, Arkansas",26537,1657,21874,1748,14297,1526,1294,449,20580,1718,7577,1286,4663,881
"309","05085","Lonoke County, Arkansas",27121,809,24536,1073,19896,1303,716,447,23820,1044,4640,1031,2585,802
"310","05119","Pulaski County, Arkansas",156546,2979,138981,3450,112225,4153,5941,1082,133040,3557,26756,2901,17565,2058
"311","05125","Saline County, Arkansas",44420,1474,40269,1798,32628,1922,1394,465,38875,1799,7641,1237,4151,969
"312","05131","Sebastian County, Arkansas",50734,1807,44642,2150,33406,2300,1778,604,42864,2182,11236,1898,6092,1328
"313","05143","Washington County, Arkansas",85290,2391,79772,2513,68735,2625,3662,891,76110,2609,11037,2194,5518,1455
"314","05145","White County, Arkansas",29067,1396,25882,1441,20270,1814,1200,535,24682,1340,5612,1218,3185,828
"315","06001","Alameda County, California",573589,3461,543674,4399,494613,4765,18614,1585,525060,4425,49061,2757,29915,2573
"316","06007","Butte County, California",88797,2187,83379,2283,73444,2524,6626,1268,76753,2692,9935,1685,5418,1122
"317","06013","Contra Costa County, California",392046,2369,373449,3516,336521,5361,13712,1704,359737,3897,36928,3758,18597,2348
"318","06017","El Dorado County, California",69368,2127,65654,2320,58895,2332,4698,1131,60956,2291,6759,1555,3714,1147
"319","06019","Fresno County, California",305819,2635,275225,3440,213916,4976,9311,1395,265914,3724,61309,4238,30594,2353
"320","06023","Humboldt County, California",53446,1854,49106,2025,41539,2280,3654,749,45452,2038,7567,1398,4340,898
"321","06025","Imperial County, California",44478,1682,38376,1849,30058,1659,1531,543,36845,1979,8318,1406,6102,1200
"322","06029","Kern County, California",269147,3367,237398,3874,190015,4268,9855,1682,227543,4363,47383,3250,31749,3397
"323","06031","Kings County, California",43029,1015,39891,1260,29653,1696,925,527,38966,1365,10238,1525,3138,741
"324","06033","Lake County, California",27399,1363,23258,1776,19845,1701,1817,656,21441,1806,3413,1035,4141,1206
"325","06037","Los Angeles County, California",3311231,8549,3066097,10221,2659928,12033,127481,4624,2938616,10440,406169,9342,245134,7582
"326","06039","Madera County, California",46282,1219,42219,1437,34077,1892,2368,673,39851,1597,8142,1739,4063,1235
"327","06041","Marin County, California",104219,2062,99140,2471,94258,2477,5196,1196,93944,2755,4882,1217,5079,1202
"328","06045","Mendocino County, California",32599,1509,28011,1799,24581,1704,2353,654,25658,1864,3430,901,4588,1118
"329","06047","Merced County, California",80969,1208,74361,1759,54367,2459,2871,708,71490,1915,19994,2044,6608,1280
"330","06053","Monterey County, California",125518,2011,115731,2202,96640,2667,4785,942,110946,2300,19091,1957,9787,1491
"331","06055","Napa County, California",47848,1322,44924,1457,41080,1475,2901,633,42023,1569,3844,812,2924,705
"332","06057","Nevada County, California",41638,1685,38815,1771,35912,1782,3051,889,35764,1846,2903,928,2823,890
"333","06059","Orange County, California",1037312,5286,991949,6240,901797,6813,34215,3020,957734,7444,90152,4956,45363,3316
"334","06061","Placer County, California",143659,1895,135619,2160,128769,2427,6077,1114,129542,2513,6850,1244,8040,1309
"335","06065","Riverside County, California",718733,5454,669548,6247,583718,6152,34844,2772,634704,6646,85830,4189,49185,3779
"336","06067","Sacramento County, California",543250,3675,513097,4077,447535,5166,23884,2127,489213,3843,65562,3938,30153,2633
"337","06071","San Bernardino County, California",626223,4247,591159,4909,485832,6637,22808,2390,568351,5084,105327,5902,35064,2612
"338","06073","San Diego County, California",1126419,6245,1077338,7643,973475,8269,38824,2541,1038514,8195,103863,4782,49081,3471
"339","06075","San Francisco County, California",360323,4331,335295,4738,308248,4994,10315,1583,324980,4694,27047,2955,25028,2290
"340","06077","San Joaquin County, California",226624,2501,207893,2804,168947,3458,9297,1254,198596,2942,38946,2619,18731,2291
"341","06079","San Luis Obispo County, California",104544,2839,99380,3010,90810,3251,5712,1102,93668,3323,8570,1713,5164,1335
"342","06081","San Mateo County, California",264185,2424,251857,2673,233689,3017,9338,1232,242519,2905,18168,2810,12328,1735
"343","06083","Santa Barbara County, California",147466,1981,138087,2331,124006,2756,9071,1369,129016,2593,14081,1955,9379,1646
"344","06085","Santa Clara County, California",633811,3358,610051,3789,569454,4600,19254,2130,590797,4070,40597,3649,23760,2353
"345","06087","Santa Cruz County, California",95940,2122,88927,2482,81003,2616,5163,1041,83764,2566,7924,1601,7013,1437
"346","06089","Shasta County, California",71968,1295,66062,1589,54764,1896,6488,1137,59574,1758,11298,1579,5906,1103
"347","06095","Solano County, California",151127,1649,142776,2073,125963,2410,6966,1197,135810,2408,16813,1936,8351,1573
"348","06097","Sonoma County, California",188829,2691,178187,3265,160792,3700,11562,1661,166625,3586,17395,2514,10642,1562
"349","06099","Stanislaus County, California",173573,1630,159925,2585,130382,3253,6886,1291,153039,2598,29543,2821,13648,1835
"350","06101","Sutter County, California",31945,907,28147,1315,23356,1556,1523,467,26624,1329,4791,983,3798,856
"351","06107","Tulare County, California",137576,1924,123935,2328,88821,2761,4901,1263,119034,2434,35114,2573,13641,1637
"352","06111","Ventura County, California",272085,2513,254928,3349,231826,3577,11274,1450,243654,3263,23102,2318,17157,1992
"353","06113","Yolo County, California",73495,1504,68585,1873,60805,2429,4290,966,64295,1984,7780,1577,4910,1226
"354","06115","Yuba County, California",26228,907,24171,1127,19048,1276,1777,665,22394,1139,5123,1021,2057,697
"355","08001","Adams County, Colorado",165730,1819,155697,2303,129738,3000,5697,1057,150000,2496,25959,2506,10033,1593
"356","08005","Arapahoe County, Colorado",240774,2112,230494,2292,208965,2690,8756,1105,221738,2395,21529,2227,10280,1218
"357","08013","Boulder County, Colorado",128497,1759,123993,1984,116715,2400,5984,1098,118009,2289,7278,1540,4504,1140
"358","08014","Broomfield County, Colorado",27665,629,26614,766,25469,863,931,379,25683,798,1145,489,1051,476
"359","08031","Denver County, Colorado",296938,2993,277631,3564,241939,4023,11478,1597,266153,3520,35692,2821,19307,2313
"360","08035","Douglas County, Colorado",119151,1850,116842,2011,113269,2079,3516,957,113326,2212,3573,946,2309,770
"361","08041","El Paso County, Colorado",258158,2406,245915,3201,226054,3829,10964,1457,234951,3204,19861,2736,12243,1883
"362","08059","Jefferson County, Colorado",231651,1904,222400,2528,206637,2889,12156,1392,210244,2334,15763,1971,9251,1563
"363","08069","Larimer County, Colorado",134709,2471,129718,2744,120856,3122,6224,1059,123494,2950,8862,1586,4991,1117
"364","08077","Mesa County, Colorado",61763,1535,56650,1734,48904,1871,4572,936,52078,1993,7746,1576,5113,1055
"365","08101","Pueblo County, Colorado",65098,1367,56801,1668,46894,1904,3761,816,53040,1721,9907,1103,8297,1144
"366","08123","Weld County, Colorado",104611,1323,98444,1604,87060,1886,5344,1167,93100,1973,11384,1412,6167,1237
"367","09001","Fairfield County, Connecticut",336433,3586,311863,3845,283460,4638,16791,1875,295072,3683,28403,2870,24570,2257
"368","09003","Hartford County, Connecticut",347565,3228,312790,4509,270674,4591,18635,1790,294155,4609,42116,3025,34775,2936
"369","09005","Litchfield County, Connecticut",73709,1790,67887,2032,61677,2098,5242,804,62645,2069,6210,1160,5822,1231
"370","09007","Middlesex County, Connecticut",67227,1912,62711,1967,56409,2320,4259,954,58452,2048,6302,1541,4516,920
"371","09009","New Haven County, Connecticut",324837,3662,288524,4103,252025,4191,17946,2052,270578,4153,36499,2890,36313,3115
"372","09011","New London County, Connecticut",107229,2683,97383,2765,86647,3132,6101,1112,91282,2802,10736,1699,9846,1498
"373","09013","Tolland County, Connecticut",55939,1391,52955,1584,48988,1814,3472,928,49483,1858,3967,999,2984,829
"374","09015","Windham County, Connecticut",43823,1624,39381,1614,34173,1835,3224,791,36157,1767,5208,1191,4442,960
"375","10001","Kent County, Delaware",63807,1705,59027,1963,49821,2318,4755,991,54272,2166,9206,1819,4780,1110
"376","10003","New Castle County, Delaware",206101,2034,195146,2735,151335,3639,8947,1194,186199,3165,43811,3549,10955,1395
"377","10005","Sussex County, Delaware",88029,2693,78197,2989,66573,2570,6123,1097,72074,3243,11624,1620,9832,1673
"378","11001","District of Columbia, District of Columbia",281475,3302,258760,3943,223698,4197,9499,1114,249261,4129,35062,3387,22715,2110
"379","12001","Alachua County, Florida",97714,2507,91117,2543,79983,2936,5262,1215,85855,2763,11134,1694,6597,1315
"380","12005","Bay County, Florida",70600,2581,65614,2841,54757,2656,3785,999,61829,2774,10857,1839,4986,1134
"381","12009","Brevard County, Florida",228385,4217,210247,4966,190454,5183,17075,1830,193172,4948,19793,2494,18138,2682
"382","12011","Broward County, Florida",685559,5668,639906,6152,562035,7168,26742,2340,613164,6653,77871,4693,45653,3303
"383","12015","Charlotte County, Florida",76056,2864,67912,2986,59378,2919,6086,1293,61826,3053,8534,1858,8144,1331
"384","12017","Citrus County, Florida",61290,2602,55714,2481,48645,2355,5697,938,50017,2377,7069,1527,5576,1188
"385","12019","Clay County, Florida",73136,2128,70117,2199,59712,3048,2425,677,67692,2094,10405,2178,3019,882
"386","12021","Collier County, Florida",144354,4069,133979,3811,117331,4091,7707,1493,126272,3755,16648,2069,10375,2082
"387","12023","Columbia County, Florida",24335,1258,21963,1350,18769,1388,1631,610,20332,1455,3194,881,2372,862
"388","12031","Duval County, Florida",359607,3522,323989,4759,271833,5513,15402,1678,308587,4703,52156,3901,35618,2946
"389","12033","Escambia County, Florida",122406,2545,112546,3160,97864,3319,8759,1278,103787,3334,14682,2326,9860,1787
"390","12035","Flagler County, Florida",42370,1682,38142,1845,34044,1827,2991,759,35151,1968,4098,1012,4228,1101
"391","12053","Hernando County, Florida",74110,2274,67103,2441,58886,2487,5329,1017,61774,2524,8217,1482,7007,1218
"392","12055","Highlands County, Florida",42948,2328,35067,2985,29119,2684,4363,1021,30704,2788,5948,1399,7881,1515
"393","12057","Hillsborough County, Florida",521609,4747,493769,5311,428295,5101,21051,2019,472718,5900,65474,4367,27840,2446
"394","12061","Indian River County, Florida",58044,2623,50620,2848,45320,2689,5504,1266,45116,3059,5300,1378,7424,1440
"395","12069","Lake County, Florida",136255,2937,125568,3387,110241,3210,7527,1443,118041,3545,15327,2021,10687,1928
"396","29187","St. Francois County, Missouri",22504,1609,19506,1686,15970,1597,1371,609,18135,1620,3536,828,2998,846
"397","29189","St. Louis County, Missouri",406823,3622,374102,4341,325415,5937,21774,2312,352328,4557,48687,4340,32721,3026
"398","29510","St. Louis city, Missouri",138513,2993,121322,3440,93360,3387,5593,1031,115729,3352,27962,2762,17191,2091
"399","30013","Cascade County, Montana",33346,1326,27499,1440,24596,1508,2357,540,25142,1558,2903,882,5847,997
"400","30029","Flathead County, Montana",37236,1723,32995,1750,29453,1598,2827,823,30168,1786,3542,994,4241,977
"401","30031","Gallatin County, Montana",44315,963,42918,1105,39916,1468,1711,494,41207,1178,3002,937,1397,491
"402","30049","Lewis and Clark County, Montana",28250,976,25249,1268,21890,1327,1850,595,23399,1255,3359,854,3001,860
"403","30063","Missoula County, Montana",48806,1498,44513,1896,41102,2108,2555,722,41958,1978,3411,1138,4293,1132
"404","30111","Yellowstone County, Montana",65962,1512,60138,1872,52043,2141,4137,1014,56001,1904,8095,1468,5824,1237
"405","31055","Douglas County, Nebraska",218390,2291,198567,3091,173041,3408,10659,1201,187908,3175,25526,2296,19823,1945
"406","31109","Lancaster County, Nebraska",122954,1823,115782,2068,103360,2738,6364,900,109418,2166,12422,1862,7172,1080
"407","31153","Sarpy County, Nebraska",65715,1067,62855,1078,57675,1320,2161,538,60694,1146,5180,1073,2860,575
"408","32003","Clark County, Nevada",781796,5934,728859,7035,616282,7942,31926,2124,696933,7134,112577,4987,52937,3797
"409","32031","Washoe County, Nevada",180851,2093,169933,2774,149654,3288,9039,1338,160894,2971,20279,2563,10918,1718
"410","33005","Cheshire County, New Hampshire",29385,1307,26358,1170,23240,1429,2501,666,23857,1247,3118,946,3027,728
"411","33009","Grafton County, New Hampshire",33672,1842,30837,2074,28785,2140,3893,859,26944,2002,2052,744,2835,849
"412","33011","Hillsborough County, New Hampshire",161414,1779,153026,2350,140427,2993,9976,1409,143050,2354,12599,1978,8388,1457
"413","33013","Merrimack County, New Hampshire",58220,1355,54205,1589,46897,1828,4716,845,49489,1685,7308,1448,4015,807
"414","33015","Rockingham County, New Hampshire",120096,2093,113784,2391,105476,2736,6935,1417,106849,2477,8308,1641,6312,1265
"415","33017","Strafford County, New Hampshire",48988,1341,46620,1396,43393,1876,2862,748,43758,1495,3227,1101,2368,588
"416","34001","Atlantic County, New Jersey",97618,2623,88929,2872,74863,2897,5795,1099,83134,2795,14066,1939,8689,1361
"417","34003","Bergen County, New Jersey",338516,2359,316429,3047,291036,3792,15473,1848,300956,3208,25393,2690,22087,2246
"418","34005","Burlington County, New Jersey",164248,2219,154450,2623,141156,2870,9355,1363,145095,2999,13294,1557,9798,1499
"419","34007","Camden County, New Jersey",190616,2205,174363,2919,150202,3952,10937,1343,163426,2980,24161,2932,16253,1874
"420","34009","Cape May County, New Jersey",39526,2005,36807,2070,32616,2064,2505,684,34302,2067,4191,880,2719,603
"421","34011","Cumberland County, New Jersey",50696,1437,45896,1640,36373,1840,3435,864,42461,1589,9523,1545,4800,837
"422","34013","Essex County, New Jersey",284928,2245,259607,3087,212309,3479,12730,1631,246877,3696,47298,2996,25321,2385
"423","34015","Gloucester County, New Jersey",105236,1734,98310,1916,88894,2664,5759,948,92551,2164,9416,1720,6926,1251
"424","34017","Hudson County, New Jersey",251906,3272,233700,3525,198595,3449,7770,1190,225930,3586,35105,2899,18206,1900
"425","34019","Hunterdon County, New Jersey",45967,1264,43820,1421,40883,1447,2029,656,41791,1566,2937,863,2147,750
"426","34021","Mercer County, New Jersey",128757,2083,118128,2479,101546,2622,6378,1384,111750,2585,16582,1904,10629,1356
"427","34023","Middlesex County, New Jersey",285446,2819,265755,3002,241435,4114,11676,1155,254079,3146,24320,2935,19691,1926
"428","34025","Monmouth County, New Jersey",235727,2611,221592,2869,202330,3125,11292,1336,210300,2961,19262,2532,14135,1763
"429","34027","Morris County, New Jersey",180854,2444,172559,2570,161340,3375,9779,1587,162780,2824,11219,1767,8295,1218
"430","34029","Ocean County, New Jersey",225847,3679,204650,3921,184978,4366,19060,1867,185590,3720,19672,2375,21197,2188
"431","34031","Passaic County, New Jersey",168397,1897,152658,2498,128576,3064,6408,1060,146250,2599,24082,2347,15739,1801
"432","34033","Salem County, New Jersey",24801,922,21821,1135,18661,1169,1365,476,20456,1117,3160,796,2980,730
"433","34035","Somerset County, New Jersey",114812,2105,109423,2338,104342,2349,7076,1337,102347,2449,5081,987,5389,1089
"434","34037","Sussex County, New Jersey",53396,1572,50707,1444,45966,1591,2825,610,47882,1630,4741,1032,2689,683
"435","34039","Union County, New Jersey",190138,1786,172676,2690,150864,3066,8938,1390,163738,2665,21812,2121,17462,1989
"436","34041","Warren County, New Jersey",41366,1163,38170,1417,34422,1493,3313,964,34857,1633,3748,1078,3196,872
"437","35001","Bernalillo County, New Mexico",264827,3114,242474,3815,206304,4416,15660,1799,226814,3506,36170,2935,22353,2513
"438","35005","Chaves County, New Mexico",23002,1152,18597,1316,14448,1395,1489,606,17108,1272,4149,1005,4405,909
"439","35013","Doña Ana County, New Mexico",75441,2513,64842,3049,51757,3567,3989,1201,60853,3000,13085,2221,10599,1675
"440","35025","Lea County, New Mexico",22222,1083,19767,1209,13052,1272,989,418,18778,1269,6715,1441,2455,720
"441","35031","McKinley County, New Mexico",21083,640,14588,820,9156,1007,1142,413,13446,908,5432,922,6495,709
"442","35035","Otero County, New Mexico",23007,1488,20079,1518,15658,1491,1386,469,18693,1556,4421,1167,2928,959
"443","35043","Sandoval County, New Mexico",50873,1230,45857,1401,41739,1574,3030,974,42827,1498,4118,828,5016,815
"444","35045","San Juan County, New Mexico",41071,1584,33478,1647,25916,1649,2491,694,30987,1672,7562,1127,7593,1222
"445","35049","Santa Fe County, New Mexico",60904,1872,53723,2023,47745,2059,3343,718,50380,2096,5978,1034,7181,1094
"446","35061","Valencia County, New Mexico",26359,1301,23316,1450,18911,1599,1732,727,21584,1608,4405,1118,3043,980
"447","36001","Albany County, New York",124144,2156,112642,2279,101013,2697,7516,1322,105126,2405,11629,1913,11502,1570
"448","36005","Bronx County, New York",503985,3195,447009,4735,318136,7133,17667,2431,429342,5301,128873,6343,56976,4016
"449","36007","Broome County, New York",78604,2009,68547,2013,60300,2125,6992,936,61555,2185,8247,1212,10057,1326
"450","36009","Cattaraugus County, New York",32360,1144,26935,1187,21761,1159,4020,691,22915,1062,5174,809,5425,802
"451","36011","Cayuga County, New York",30870,994,26794,1109,23802,1140,2720,646,24074,1184,2992,617,4076,747
"452","36013","Chautauqua County, New York",51985,2010,43739,1962,38247,1933,5377,883,38362,1963,5492,1134,8246,1219
"453","36015","Chemung County, New York",32247,1594,29630,1487,25055,1596,3089,604,26541,1593,4575,995,2617,634
"454","36019","Clinton County, New York",31493,1193,28274,1313,24282,1538,2432,645,25842,1284,3992,923,3219,738
"455","36027","Dutchess County, New York",106043,1981,97596,2329,88054,2566,7276,1036,90320,2621,9542,1601,8447,1281
"456","36029","Erie County, New York",386396,4036,340086,4374,285009,5029,28444,2474,311642,4955,55077,3971,46310,2461
"457","36045","Jefferson County, New York",41548,1763,37923,1885,32634,1920,4172,801,33751,1808,5289,1001,3625,872
"458","36047","Kings County, New York",956223,5436,841541,7162,723697,7850,39853,3046,801688,7696,117844,5502,114682,5242
"459","36051","Livingston County, New York",24725,1147,22743,1186,19622,1312,1903,510,20840,1169,3121,736,1982,477
"460","36053","Madison County, New York",26024,1451,22709,1525,20228,1463,2118,625,20591,1529,2481,704,3315,717
"461","36055","Monroe County, New York",301619,3421,270564,3947,231617,4176,18000,2001,252564,4271,38947,2760,31055,2609
"462","36059","Nassau County, New York",446978,2927,416368,3747,379413,4478,18327,2004,398041,4019,36955,3022,30610,2807
"463","36061","New York County, New York",764218,7019,701689,7382,634836,8450,32425,3587,669264,8222,66853,4375,62529,4296
"464","36063","Niagara County, New York",88659,1679,75853,2245,65708,2436,6966,1089,68887,2473,10145,1499,12806,1498
"465","36065","Oneida County, New York",88790,2407,77294,2527,65808,2028,7034,893,70260,2607,11486,1707,11496,1273
"466","36067","Onondaga County, New York",185709,2562,162583,2675,144644,2660,11666,1399,150917,2837,17939,1659,23126,2162
"467","36069","Ontario County, New York",44414,1455,40174,1623,36304,1511,2857,724,37317,1696,3870,868,4240,1033
"468","36071","Orange County, New York",127517,2481,114886,2488,101038,2925,6725,1148,108161,2456,13848,1889,12631,1696
"469","36075","Oswego County, New York",45971,1507,42430,1630,35177,1786,3512,798,38918,1609,7253,1251,3541,800
"470","36079","Putnam County, New York",34549,1117,32561,1215,30533,1271,2302,735,30259,1366,2028,784,1988,742
"471","36081","Queens County, New York",769258,5311,703302,6580,594604,7254,30179,2350,673123,7150,108698,5923,65956,4082
"472","36083","Rensselaer County, New York",66127,1231,59190,1552,51452,1873,4462,1082,54728,1826,7738,1398,6937,1085
"473","36085","Richmond County, New York",165990,2568,149379,2770,133907,2901,10883,2010,138496,3187,15472,2339,16611,1928
"474","36087","Rockland County, New York",100167,1392,88838,1910,79306,2022,6939,1277,81899,2255,9532,1786,11329,1737
"475","36089","St. Lawrence County, New York",41008,1362,36576,1468,29951,1490,3933,705,32643,1425,6625,1122,4432,848
"476","36091","Saratoga County, New York",97021,1647,90550,2001,83141,2419,6978,1221,83572,2193,7409,1469,6471,1152
"477","36093","Schenectady County, New York",49022,2193,45616,2159,37872,2081,3570,675,42046,2094,7744,1255,3406,641
