"","GEOID","NAME","B28003_001E","B28003_001M","B28003_002E","B28003_002M","B28003_003E","B28003_003M","B28003_004E","B28003_004M","B28003_005E","B28003_005M","B28003_006E","B28003_006M"
"97","09001","Fairfield County, Connecticut",338421,3209,304462,3775,1388,506,282986,3802,20088,2093,33959,2600
"98","09003","Hartford County, Connecticut",346525,2718,300031,3705,2690,777,273143,4250,24198,2615,46494,3422
"99","09005","Litchfield County, Connecticut",73572,1623,64030,1825,766,383,59548,1924,3716,926,9542,1168
"100","09007","Middlesex County, Connecticut",67106,1737,59335,1888,278,218,55793,2176,3264,1014,7771,1462
"101","09009","New Haven County, Connecticut",326050,3364,272662,4089,1314,457,246912,4269,24436,2239,53388,2918
"102","09011","New London County, Connecticut",105504,2194,92325,2597,537,301,85191,2756,6597,1247,13179,1643
"103","09013","Tolland County, Connecticut",53984,1573,49519,1625,191,160,45770,1679,3558,835,4465,727
"104","09015","Windham County, Connecticut",44655,1277,39090,1308,191,157,33748,1407,5151,999,5565,843
"105","10001","Kent County, Delaware",61270,1561,53410,2050,434,284,47139,2157,5837,1151,7860,1307
"106","10003","New Castle County, Delaware",202204,2248,171203,2813,1085,510,150866,3385,19252,2372,31001,2170
"107","10005","Sussex County, Delaware",86269,2800,73436,2837,762,322,61839,2698,10835,1577,12833,1620
"108","11001","District of Columbia, District of Columbia",277378,3304,235511,3585,1185,586,201634,3497,32692,2848,41867,2665
"109","12001","Alachua County, Florida",97215,2598,84403,3041,829,505,76889,3047,6685,1166,12812,1748
"110","12005","Bay County, Florida",66024,2279,56744,2332,231,188,49950,2401,6563,1376,9280,1437
"111","12009","Brevard County, Florida",225226,4224,198734,4427,1479,645,177410,4382,19845,2735,26492,2370
"112","12011","Broward County, Florida",665192,6069,584282,5972,3172,878,521912,6310,59198,3735,80910,4293
"113","12015","Charlotte County, Florida",75234,2770,65105,2902,617,313,57355,2858,7133,1507,10129,1533
"114","12017","Citrus County, Florida",60315,2314,50598,2287,671,337,46051,2231,3876,1043,9717,1567
"115","12019","Clay County, Florida",70307,1930,64975,2049,681,423,57105,2429,7189,1656,5332,1023
"116","12021","Collier County, Florida",133162,4540,118858,4434,754,390,103505,3808,14599,2150,14304,1640
"117","12023","Columbia County, Florida",23825,1067,19810,1215,83,110,17042,1338,2685,718,4015,709
"118","12031","Duval County, Florida",340985,5203,289605,5052,2378,863,253868,4953,33359,3483,51380,3600
"119","12033","Escambia County, Florida",115094,2902,99300,3041,696,490,89616,2955,8988,1683,15794,1467
"120","12035","Flagler County, Florida",36798,1740,32997,1673,137,132,30141,1659,2719,823,3801,964
"121","12053","Hernando County, Florida",70558,2235,60630,2426,667,372,53697,2612,6266,1195,9928,1515
"122","12055","Highlands County, Florida",39288,1852,31124,2102,420,283,24254,2113,6450,1367,8164,1357
"123","12057","Hillsborough County, Florida",489603,4839,430939,5781,1265,410,384821,5993,44853,3453,58664,3794
"124","12061","Indian River County, Florida",55618,2767,47218,2313,418,274,42430,2385,4370,941,8400,1643
"125","12069","Lake County, Florida",117696,3377,101136,3447,1438,744,88916,3402,10782,1906,16560,2011
"126","12071","Lee County, Florida",263295,5727,228255,5679,4811,1189,196988,4967,26456,2548,35040,3236
"127","12073","Leon County, Florida",112145,2444,102711,2728,555,334,88961,2795,13195,2013,9434,1391
"128","12081","Manatee County, Florida",137695,3244,121233,3624,633,334,100924,3550,19676,2204,16462,2040
"129","12083","Marion County, Florida",132275,3319,106371,3767,2115,1082,92882,3660,11374,1713,25904,2729
"130","12085","Martin County, Florida",62518,2518,54798,2592,397,293,49363,2444,5038,1016,7720,1244
"131","12086","Miami-Dade County, Florida",843887,6164,700667,6089,3741,1177,597688,7120,99238,4729,143220,5099
"132","12087","Monroe County, Florida",28065,2156,24412,1696,132,134,19455,1652,4825,887,3653,1043
"133","12089","Nassau County, Florida",28336,1249,24945,1191,345,401,22335,1370,2265,847,3391,722
"134","12091","Okaloosa County, Florida",73277,2045,63570,2271,498,254,57204,2443,5868,1195,9707,1564
"135","12095","Orange County, Florida",444543,5348,402135,6115,1338,598,358875,6445,41922,3913,42408,3822
"136","12097","Osceola County, Florida",89328,4418,59291,3361,222,216,51875,3163,7194,1450,30037,3797
"137","12099","Palm Beach County, Florida",538246,5900,468024,5275,3430,882,416927,5718,47667,3060,70222,4229
"138","12101","Pasco County, Florida",186999,3669,156238,4061,996,414,139437,3602,15805,1911,30761,2700
"139","12103","Pinellas County, Florida",402575,4433,335894,5338,2854,649,299784,5102,33256,2719,66681,3790
"140","12105","Polk County, Florida",218286,4691,175461,4754,1124,461,138887,4422,35450,3201,42825,3598
"141","12107","Putnam County, Florida",26580,1655,20510,1780,293,189,16064,1560,4153,1135,6070,1314
"142","12109","St. Johns County, Florida",81309,2279,74545,2336,434,354,69572,2588,4539,1243,6764,1518
"143","12111","St. Lucie County, Florida",108771,3837,92362,3486,843,781,82056,3753,9463,1995,16409,2757
"144","12113","Santa Rosa County, Florida",56085,1940,51202,2007,578,314,43694,2220,6930,1686,4883,1016
"145","12115","Sarasota County, Florida",175881,3578,156934,3623,824,421,142396,3820,13714,1756,18947,1870
"146","12117","Seminole County, Florida",148732,3313,140157,3512,700,290,132225,3674,7232,1232,8575,1366
"147","12119","Sumter County, Florida",50209,2340,43584,2275,1449,683,37526,2317,4609,1301,6625,1248
"148","12127","Volusia County, Florida",200729,3954,173407,3824,1194,533,146207,3865,26006,2504,27322,2308
"149","13013","Barrow County, Georgia",22508,1140,19417,1272,172,174,16599,1143,2646,698,3091,735
"150","13015","Bartow County, Georgia",37742,846,32052,1508,336,281,29461,1585,2255,654,5690,1419
"151","13021","Bibb County, Georgia",56135,1766,43941,1987,49,59,35873,1878,8019,1303,12194,1711
"152","13031","Bulloch County, Georgia",25844,1682,21571,1716,0,211,14891,1318,6680,1378,4273,983
"153","13045","Carroll County, Georgia",38875,1541,32889,1824,123,147,27416,1947,5350,1246,5986,1265
"154","13047","Catoosa County, Georgia",23476,1289,19535,1456,175,219,17206,1616,2154,823,3941,1039
"155","13051","Chatham County, Georgia",106188,2293,93746,2598,367,266,83303,2671,10076,1512,12442,1390
"156","13057","Cherokee County, Georgia",81991,1330,77147,1821,521,308,71638,2095,4988,1521,4844,1317
"157","13059","Clarke County, Georgia",44016,1901,37813,2182,213,286,31640,2158,5960,1357,6203,1410
"158","13063","Clayton County, Georgia",88538,2223,77782,2732,360,308,61927,3158,15495,2191,10756,1580
"159","13067","Cobb County, Georgia",271686,3118,254708,4002,1008,574,232315,4759,21385,2598,16978,2560
"160","13073","Columbia County, Georgia",45371,1704,41360,1719,145,173,33417,2175,7798,1919,4011,995
"161","13077","Coweta County, Georgia",49546,795,44009,1412,115,136,37813,1655,6081,1375,5537,1112
"162","13089","DeKalb County, Georgia",266307,3560,238666,3708,1188,543,205867,3743,31611,3241,27641,2467
"163","13095","Dougherty County, Georgia",35539,1222,26582,1618,135,148,23140,1668,3307,750,8957,1177
"164","13097","Douglas County, Georgia",47687,1470,43082,1767,50,87,37410,1808,5622,1264,4605,1031
"165","13113","Fayette County, Georgia",38945,1157,35652,1228,0,211,34371,1375,1281,511,3293,905
"166","13115","Floyd County, Georgia",36177,1151,29301,1577,309,261,27093,1698,1899,587,6876,1153
"167","13117","Forsyth County, Georgia",66429,1307,61852,1436,86,104,59046,1399,2720,698,4577,1023
"168","13121","Fulton County, Georgia",381990,4537,334999,4787,1185,448,291731,4798,42083,3451,46991,3102
"169","13127","Glynn County, Georgia",32361,1486,28325,1486,48,82,25257,1624,3020,944,4036,893
"170","13135","Gwinnett County, Georgia",278652,3287,259456,3820,888,494,232414,4392,26154,3091,19196,2222
"171","13139","Hall County, Georgia",63383,1392,52869,2007,134,143,46358,2216,6377,1360,10514,1478
"172","13151","Henry County, Georgia",68524,1931,63568,2113,159,199,56131,2363,7278,1561,4956,1089
"173","13153","Houston County, Georgia",53519,1966,43004,2430,75,90,36493,2373,6436,1421,10515,1819
"174","13179","Liberty County, Georgia",22096,962,19546,1069,38,55,16657,1231,2851,867,2550,701
"175","13185","Lowndes County, Georgia",38547,1509,33005,1715,130,116,27021,1766,5854,1035,5542,1135
"176","13215","Muscogee County, Georgia",74339,2252,62088,2486,152,116,51259,2355,10677,1513,12251,1658
"177","13217","Newton County, Georgia",35923,1285,31545,1659,50,78,28127,1792,3368,1176,4378,1120
"178","13223","Paulding County, Georgia",50248,1100,45857,1701,362,354,41758,1779,3737,1067,4391,1283
"179","13245","Richmond County, Georgia",71031,2402,56260,2617,440,277,44183,2809,11637,1809,14771,1955
"180","13247","Rockdale County, Georgia",29707,1045,26351,1447,123,161,21496,1596,4732,1236,3356,995
"181","13285","Troup County, Georgia",23942,1175,19441,1396,85,120,16737,1517,2619,732,4501,958
"182","13295","Walker County, Georgia",25458,1163,18742,1648,315,301,15310,1557,3117,997,6716,1233
"183","13297","Walton County, Georgia",30355,865,25913,1250,232,207,23128,1432,2553,942,4442,1071
"184","13313","Whitfield County, Georgia",36388,1271,27667,1844,601,411,24786,1812,2280,857,8721,1476
"185","15001","Hawaii County, Hawaii",65178,2313,53731,2467,935,513,46557,2584,6239,1411,11447,1732
"186","15003","Honolulu County, Hawaii",309002,3046,274527,3831,1030,329,254583,4031,18914,1849,34475,2418
"187","15007","Kauai County, Hawaii",22234,1084,19206,1156,617,374,16328,1073,2261,635,3028,735
"188","15009","Maui County, Hawaii",54303,1731,46579,1994,259,168,42021,2119,4299,1068,7724,1219
"189","16001","Ada County, Idaho",159896,2139,147582,2831,1584,794,122427,3359,23571,3243,12314,1764
"190","16005","Bannock County, Idaho",30240,1059,26406,1300,254,223,22397,1444,3755,881,3834,928
"191","16019","Bonneville County, Idaho",36420,1274,31794,1504,343,243,28412,1635,3039,813,4626,837
"192","16027","Canyon County, Idaho",66791,1419,57289,2082,977,499,46657,2204,9655,1475,9502,1710
"193","16055","Kootenai County, Idaho",56177,1638,48842,2230,178,169,42744,2339,5920,1560,7335,1588
"194","16083","Twin Falls County, Idaho",29482,955,25161,1340,568,424,21610,1248,2983,768,4321,984
"195","17001","Adams County, Illinois",27657,693,22108,971,171,161,18977,1036,2960,739,5549,784
"196","17019","Champaign County, Illinois",81347,2015,72077,2583,258,188,63859,2715,7960,1433,9270,1479
"197","17031","Cook County, Illinois",1938055,6932,1617111,9695,11480,1384,1409908,9121,195723,6197,320944,7063
"198","17037","DeKalb County, Illinois",36965,1489,33928,1540,119,110,31175,1496,2634,689,3037,710
"199","17043","DuPage County, Illinois",338548,2333,311607,2548,1536,530,283856,3818,26215,2914,26941,2140
"200","17089","Kane County, Illinois",172350,2628,155765,2972,622,502,144273,3410,10870,1626,16585,1991
"201","17091","Kankakee County, Illinois",40732,1060,34786,1203,242,175,30225,1260,4319,979,5946,877
"202","17093","Kendall County, Illinois",39923,1051,37712,1418,145,207,35043,2112,2524,1573,2211,867
"203","17097","Lake County, Illinois",240673,2379,217826,2741,1077,374,205415,2776,11334,1468,22847,2216
"204","17099","LaSalle County, Illinois",42956,1370,35416,1513,510,285,31944,1503,2962,605,7540,1092
"205","17111","McHenry County, Illinois",109417,1737,100266,1868,595,340,94806,1933,4865,950,9151,1453
"206","17113","McLean County, Illinois",66361,1198,58566,1765,588,388,51016,1838,6962,1157,7795,1243
"207","17115","Macon County, Illinois",44063,1494,36051,1916,180,127,31763,1709,4108,867,8012,1305
"208","17119","Madison County, Illinois",106253,2204,88961,2841,537,302,81335,2815,7089,1045,17292,1878
"209","17143","Peoria County, Illinois",74982,1830,63103,1830,369,205,53548,1827,9186,1290,11879,1267
"210","17161","Rock Island County, Illinois",59384,1417,46922,2112,611,262,41934,1912,4377,929,12462,1410
"211","17163","St. Clair County, Illinois",99917,2388,74437,2725,964,513,63760,2571,9713,1456,25480,2652
"212","17167","Sangamon County, Illinois",83286,1670,71768,1737,735,335,62212,1994,8821,1233,11518,1452
"213","17179","Tazewell County, Illinois",53763,1362,45486,1651,595,286,41423,1754,3468,854,8277,1367
"214","17183","Vermilion County, Illinois",31338,1010,21405,1330,185,136,17984,1424,3236,877,9933,1166
"215","17197","Will County, Illinois",224012,2237,205718,2507,1550,541,187028,2795,17140,1928,18294,1785
"216","17199","Williamson County, Illinois",27211,1151,22150,1415,248,161,19433,1365,2469,585,5061,929
"217","17201","Winnebago County, Illinois",114034,1820,94585,2322,1091,477,80424,2409,13070,1660,19449,1610
"218","18003","Allen County, Indiana",138980,2149,119039,2704,819,339,101315,2893,16905,1791,19941,1880
"219","18005","Bartholomew County, Indiana",31827,819,25632,1246,242,194,21989,1238,3401,872,6195,1155
"220","18019","Clark County, Indiana",42686,1428,35023,1598,585,424,28732,1710,5706,1328,7663,1129
"221","18035","Delaware County, Indiana",45207,1427,39665,1562,230,182,32251,1730,7184,1027,5542,830
"222","18039","Elkhart County, Indiana",70636,1667,55940,2254,966,357,49010,2104,5964,1022,14696,2044
"223","18043","Floyd County, Indiana",29679,779,25115,960,285,222,21815,1213,3015,843,4564,731
"224","18053","Grant County, Indiana",25600,1309,19115,1295,285,215,16241,1174,2589,607,6485,1104
"225","18057","Hamilton County, Indiana",110844,1685,106326,1738,785,399,99694,2087,5847,1121,4518,928
"226","18059","Hancock County, Indiana",26700,1089,24236,1388,79,88,21460,1501,2697,928,2464,816
"227","18063","Hendricks County, Indiana",56010,1174,51838,1275,797,556,46212,1996,4829,1594,4172,762
"228","18067","Howard County, Indiana",34026,1327,28039,1502,347,252,24684,1504,3008,703,5987,1117
"229","18081","Johnson County, Indiana",53015,1563,48226,1707,394,238,41124,2055,6708,1323,4789,1124
"230","18085","Kosciusko County, Indiana",29741,1117,24268,1304,242,152,20057,1439,3969,745,5473,869
"231","18089","Lake County, Indiana",182108,2627,151581,3076,964,380,129721,3125,20896,1981,30527,2339
"232","18091","LaPorte County, Indiana",42068,1499,36187,1788,819,442,29699,1572,5669,1121,5881,1099
"233","18095","Madison County, Indiana",52650,1418,43090,1711,290,230,38481,1842,4319,991,9560,1305
"234","18097","Marion County, Indiana",360783,4564,298380,5038,1893,603,249216,4931,47271,3421,62403,3560
"235","18105","Monroe County, Indiana",54003,1920,49619,2198,112,134,41105,2357,8402,1596,4384,1081
"236","18109","Morgan County, Indiana",25255,954,21601,1255,349,230,16713,1246,4539,965,3654,797
"237","18127","Porter County, Indiana",61797,1509,55998,1735,875,476,49159,2073,5964,1345,5799,951
"238","18141","St. Joseph County, Indiana",101296,2154,83536,2596,781,360,70849,2531,11906,1379,17760,1715
"239","18157","Tippecanoe County, Indiana",65834,1928,58637,2132,355,236,49696,2574,8586,1421,7197,1171
"240","18163","Vanderburgh County, Indiana",73663,1876,62176,2271,396,245,53738,2271,8042,1509,11487,1727
"241","18167","Vigo County, Indiana",41395,1295,33294,1617,408,263,26701,1675,6185,1194,8101,1180
"242","18177","Wayne County, Indiana",26937,1074,21545,1323,418,252,16527,1189,4600,862,5392,797
"243","19013","Black Hawk County, Iowa",53204,1203,43444,1502,327,253,38436,1575,4681,896,9760,1179
"244","19049","Dallas County, Iowa",27718,781,25749,987,212,137,23935,1085,1602,603,1969,555
"245","19061","Dubuque County, Iowa",38824,699,33706,1005,417,221,30725,1044,2564,656,5118,786
"246","19103","Johnson County, Iowa",55574,1409,52170,1742,221,200,48963,1998,2986,755,3404,809
"247","19113","Linn County, Iowa",88216,1783,77893,2272,1265,671,68686,2511,7942,1673,10323,1432
"248","19153","Polk County, Iowa",179188,2407,161745,2934,1754,563,140645,3555,19346,2212,17443,1747
"249","19155","Pottawattamie County, Iowa",37321,971,30744,1222,457,229,26911,1247,3376,698,6577,1016
"250","19163","Scott County, Iowa",67822,978,56061,1738,877,477,48685,1782,6499,1152,11761,1563
"251","19169","Story County, Iowa",35880,1312,33872,1457,142,113,30516,1553,3214,809,2008,550
"252","19193","Woodbury County, Iowa",38898,903,31275,1181,434,250,26141,1356,4700,839,7623,1156
"253","20015","Butler County, Kansas",23088,1057,19959,1159,13,17,18042,1141,1904,600,3129,701
"254","20045","Douglas County, Kansas",45224,1267,41399,1470,267,282,36919,1587,4213,1317,3825,996
"255","20091","Johnson County, Kansas",220587,2124,207504,2616,298,196,195050,2822,12156,1703,13083,1834
"256","20103","Leavenworth County, Kansas",26305,996,23130,1196,182,141,20631,1402,2317,623,3175,687
"257","20161","Riley County, Kansas",26265,1296,24232,1272,76,131,21103,1244,3053,922,2033,789
"258","20173","Sedgwick County, Kansas",191636,2751,157706,3312,1190,423,137100,3191,19416,2185,33930,2828
"259","20177","Shawnee County, Kansas",70857,1573,59691,1641,617,256,51536,1506,7538,1191,11166,1110
"260","20209","Wyandotte County, Kansas",60106,1169,48186,1573,316,267,36542,1666,11328,1310,11920,1207
"261","21015","Boone County, Kentucky",44988,1125,41072,1484,300,179,38316,1441,2456,938,3916,957
"262","21029","Bullitt County, Kentucky",28682,764,24499,902,569,414,22336,870,1594,523,4183,700
"263","21037","Campbell County, Kentucky",35602,1151,30969,1369,1095,625,25726,1593,4148,854,4633,765
"264","21047","Christian County, Kentucky",25855,1106,20012,1312,36,61,15809,1290,4167,952,5843,1065
"265","21059","Daviess County, Kentucky",39638,1074,32839,1618,395,255,27595,1692,4849,1148,6799,1156
"266","21067","Fayette County, Kentucky",127412,1883,112572,2105,640,428,97659,2661,14273,1951,14840,1640
"267","21093","Hardin County, Kentucky",39314,1216,33844,1425,259,231,31053,1500,2532,741,5470,1118
"268","21111","Jefferson County, Kentucky",307676,3824,252245,4284,975,365,219942,4885,31328,2570,55431,2661
"269","21117","Kenton County, Kentucky",62900,1235,53519,1678,506,235,47131,1862,5882,1153,9381,1175
"270","21145","McCracken County, Kentucky",28659,886,22360,1261,119,119,19404,1471,2837,913,6299,998
"271","21151","Madison County, Kentucky",33257,1015,28585,1255,61,104,24167,1501,4357,1116,4672,874
"272","21195","Pike County, Kentucky",26477,977,20202,1183,0,185,17346,1241,2856,746,6275,882
"273","21227","Warren County, Kentucky",44846,1438,38088,1739,446,492,32112,1691,5530,1229,6758,1261
