"","GEOID","NAME","B28003_001E","B28003_001M","B28003_002E","B28003_002M","B28003_003E","B28003_003M","B28003_004E","B28003_004M","B28003_005E","B28003_005M","B28003_006E","B28003_006M"
"267","34011","Cumberland County, New Jersey",50696,1437,45896,1640,212,183,41133,1841,4551,1226,4800,837
"268","34013","Essex County, New Jersey",284928,2245,259607,3087,751,394,229429,3988,29427,2942,25321,2385
"269","34015","Gloucester County, New Jersey",105236,1734,98310,1916,487,349,91763,2524,6060,1424,6926,1251
"270","34017","Hudson County, New Jersey",251906,3272,233700,3525,247,172,218782,3738,14671,2233,18206,1900
"271","34019","Hunterdon County, New Jersey",45967,1264,43820,1421,140,168,42119,1549,1561,652,2147,750
"272","34021","Mercer County, New Jersey",128757,2083,118128,2479,224,226,104705,3115,13199,2232,10629,1356
"273","34023","Middlesex County, New Jersey",285446,2819,265755,3002,405,292,244149,3462,21201,2292,19691,1926
"274","34025","Monmouth County, New Jersey",235727,2611,221592,2869,526,248,211197,3051,9869,1679,14135,1763
"275","34027","Morris County, New Jersey",180854,2444,172559,2570,510,282,165333,3068,6716,1477,8295,1218
"276","34029","Ocean County, New Jersey",225847,3679,204650,3921,1119,403,187387,4075,16144,2177,21197,2188
"277","34031","Passaic County, New Jersey",168397,1897,152658,2498,39,64,142849,2641,9770,1545,15739,1801
"278","34033","Salem County, New Jersey",24801,922,21821,1135,152,116,19757,1105,1912,550,2980,730
"279","34035","Somerset County, New Jersey",114812,2105,109423,2338,343,286,105597,2511,3483,855,5389,1089
"280","34037","Sussex County, New Jersey",53396,1572,50707,1444,190,163,48453,1484,2064,617,2689,683
"281","34039","Union County, New Jersey",190138,1786,172676,2690,557,338,156877,2883,15242,2015,17462,1989
"282","34041","Warren County, New Jersey",41366,1163,38170,1417,236,204,36289,1539,1645,600,3196,872
"283","35001","Bernalillo County, New Mexico",264827,3114,242474,3815,1321,511,221230,4530,19923,2584,22353,2513
"284","35005","Chaves County, New Mexico",23002,1152,18597,1316,0,201,16151,1416,2446,709,4405,909
"285","35013","Doña Ana County, New Mexico",75441,2513,64842,3049,345,309,53073,3139,11424,2165,10599,1675
"286","35025","Lea County, New Mexico",22222,1083,19767,1209,0,201,17563,1336,2204,784,2455,720
"287","35031","McKinley County, New Mexico",21083,640,14588,820,422,483,9351,941,4815,780,6495,709
"288","35035","Otero County, New Mexico",23007,1488,20079,1518,73,96,18178,1646,1828,835,2928,959
"289","35043","Sandoval County, New Mexico",50873,1230,45857,1401,297,246,42238,1536,3322,928,5016,815
"290","35045","San Juan County, New Mexico",41071,1584,33478,1647,298,294,27352,1618,5828,879,7593,1222
"291","35049","Santa Fe County, New Mexico",60904,1872,53723,2023,404,422,49109,2164,4210,771,7181,1094
"292","35061","Valencia County, New Mexico",26359,1301,23316,1450,39,67,19097,1540,4180,1102,3043,980
"293","36001","Albany County, New York",124144,2156,112642,2279,303,220,103936,2740,8403,1791,11502,1570
"294","36005","Bronx County, New York",503985,3195,447009,4735,557,279,381521,5479,64931,4766,56976,4016
"295","36007","Broome County, New York",78604,2009,68547,2013,683,366,62392,2102,5472,1145,10057,1326
"296","36009","Cattaraugus County, New York",32360,1144,26935,1187,162,142,23359,1148,3414,647,5425,802
"297","36011","Cayuga County, New York",30870,994,26794,1109,119,95,24142,1314,2533,777,4076,747
"298","36013","Chautauqua County, New York",51985,2010,43739,1962,519,226,39769,1904,3451,710,8246,1219
"299","36015","Chemung County, New York",32247,1594,29630,1487,76,95,26887,1641,2667,735,2617,634
"300","36019","Clinton County, New York",31493,1193,28274,1313,124,148,25457,1482,2693,858,3219,738
"301","36027","Dutchess County, New York",106043,1981,97596,2329,187,112,93475,2380,3934,914,8447,1281
"302","36029","Erie County, New York",386396,4036,340086,4374,911,354,316342,4760,22833,2109,46310,2461
"303","36045","Jefferson County, New York",41548,1763,37923,1885,32,37,34964,2063,2927,882,3625,872
"304","36047","Kings County, New York",956223,5436,841541,7162,2046,646,764311,7962,75184,3797,114682,5242
"305","36051","Livingston County, New York",24725,1147,22743,1186,39,53,21448,1191,1256,560,1982,477
"306","36053","Madison County, New York",26024,1451,22709,1525,202,175,21257,1484,1250,475,3315,717
"307","01003","Baldwin County, Alabama",79120,2586,71177,2962,488,406,66656,2902,4033,1111,7943,1465
"308","01015","Calhoun County, Alabama",44507,1715,38263,1813,152,274,33954,2035,4157,1032,6244,1223
"309","01043","Cullman County, Alabama",30740,1568,25269,1562,39,64,21965,1654,3265,1012,5471,955
"310","01049","DeKalb County, Alabama",25848,1206,20964,1461,86,129,18710,1550,2168,750,4884,1106
"311","01051","Elmore County, Alabama",29176,1426,25090,1526,0,200,22551,1678,2539,952,4086,1293
"312","01055","Etowah County, Alabama",37091,1718,30595,1785,81,122,28045,1910,2469,730,6496,957
"313","01069","Houston County, Alabama",39106,969,32016,1137,227,140,29360,1191,2429,472,7090,659
"314","01073","Jefferson County, Alabama",259324,4069,229211,4429,553,431,208369,4404,20289,2483,30113,2270
"315","01077","Lauderdale County, Alabama",38215,1422,31980,1766,138,163,28531,1847,3311,874,6235,1216
"316","01081","Lee County, Alabama",58555,1892,53580,2067,0,200,48985,2214,4595,1156,4975,1094
"317","01083","Limestone County, Alabama",32816,1154,28659,1418,94,159,26556,1498,2009,624,4157,1103
"318","01089","Madison County, Alabama",147892,2670,136534,3152,303,231,127790,3508,8441,1518,11358,2035
"319","01095","Marshall County, Alabama",34083,1546,28966,1570,45,70,26971,1537,1950,579,5117,1038
"320","01097","Mobile County, Alabama",154683,2623,133862,3328,469,290,120052,3793,13341,1971,20821,2536
"321","01101","Montgomery County, Alabama",88554,2328,77828,2442,92,111,67686,2905,10050,1688,10726,1703
"322","01103","Morgan County, Alabama",45360,1666,39938,1991,170,204,35320,2040,4448,1043,5422,1243
"323","01115","St. Clair County, Alabama",33241,1228,28860,1513,703,543,25135,1920,3022,965,4381,1095
"324","01117","Shelby County, Alabama",78666,1740,74478,2043,82,97,70309,2211,4087,1152,4188,1313
"325","01121","Talladega County, Alabama",31759,1666,26818,1826,52,90,23387,1879,3379,1015,4941,925
"326","01125","Tuscaloosa County, Alabama",72243,2156,65263,2410,53,96,58556,2653,6654,1405,6980,1358
"327","01127","Walker County, Alabama",25231,1131,20830,1317,43,76,18447,1341,2340,673,4401,821
"328","02020","Anchorage Municipality, Alaska",107373,1962,102938,2149,180,185,96668,2741,6090,1679,4435,1182
"329","02090","Fairbanks North Star Borough, Alaska",35046,1911,33783,1931,124,193,29939,2231,3720,1319,1263,611
"330","02170","Matanuska-Susitna Borough, Alaska",29443,714,27521,815,240,137,25218,825,2063,461,1922,386
"331","04001","Apache County, Arizona",20550,889,12257,906,135,110,7947,802,4175,556,8293,745
"332","04003","Cochise County, Arizona",48939,2023,44467,1978,307,296,41272,1959,2888,837,4472,952
"333","04005","Coconino County, Arizona",47977,2031,43223,2269,169,178,35922,2340,7132,1368,4754,951
"334","04013","Maricopa County, Arizona",1536579,7831,1440463,9349,4309,807,1337751,8877,98403,5383,96116,4555
"335","04015","Mohave County, Arizona",87565,2751,76935,3268,1023,533,69397,3505,6515,1345,10630,1899
"336","04017","Navajo County, Arizona",36094,1644,28586,1411,173,144,23618,1406,4795,941,7508,1035
"337","04019","Pima County, Arizona",403574,3977,375184,4463,1336,493,349349,5261,24499,2859,28390,2360
"338","04021","Pinal County, Arizona",139097,3499,126228,3723,226,214,115469,3862,10533,1778,12869,2130
"339","04025","Yavapai County, Arizona",98369,2960,90199,3170,502,327,81514,3445,8183,2461,8170,1720
"340","04027","Yuma County, Arizona",74620,2261,65540,2558,54,88,60741,2642,4745,1017,9080,1438
"341","05007","Benton County, Arkansas",97134,1708,90658,2144,235,229,57030,2689,33393,2673,6476,1124
"342","05031","Craighead County, Arkansas",42115,1290,38255,1637,65,107,34953,1811,3237,843,3860,1009
"343","05045","Faulkner County, Arkansas",44870,1319,39948,1290,72,106,34850,1676,5026,1138,4922,1049
"344","05051","Garland County, Arkansas",38594,1792,33835,1888,270,328,29442,2117,4123,1194,4759,1319
"345","05069","Jefferson County, Arkansas",26537,1657,21874,1748,29,51,15895,1652,5950,1145,4663,881
"346","05085","Lonoke County, Arkansas",27121,809,24536,1073,0,201,22214,1078,2322,808,2585,802
"347","05119","Pulaski County, Arkansas",156546,2979,138981,3450,151,136,123296,4158,15534,2693,17565,2058
"348","05125","Saline County, Arkansas",44420,1474,40269,1798,0,201,37437,1847,2832,802,4151,969
"349","05131","Sebastian County, Arkansas",50734,1807,44642,2150,25,33,39534,2087,5083,1430,6092,1328
"350","05143","Washington County, Arkansas",85290,2391,79772,2513,306,373,70935,2558,8531,1679,5518,1455
"351","05145","White County, Arkansas",29067,1396,25882,1441,49,83,22988,1475,2845,945,3185,828
"352","06001","Alameda County, California",573589,3461,543674,4399,1234,486,514194,5028,28246,2884,29915,2573
"353","06007","Butte County, California",88797,2187,83379,2283,406,281,77970,2419,5003,1128,5418,1122
"354","06013","Contra Costa County, California",392046,2369,373449,3516,457,301,359825,3918,13167,1623,18597,2348
"355","06017","El Dorado County, California",69368,2127,65654,2320,208,221,58824,2319,6622,1620,3714,1147
"356","06019","Fresno County, California",305819,2635,275225,3440,720,357,248319,3986,26186,2430,30594,2353
"357","06023","Humboldt County, California",53446,1854,49106,2025,100,162,44979,2255,4027,1089,4340,898
"358","06025","Imperial County, California",44478,1682,38376,1849,313,236,34408,1818,3655,1061,6102,1200
"359","06029","Kern County, California",269147,3367,237398,3874,911,466,212336,4337,24151,3278,31749,3397
"360","06031","Kings County, California",43029,1015,39891,1260,47,78,34638,1684,5206,1293,3138,741
"361","06033","Lake County, California",27399,1363,23258,1776,81,136,20878,1725,2299,848,4141,1206
"362","06037","Los Angeles County, California",3311231,8549,3066097,10221,7306,1387,2808968,10329,249823,7110,245134,7582
"363","06039","Madera County, California",46282,1219,42219,1437,166,177,36952,1665,5101,1485,4063,1235
"364","06041","Marin County, California",104219,2062,99140,2471,171,166,94267,2539,4702,1145,5079,1202
"365","06045","Mendocino County, California",32599,1509,28011,1799,81,66,26076,1826,1854,654,4588,1118
"366","06047","Merced County, California",80969,1208,74361,1759,112,139,68863,2339,5386,1346,6608,1280
"367","06053","Monterey County, California",125518,2011,115731,2202,289,240,109419,2558,6023,1180,9787,1491
"368","06055","Napa County, California",47848,1322,44924,1457,205,168,42296,1621,2423,675,2924,705
"369","06057","Nevada County, California",41638,1685,38815,1771,154,150,35570,1914,3091,1150,2823,890
"370","06059","Orange County, California",1037312,5286,991949,6240,1966,572,944942,7165,45041,3162,45363,3316
"371","06061","Placer County, California",143659,1895,135619,2160,347,238,126328,2548,8944,1547,8040,1309
"372","06065","Riverside County, California",718733,5454,669548,6247,1716,681,624708,7038,43124,3675,49185,3779
"373","06067","Sacramento County, California",543250,3675,513097,4077,1689,627,482385,4633,29023,2701,30153,2633
"374","06071","San Bernardino County, California",626223,4247,591159,4909,1201,469,538421,4684,51537,3620,35064,2612
"375","06073","San Diego County, California",1126419,6245,1077338,7643,2770,734,1015841,7968,58727,3742,49081,3471
"376","06075","San Francisco County, California",360323,4331,335295,4738,680,410,314800,5074,19815,2536,25028,2290
"377","06077","San Joaquin County, California",226624,2501,207893,2804,362,233,188986,3215,18545,2307,18731,2291
"378","06079","San Luis Obispo County, California",104544,2839,99380,3010,339,252,92925,3373,6116,1192,5164,1335
"379","06081","San Mateo County, California",264185,2424,251857,2673,463,338,239202,2721,12192,1858,12328,1735
"380","06083","Santa Barbara County, California",147466,1981,138087,2331,656,411,129193,2377,8238,1429,9379,1646
"381","06085","Santa Clara County, California",633811,3358,610051,3789,1154,441,582513,4899,26384,3075,23760,2353
"382","06087","Santa Cruz County, California",95940,2122,88927,2482,146,148,83999,2521,4782,1137,7013,1437
"383","06089","Shasta County, California",71968,1295,66062,1589,145,106,59986,1994,5931,1122,5906,1103
"384","06095","Solano County, California",151127,1649,142776,2073,451,263,137146,2376,5179,1175,8351,1573
"385","06097","Sonoma County, California",188829,2691,178187,3265,347,196,167704,3335,10136,1858,10642,1562
"386","06099","Stanislaus County, California",173573,1630,159925,2585,736,375,149048,2743,10141,1552,13648,1835
"387","06101","Sutter County, California",31945,907,28147,1315,46,71,26155,1207,1946,763,3798,856
"388","06107","Tulare County, California",137576,1924,123935,2328,235,151,106577,2708,17123,2074,13641,1637
"389","06111","Ventura County, California",272085,2513,254928,3349,576,293,243113,3489,11239,1860,17157,1992
"390","06113","Yolo County, California",73495,1504,68585,1873,63,106,64949,2001,3573,1117,4910,1226
"391","06115","Yuba County, California",26228,907,24171,1127,140,153,22510,1118,1521,571,2057,697
"392","08001","Adams County, Colorado",165730,1819,155697,2303,347,258,140937,2956,14413,2009,10033,1593
"393","08005","Arapahoe County, Colorado",240774,2112,230494,2292,663,494,217376,2412,12455,2044,10280,1218
"394","08013","Boulder County, Colorado",128497,1759,123993,1984,478,274,116972,2190,6543,1487,4504,1140
"395","08014","Broomfield County, Colorado",27665,629,26614,766,38,68,25842,834,734,367,1051,476
"396","08031","Denver County, Colorado",296938,2993,277631,3564,831,410,258429,4070,18371,2465,19307,2313
"397","08035","Douglas County, Colorado",119151,1850,116842,2011,144,133,114316,2105,2382,726,2309,770
"398","08041","El Paso County, Colorado",258158,2406,245915,3201,760,300,234282,3320,10873,1836,12243,1883
"399","08059","Jefferson County, Colorado",231651,1904,222400,2528,1030,437,210424,2818,10946,1960,9251,1563
"400","08069","Larimer County, Colorado",134709,2471,129718,2744,394,237,120042,2997,9282,1549,4991,1117
"401","08077","Mesa County, Colorado",61763,1535,56650,1734,885,409,52967,1687,2798,803,5113,1055
"402","08101","Pueblo County, Colorado",65098,1367,56801,1668,270,175,50519,1764,6012,1310,8297,1144
"403","08123","Weld County, Colorado",104611,1323,98444,1604,568,281,87520,1912,10356,1625,6167,1237
"404","09001","Fairfield County, Connecticut",336433,3586,311863,3845,1018,366,294087,4294,16758,1968,24570,2257
"405","09003","Hartford County, Connecticut",347565,3228,312790,4509,1030,438,288265,4183,23495,2568,34775,2936
"406","09005","Litchfield County, Connecticut",73709,1790,67887,2032,184,158,64834,2040,2869,783,5822,1231
"407","09007","Middlesex County, Connecticut",67227,1912,62711,1967,0,207,57070,2341,5641,1398,4516,920
"408","09009","New Haven County, Connecticut",324837,3662,288524,4103,1560,616,264675,4653,22289,2503,36313,3115
"409","09011","New London County, Connecticut",107229,2683,97383,2765,406,267,93528,2632,3449,940,9846,1498
"410","09013","Tolland County, Connecticut",55939,1391,52955,1584,189,220,50386,1786,2380,864,2984,829
"411","09015","Windham County, Connecticut",43823,1624,39381,1614,285,210,36561,1674,2535,874,4442,960
"412","10001","Kent County, Delaware",63807,1705,59027,1963,106,120,55265,2103,3656,1191,4780,1110
"413","10003","New Castle County, Delaware",206101,2034,195146,2735,551,272,179308,3260,15287,1600,10955,1395
"414","10005","Sussex County, Delaware",88029,2693,78197,2989,211,158,71874,2965,6112,1217,9832,1673
"415","11001","District of Columbia, District of Columbia",281475,3302,258760,3943,232,234,230971,4087,27557,2533,22715,2110
"416","12001","Alachua County, Florida",97714,2507,91117,2543,405,229,84283,2559,6429,1198,6597,1315
"417","12005","Bay County, Florida",70600,2581,65614,2841,87,149,62048,3041,3479,880,4986,1134
"418","12009","Brevard County, Florida",228385,4217,210247,4966,661,460,198834,5161,10752,2056,18138,2682
"419","12011","Broward County, Florida",685559,5668,639906,6152,834,417,574037,7363,65035,4487,45653,3303
"420","12015","Charlotte County, Florida",76056,2864,67912,2986,447,312,62715,3009,4750,1232,8144,1331
"421","12017","Citrus County, Florida",61290,2602,55714,2481,256,218,50739,2583,4719,1315,5576,1188
"422","12019","Clay County, Florida",73136,2128,70117,2199,142,208,68031,2192,1944,582,3019,882
"423","12021","Collier County, Florida",144354,4069,133979,3811,651,465,121836,3944,11492,2186,10375,2082
"424","12023","Columbia County, Florida",24335,1258,21963,1350,78,119,18580,1595,3305,863,2372,862
"425","12031","Duval County, Florida",359607,3522,323989,4759,368,186,293755,5644,29866,3158,35618,2946
"426","12033","Escambia County, Florida",122406,2545,112546,3160,0,226,101851,3302,10695,1772,9860,1787
"427","12035","Flagler County, Florida",42370,1682,38142,1845,61,102,30479,2044,7602,1617,4228,1101
"428","12053","Hernando County, Florida",74110,2274,67103,2441,459,328,61551,2454,5093,1251,7007,1218
"429","12055","Highlands County, Florida",42948,2328,35067,2985,214,204,32561,2939,2292,738,7881,1515
"430","12057","Hillsborough County, Florida",521609,4747,493769,5311,823,402,459557,5982,33389,2896,27840,2446
"431","12061","Indian River County, Florida",58044,2623,50620,2848,109,179,47073,2655,3438,1173,7424,1440
"432","12069","Lake County, Florida",136255,2937,125568,3387,329,256,118259,3245,6980,1375,10687,1928
"433","12071","Lee County, Florida",266266,6274,249205,6169,1023,459,230906,6133,17276,1890,17061,2496
"434","12073","Leon County, Florida",115193,2769,110378,3026,350,216,102360,3148,7668,1643,4815,1034
"435","12081","Manatee County, Florida",144329,3150,133794,3242,355,305,121995,3606,11444,1874,10535,1877
"436","12083","Marion County, Florida",140620,3633,123382,3992,456,270,114041,4629,8885,2120,17238,2159
"437","12085","Martin County, Florida",62496,2324,58098,2481,115,192,54186,2635,3797,888,4398,1158
"438","12086","Miami-Dade County, Florida",872495,7390,793492,7406,1041,443,664621,8036,127830,5418,79003,4276
"439","12087","Monroe County, Florida",31285,1883,29149,1902,0,226,26331,1781,2818,964,2136,777
"440","12089","Nassau County, Florida",31837,1587,30326,1485,102,125,28966,1483,1258,566,1511,587
"441","12091","Okaloosa County, Florida",79011,2074,73123,2224,258,213,66552,2312,6313,1464,5888,971
"442","12095","Orange County, Florida",460602,5613,437869,6102,445,295,395156,7006,42268,3714,22733,2901
"443","12097","Osceola County, Florida",102385,4041,95329,3784,0,226,86662,3959,8667,1991,7056,1679
"444","12099","Palm Beach County, Florida",547824,6969,504971,6733,668,348,462259,6813,42044,3505,42853,3202
"445","12101","Pasco County, Florida",207993,3164,190747,3523,489,316,172344,4013,17914,2078,17246,2054
"446","12103","Pinellas County, Florida",405807,5631,368306,6036,819,431,331324,5800,36163,3512,37501,2990
"447","12105","Polk County, Florida",233058,4313,206797,4325,521,320,149694,4726,56582,4593,26261,2386
"448","12107","Putnam County, Florida",29444,1564,24550,1581,126,132,20493,1677,3931,1120,4894,1037
"449","12109","St. Johns County, Florida",87096,2888,81615,3044,513,508,73518,3088,7584,2247,5481,1490
"450","12111","St. Lucie County, Florida",114043,3131,105089,3950,243,346,97927,4289,6919,1650,8954,2013
"451","12113","Santa Rosa County, Florida",62216,2354,59320,2454,201,196,55130,2681,3989,1409,2896,977
"452","12115","Sarasota County, Florida",184614,4152,168164,4956,769,365,154346,5056,13049,2128,16450,2372
"453","12117","Seminole County, Florida",176017,2709,168196,2781,93,110,159052,3152,9051,1888,7821,1198
"454","12119","Sumter County, Florida",55097,2776,51158,2894,485,430,46453,2759,4220,1190,3939,1579
"455","12127","Volusia County, Florida",217632,3372,199052,3565,519,337,170725,4421,27808,3329,18580,2070
"456","12131","Walton County, Florida",29463,2421,27137,2371,266,401,24622,2329,2249,957,2326,792
"457","13013","Barrow County, Georgia",26893,625,23932,863,0,224,22322,1092,1610,575,2961,713
"458","13015","Bartow County, Georgia",38765,1030,35841,1499,46,80,30271,2002,5524,1619,2924,1047
"459","13021","Bibb County, Georgia",56272,1770,50108,1940,135,116,42200,2237,7773,1514,6164,932
"460","13031","Bulloch County, Georgia",27802,1615,25711,1771,69,86,22718,1759,2924,917,2091,887
"461","13045","Carroll County, Georgia",42897,1114,38685,1564,262,362,34478,2105,3945,1591,4212,1076
"462","13047","Catoosa County, Georgia",25153,967,22815,1208,64,108,20722,1498,2029,988,2338,618
"463","13051","Chatham County, Georgia",107754,2203,99953,2481,306,401,92326,2527,7321,1304,7801,1180
"464","13057","Cherokee County, Georgia",89510,1418,86555,1631,297,256,82354,2015,3904,1263,2955,798
"465","13059","Clarke County, Georgia",48257,1617,46002,1692,0,224,42498,1831,3504,1126,2255,684
"466","13063","Clayton County, Georgia",94199,2084,87597,2515,0,224,74661,2681,12936,2205,6602,1285
"467","13067","Cobb County, Georgia",277609,3623,268883,3910,418,293,254139,4545,14326,2387,8726,1494
"468","13073","Columbia County, Georgia",43990,2227,40898,2272,129,153,37639,2120,3130,1065,3092,1141
"469","13077","Coweta County, Georgia",52796,998,49760,1157,34,59,45416,1675,4310,1296,3036,974
"470","13089","DeKalb County, Georgia",278249,3395,261390,4155,74,94,243349,4821,17967,2643,16859,2372
"471","13095","Dougherty County, Georgia",34179,1340,29845,1490,0,224,25336,1497,4509,1158,4334,850
"472","13097","Douglas County, Georgia",49962,1073,47396,1338,0,224,40410,1920,6986,1681,2566,848
"473","13113","Fayette County, Georgia",40484,851,38586,1117,0,224,36788,1244,1798,874,1898,780
"474","13115","Floyd County, Georgia",36927,1233,32675,1316,0,224,29358,1425,3317,1092,4252,999
"475","13117","Forsyth County, Georgia",78299,925,76153,1132,42,69,73896,1486,2215,862,2146,719
"476","13121","Fulton County, Georgia",410408,5779,382775,6255,342,259,357865,6499,24568,3598,27633,2705
"477","13127","Glynn County, Georgia",34380,1833,29595,1906,58,99,27167,2043,2370,901,4785,1103
"478","13135","Gwinnett County, Georgia",292679,3132,281633,3294,361,299,261260,4316,20012,3417,11046,1962
"479","13139","Hall County, Georgia",62164,1853,57031,2094,49,81,53854,1995,3128,841,5133,1164
"480","13151","Henry County, Georgia",77170,1577,73116,2036,0,224,69734,2345,3382,1232,4054,1067
"481","13153","Houston County, Georgia",56860,2116,53092,2231,0,224,48822,2342,4270,1260,3768,926
"482","13157","Jackson County, Georgia",23785,852,21332,1022,135,160,20228,1102,969,492,2453,775
"483","13185","Lowndes County, Georgia",41585,1515,35829,1708,117,134,22008,1938,13704,1912,5756,1098
"484","13215","Muscogee County, Georgia",70306,1831,61483,1926,330,265,52898,2021,8255,1538,8823,1219
"485","13217","Newton County, Georgia",37519,850,33712,1205,0,224,30786,1454,2926,1151,3807,1044
"486","13223","Paulding County, Georgia",52707,1442,48829,1845,149,183,43286,2231,5394,1368,3878,1104
"487","13245","Richmond County, Georgia",71411,2564,61940,2963,174,176,54652,3040,7114,1386,9471,1557
"488","13247","Rockdale County, Georgia",29849,1103,28365,1237,0,224,24730,1667,3635,1283,1484,623
"489","13255","Spalding County, Georgia",25151,997,20800,1562,0,224,16652,1611,4148,1414,4351,1271
"490","13285","Troup County, Georgia",24716,1176,19947,1485,35,64,16285,1440,3627,991,4769,1139
"491","13295","Walker County, Georgia",26270,1292,22736,1704,0,224,21287,1583,1449,651,3534,1155
"492","13297","Walton County, Georgia",31114,1089,29044,1224,0,224,23975,1345,5069,1284,2070,698
"493","13313","Whitfield County, Georgia",35824,1363,30840,1736,129,141,28627,1753,2084,719,4984,1077
"494","15001","Hawaii County, Hawaii",68857,2122,60747,2418,320,220,51724,2426,8703,1363,8110,1340
"495","15003","Honolulu County, Hawaii",312625,3402,288365,4085,646,303,268549,4487,19170,2726,24260,2568
"496","15007","Kauai County, Hawaii",22980,1082,20440,1128,113,132,18609,1252,1718,556,2540,528
"497","15009","Maui County, Hawaii",53560,1854,48704,2005,163,170,45809,2142,2732,903,4856,1172
"498","16001","Ada County, Idaho",171009,2623,154413,3899,629,377,140609,3881,13175,2722,16596,2685
"499","16005","Bannock County, Idaho",31384,910,29369,1164,243,245,26213,1161,2913,901,2015,624
"500","16019","Bonneville County, Idaho",41118,725,38453,1029,164,119,34739,1272,3550,991,2665,769
"501","16027","Canyon County, Idaho",72684,1211,65448,2020,696,443,58699,2091,6053,1401,7236,1428
"502","16055","Kootenai County, Idaho",60383,1911,56545,2277,290,258,51424,2470,4831,1431,3838,1231
"503","16083","Twin Falls County, Idaho",30845,1022,28884,1084,136,131,25550,1298,3198,1001,1961,601
"504","17001","Adams County, Illinois",27160,805,23824,1011,137,121,21644,1026,2043,743,3336,785
"505","17019","Champaign County, Illinois",83080,2094,78489,2386,46,81,69734,2540,8709,1612,4591,1080
"506","17031","Cook County, Illinois",1948373,8743,1749106,9263,4472,876,1577679,11623,166955,7538,199267,5835
"507","17037","DeKalb County, Illinois",38324,1032,35235,1223,16,28,32464,1278,2755,700,3089,813
"508","17043","DuPage County, Illinois",341845,2595,320241,3195,1036,362,309282,3509,9923,1478,21604,1759
"509","17089","Kane County, Illinois",180787,2077,170523,2511,603,365,160369,2763,9551,2122,10264,1552
"510","17091","Kankakee County, Illinois",39628,1191,33810,1400,79,95,30524,1466,3207,803,5818,1028
"511","17093","Kendall County, Illinois",40930,889,38985,1505,118,218,37134,1808,1733,1045,1945,1231
"512","17097","Lake County, Illinois",247720,2414,233663,3059,429,269,223505,3344,9729,1553,14057,1917
"513","17099","LaSalle County, Illinois",44625,1200,40207,1317,9,15,37920,1274,2278,634,4418,782
"514","17111","McHenry County, Illinois",112193,1712,107899,1903,242,215,105100,2048,2557,773,4294,1007
"515","17113","McLean County, Illinois",65146,1738,61066,1888,343,249,54353,2116,6370,1346,4080,842
"516","17115","Macon County, Illinois",42977,1505,38272,1620,42,71,34512,1563,3718,955,4705,825
"517","17119","Madison County, Illinois",107212,1923,94788,2550,224,194,87780,2689,6784,1339,12424,1523
"518","17143","Peoria County, Illinois",71371,1961,63035,2069,116,136,55199,2116,7720,1431,8336,1228
"519","17161","Rock Island County, Illinois",60438,1471,53616,1995,203,179,49043,2123,4370,1056,6822,1098
"520","17163","St. Clair County, Illinois",102793,2202,90706,2647,1068,594,80665,2914,8973,1835,12087,1689
"521","17167","Sangamon County, Illinois",84583,1744,76340,1854,109,121,68180,2282,8051,1442,8243,1255
"522","17179","Tazewell County, Illinois",54253,1483,48837,1659,54,53,44581,2009,4202,1051,5416,950
"523","17183","Vermilion County, Illinois",30241,1213,25086,1536,199,143,22396,1558,2491,744,5155,909
"524","17197","Will County, Illinois",228366,2621,215346,3084,434,233,204145,3494,10767,1690,13020,1651
"525","17199","Williamson County, Illinois",26845,1315,22013,1566,102,103,20780,1605,1131,430,4832,1068
"526","17201","Winnebago County, Illinois",113789,2013,103931,2328,381,212,95087,2608,8463,1389,9858,1284
"527","18003","Allen County, Indiana",143105,2368,131434,2783,487,290,122113,3189,8834,1252,11671,1633
"528","18005","Bartholomew County, Indiana",31498,1173,28098,1323,535,406,24859,1543,2704,811,3400,847
"529","18011","Boone County, Indiana",25699,744,23530,958,45,37,22189,984,1296,664,2169,672
"530","18019","Clark County, Indiana",44957,1396,40272,1667,71,86,33242,1813,6959,1602,4685,945
"531","18035","Delaware County, Indiana",46588,1453,41429,1634,196,214,36447,1687,4786,905,5159,978
"532","18039","Elkhart County, Indiana",73363,1396,64762,1521,606,439,59985,1740,4171,1079,8601,1162
"533","18043","Floyd County, Indiana",28614,1058,25338,1178,43,79,21906,1376,3389,997,3276,663
"534","18053","Grant County, Indiana",25878,1360,22819,1356,303,293,17515,1478,5001,1013,3059,816
"535","18057","Hamilton County, Indiana",118666,2268,115545,2437,318,245,112953,2594,2274,854,3121,860
"536","18059","Hancock County, Indiana",29239,511,27278,957,156,244,24798,1167,2324,983,1961,796
"537","18063","Hendricks County, Indiana",58285,1380,55320,1727,36,61,52276,2113,3008,1176,2965,896
"538","18067","Howard County, Indiana",34243,1399,29990,1613,187,134,26405,1672,3398,1054,4253,846
"539","18081","Johnson County, Indiana",58648,1070,55083,1428,48,81,51362,1913,3673,1198,3565,989
"540","18085","Kosciusko County, Indiana",30000,1395,27553,1454,53,57,24954,1476,2546,729,2447,709
"541","18089","Lake County, Indiana",184206,2966,162515,3411,646,499,146607,3702,15262,2115,21691,2149
"542","18091","LaPorte County, Indiana",42385,1508,37367,1665,129,148,33533,1793,3705,1145,5018,941
"543","18095","Madison County, Indiana",50751,1478,44213,1746,102,97,38484,1763,5627,1089,6538,1071
