"","GEOID","NAME","B28003_001E","B28003_001M","B28003_002E","B28003_002M","B28003_003E","B28003_003M","B28003_004E","B28003_004M","B28003_005E","B28003_005M","B28003_006E","B28003_006M"
"276","21151","Madison County, Kentucky",34270,1339,31867,1693,52,86,29112,1685,2703,911,2403,879
"277","21185","Oldham County, Kentucky",20761,704,19956,768,0,201,19075,850,881,420,805,386
"278","21227","Warren County, Kentucky",50489,1542,46980,1757,281,240,44779,1829,1920,715,3509,1181
"279","22005","Ascension Parish, Louisiana",44267,1708,41550,2119,0,224,39018,2347,2532,1173,2717,1171
"280","22015","Bossier Parish, Louisiana",49735,2024,46561,2223,127,162,35516,2312,10918,1935,3174,924
"281","22017","Caddo Parish, Louisiana",92589,2930,80929,3223,118,141,65819,3205,14992,2310,11660,1908
"282","22019","Calcasieu Parish, Louisiana",77232,2497,70046,2693,47,75,62594,3219,7405,1776,7186,1347
"283","22033","East Baton Rouge Parish, Louisiana",161536,4003,151297,4235,392,317,140880,4512,10025,1716,10239,1899
"284","22045","Iberia Parish, Louisiana",26185,1465,22574,1743,78,139,21293,1844,1203,688,3611,977
"285","22051","Jefferson Parish, Louisiana",171991,2177,157864,2765,0,224,144391,3567,13473,2324,14127,2330
"286","22055","Lafayette Parish, Louisiana",94490,2243,87186,2704,171,277,83244,2777,3771,1404,7304,1723
"287","22057","Lafourche Parish, Louisiana",36759,1475,31796,1881,23,42,28777,1984,2996,1107,4963,1173
"288","22063","Livingston Parish, Louisiana",47014,2544,44331,2980,0,224,37639,3234,6692,1967,2683,1156
"289","22071","Orleans Parish, Louisiana",151753,2527,136923,2721,41,69,118010,3300,18872,2323,14830,1477
"290","22073","Ouachita Parish, Louisiana",57835,2302,48982,2541,149,208,44270,2627,4563,1166,8853,1666
"291","22079","Rapides Parish, Louisiana",48975,1955,42346,1876,9,14,38310,2076,4027,1160,6629,1393
"292","22097","St. Landry Parish, Louisiana",30441,1365,23083,1685,20,39,17136,1624,5927,1404,7358,1525
"293","22103","St. Tammany Parish, Louisiana",94988,2737,89410,2731,132,181,83339,3049,5939,1687,5578,1278
"294","22105","Tangipahoa Parish, Louisiana",46526,2273,42415,2386,0,224,38184,2400,4231,1464,4111,1143
"295","22109","Terrebonne Parish, Louisiana",40173,1553,35947,1906,0,224,32991,1952,2956,1172,4226,1024
"296","23001","Androscoggin County, Maine",45924,1374,42583,1559,43,73,39694,1735,2846,994,3341,929
"297","23003","Aroostook County, Maine",30197,1212,25877,1320,76,112,20570,1350,5231,1109,4320,859
"298","23005","Cumberland County, Maine",124925,2563,117587,2902,572,358,110151,3270,6864,1366,7338,1592
"299","23011","Kennebec County, Maine",54480,1522,49990,1597,146,114,46444,1717,3400,1104,4490,935
"300","23019","Penobscot County, Maine",64096,1680,58627,1927,218,137,52861,2263,5548,1369,5469,1074
"301","23031","York County, Maine",86227,2684,80855,2884,442,409,74877,3045,5536,1453,5372,1238
"302","24001","Allegany County, Maryland",26549,1492,22339,1518,95,120,20678,1605,1566,537,4210,738
"303","24003","Anne Arundel County, Maryland",216200,2680,208744,3341,106,125,201076,3889,7562,1934,7456,1762
"304","24005","Baltimore County, Maryland",312466,3553,291446,4303,369,229,273014,4605,18063,2875,21020,2780
"305","24009","Calvert County, Maryland",32780,1120,31637,1204,0,210,30241,1387,1396,683,1143,523
"306","24013","Carroll County, Maryland",60617,1215,56858,1371,262,176,53234,1428,3362,883,3759,703
"307","24015","Cecil County, Maryland",38547,1614,36188,1666,0,210,34357,1731,1831,811,2359,813
"308","24017","Charles County, Maryland",57732,1218,54231,1485,34,60,52025,1614,2172,977,3501,951
"309","24021","Frederick County, Maryland",93768,1685,89206,1727,58,97,85403,1893,3745,970,4562,1004
"310","24025","Harford County, Maryland",96203,1592,92337,1604,251,235,88469,1867,3617,897,3866,839
"311","24027","Howard County, Maryland",115772,2010,111999,2193,42,73,108173,2160,3784,1078,3773,1195
"312","24031","Montgomery County, Maryland",368897,3465,360014,3575,312,252,342658,4332,17044,3006,8883,1828
"313","24033","Prince George's County, Maryland",316361,2616,302533,2877,202,189,279864,3999,22467,2932,13828,2031
"314","24037","St. Mary's County, Maryland",40320,1645,37121,1862,0,210,34356,1935,2765,1140,3199,1074
"315","24043","Washington County, Maryland",56225,1753,51479,1825,147,157,46700,2056,4632,1118,4746,880
"316","24045","Wicomico County, Maryland",38088,1669,34861,1761,0,210,32688,1942,2173,811,3227,710
"317","24510","Baltimore city, Maryland",242694,3666,215019,4671,186,129,188620,5009,26213,2766,27675,2981
"318","25001","Barnstable County, Massachusetts",96509,3685,92340,3658,96,114,88098,3805,4146,1222,4169,867
"319","25003","Berkshire County, Massachusetts",53792,1705,48849,1686,36,37,45942,1710,2871,816,4943,1093
"320","25005","Bristol County, Massachusetts",220528,2392,198367,2876,307,264,184571,3233,13489,1932,22161,2088
"321","25009","Essex County, Massachusetts",297898,2897,279031,3701,584,309,258946,4265,19501,2710,18867,2555
"322","25011","Franklin County, Massachusetts",30927,954,28373,1025,187,150,25503,1297,2683,865,2554,604
"323","25013","Hampden County, Massachusetts",179970,2207,161125,2820,232,168,144926,3114,15967,2218,18845,2371
"324","25015","Hampshire County, Massachusetts",60002,1623,57143,1767,78,121,52706,1900,4359,1145,2859,753
"325","25017","Middlesex County, Massachusetts",612366,4465,579271,5048,1084,500,559973,5149,18214,2525,33095,3296
"326","25021","Norfolk County, Massachusetts",269717,2770,257856,3051,583,374,246273,3438,11000,2280,11861,1865
"327","25023","Plymouth County, Massachusetts",191041,3246,181371,3329,282,263,171002,3877,10087,1986,9670,1603
"328","25025","Suffolk County, Massachusetts",309945,4119,287024,4807,355,277,268564,5342,18105,2117,22921,2617
"329","25027","Worcester County, Massachusetts",316162,2896,295632,3526,835,392,278470,4313,16327,2573,20530,2054
"330","26005","Allegan County, Michigan",43667,1438,39437,1774,40,52,36938,1755,2459,705,4230,1066
"331","26017","Bay County, Michigan",44887,1117,41281,1318,250,185,39209,1445,1822,498,3606,928
"332","26021","Berrien County, Michigan",61809,2093,55401,2124,247,132,45276,2212,9878,1687,6408,1254
"333","26025","Calhoun County, Michigan",53827,1840,47978,2024,93,96,45238,2101,2647,685,5849,980
"334","26037","Clinton County, Michigan",30070,692,28093,903,57,71,25982,962,2054,532,1977,535
"335","26045","Eaton County, Michigan",44420,1034,41265,1180,43,46,38151,1271,3071,797,3155,681
"336","26049","Genesee County, Michigan",169247,2251,153970,2987,265,164,138545,3211,15160,2138,15277,1878
"337","26055","Grand Traverse County, Michigan",37408,1903,35087,2088,206,244,33334,1954,1547,612,2321,824
"338","26065","Ingham County, Michigan",114534,1819,107962,2092,175,158,99777,2319,8010,1390,6572,1123
"339","26073","Isabella County, Michigan",24690,969,23090,983,74,74,20122,1025,2894,695,1600,320
"340","26075","Jackson County, Michigan",61403,1713,54849,2036,340,231,51653,2185,2856,749,6554,1254
"341","26077","Kalamazoo County, Michigan",103196,2059,97298,2426,268,213,90553,2578,6477,1315,5898,1191
"342","26081","Kent County, Michigan",245437,2516,230582,3303,626,447,215091,4049,14865,2191,14855,2015
"343","26087","Lapeer County, Michigan",33902,1026,31891,1082,64,80,29078,1182,2749,747,2011,539
"344","26091","Lenawee County, Michigan",38499,1322,35610,1416,131,113,32168,1590,3311,812,2889,732
"345","26093","Livingston County, Michigan",73502,1213,69579,1443,238,159,64683,1782,4658,1232,3923,983
"346","26099","Macomb County, Michigan",351666,2850,330365,3237,594,399,315562,3499,14209,1857,21301,2240
"347","26103","Marquette County, Michigan",27981,1092,25875,1144,11,19,22740,1134,3124,873,2106,506
"348","26111","Midland County, Michigan",34350,934,31805,984,481,372,29349,1201,1975,583,2545,704
"349","26115","Monroe County, Michigan",60875,1293,56347,1748,130,135,50399,1968,5818,1495,4528,1148
"350","26121","Muskegon County, Michigan",66148,1782,57732,2175,190,159,52644,2293,4898,1019,8416,1406
"351","26125","Oakland County, Michigan",508464,3628,485531,4185,543,268,466175,4780,18813,1882,22933,2094
"352","26139","Ottawa County, Michigan",105004,1614,99721,1918,318,278,91877,2359,7526,1433,5283,968
"353","26145","Saginaw County, Michigan",79050,2036,71206,2257,194,170,66210,2376,4802,981,7844,1316
"354","26147","St. Clair County, Michigan",63806,1836,58308,2002,206,131,53874,1891,4228,950,5498,914
"355","26155","Shiawassee County, Michigan",26830,976,24000,1069,101,82,21124,1102,2775,838,2830,608
"356","26159","Van Buren County, Michigan",30974,1335,28814,1370,113,146,25991,1446,2710,772,2160,643
"357","26161","Washtenaw County, Michigan",141680,2021,137260,2356,64,81,130002,2631,7194,1333,4420,944
"358","26163","Wayne County, Michigan",689270,6025,626749,6478,1770,659,558903,7669,66076,4539,62521,3804
"359","27003","Anoka County, Minnesota",131858,1128,126816,1540,226,129,120923,1668,5667,1064,5042,1060
"360","27013","Blue Earth County, Minnesota",26461,1018,24961,1147,143,96,22974,1222,1844,601,1500,540
"361","27019","Carver County, Minnesota",38860,520,36948,876,32,39,35631,938,1285,526,1912,602
"362","27035","Crow Wing County, Minnesota",28012,1060,25894,1103,141,80,22856,1272,2897,812,2118,594
"363","27037","Dakota County, Minnesota",162895,1622,156840,2074,324,254,148139,2539,8377,1715,6055,1183
"364","27053","Hennepin County, Minnesota",517091,3530,492930,3882,1003,342,461049,4215,30878,2649,24161,2452
"365","27109","Olmsted County, Minnesota",65635,1105,62367,1441,70,87,58253,1844,4044,1043,3268,835
"366","27123","Ramsey County, Minnesota",206124,2501,192351,2932,648,376,181563,2953,10140,1452,13773,1667
"367","27131","Rice County, Minnesota",22861,976,21019,1053,38,36,20515,1023,466,210,1842,598
"368","27137","St. Louis County, Minnesota",86448,1761,78667,2011,371,183,72409,2119,5887,835,7781,1102
"369","27139","Scott County, Minnesota",51474,737,49759,1033,153,166,48006,1154,1600,710,1715,738
"370","27141","Sherburne County, Minnesota",32686,1147,30998,1325,13,25,29859,1354,1126,561,1688,532
"371","27145","Stearns County, Minnesota",59776,1417,54961,1564,166,74,50138,1621,4657,949,4815,880
"372","27163","Washington County, Minnesota",97059,1292,91875,1819,336,219,87941,1831,3598,975,5184,1189
"373","27171","Wright County, Minnesota",49443,962,46795,1161,403,209,44121,1470,2271,954,2648,804
"374","28033","DeSoto County, Mississippi",65220,1823,61702,2087,113,138,57999,2334,3590,1054,3518,1036
"375","28035","Forrest County, Mississippi",27340,1423,24457,1549,0,226,21647,1482,2810,1071,2883,976
"376","28047","Harrison County, Mississippi",74628,3132,68578,3282,115,143,60279,3391,8184,2081,6050,1480
"377","28049","Hinds County, Mississippi",88471,2331,78791,2698,0,226,74747,2810,4044,1023,9680,1543
"378","28059","Jackson County, Mississippi",56323,1633,50705,2053,111,186,47401,2203,3193,1017,5618,1542
"379","28067","Jones County, Mississippi",24178,1324,21029,1328,16,33,14296,1743,6717,1619,3149,805
"380","28075","Lauderdale County, Mississippi",29367,1473,26709,1529,231,233,22729,1702,3749,1201,2658,811
"381","28081","Lee County, Mississippi",30378,1367,26778,1524,0,226,23450,1569,3328,900,3600,971
"382","28089","Madison County, Mississippi",40046,1379,37830,1365,0,226,36295,1581,1535,688,2216,751
"383","28121","Rankin County, Mississippi",57011,1738,53393,2022,0,226,50895,1989,2498,763,3618,1010
"384","29019","Boone County, Missouri",70721,2156,66958,2330,327,244,60644,2599,5987,1686,3763,1064
"385","29021","Buchanan County, Missouri",33984,1323,30253,1565,17,31,26495,1606,3741,914,3731,969
"386","29031","Cape Girardeau County, Missouri",31335,1111,29151,1221,0,195,27130,1246,2021,702,2184,740
"387","29037","Cass County, Missouri",40544,1168,39294,1329,259,247,35818,1501,3217,1075,1250,512
"388","29043","Christian County, Missouri",33227,916,31908,1058,47,68,29207,1419,2654,1014,1319,568
"389","29047","Clay County, Missouri",93066,1893,89544,2081,44,69,84253,2403,5247,1375,3522,1257
"390","29051","Cole County, Missouri",31437,1226,29207,1348,107,115,25707,1698,3393,1300,2230,727
"391","29071","Franklin County, Missouri",42161,1138,37862,1562,208,178,36525,1536,1129,530,4299,1140
"392","29077","Greene County, Missouri",133900,1384,115272,2937,261,224,99812,3023,15199,2106,18628,2812
"393","29095","Jackson County, Missouri",292571,3126,272459,3276,601,349,247391,3983,24467,2674,20112,2375
"394","29097","Jasper County, Missouri",45019,1834,40785,2166,48,69,38265,2152,2472,784,4234,1145
"395","29099","Jefferson County, Missouri",83841,2086,78672,2343,0,195,75275,2662,3397,862,5169,1144
"396","29165","Platte County, Missouri",40332,1003,38921,1251,81,107,36309,1362,2531,964,1411,657
"397","29183","St. Charles County, Missouri",150668,1761,144849,2126,237,213,137420,2726,7192,1285,5819,1313
"398","29187","St. Francois County, Missouri",24021,1390,22074,1595,88,153,20177,1682,1809,685,1947,783
"399","29189","St. Louis County, Missouri",410842,3458,386642,4247,753,400,366438,4604,19451,2552,24200,2587
"400","29510","St. Louis city, Missouri",146779,3107,131114,3250,71,85,119893,3129,11150,1638,15665,2070
"401","30013","Cascade County, Montana",32816,1153,28949,1468,80,100,26242,1395,2627,676,3867,907
"402","30029","Flathead County, Montana",40681,1861,38354,1883,102,57,36208,2025,2044,891,2327,816
"403","30031","Gallatin County, Montana",46990,1210,44511,1713,164,203,41290,1746,3057,1207,2479,1018
"404","30049","Lewis and Clark County, Montana",27405,1310,25828,1454,255,211,23899,1444,1674,595,1577,565
"405","30063","Missoula County, Montana",50853,1509,48679,1646,90,130,45207,1726,3382,1212,2174,709
"406","30111","Yellowstone County, Montana",69989,1402,66059,1455,130,127,60484,1800,5445,1281,3930,943
"407","31055","Douglas County, Nebraska",222819,2301,209015,2804,247,177,198704,3028,10064,1395,13804,1733
"408","31109","Lancaster County, Nebraska",128385,2109,123011,2277,263,174,115226,2371,7522,1506,5374,1017
"409","31153","Sarpy County, Nebraska",68947,914,66346,1165,49,80,63645,1389,2652,766,2601,751
"410","32003","Clark County, Nevada",813607,7174,767327,7212,816,324,684401,8406,82110,5596,46280,3754
"411","32031","Washoe County, Nevada",191091,2296,182498,2672,353,301,170198,3063,11947,1970,8593,1244
"412","33005","Cheshire County, New Hampshire",29698,1434,27244,1335,85,105,25458,1453,1701,575,2454,749
"413","33009","Grafton County, New Hampshire",35780,1865,31861,1883,180,152,29399,1959,2282,741,3919,969
"414","33011","Hillsborough County, New Hampshire",162588,2111,154987,2503,419,204,147688,2842,6880,1628,7601,1305
"415","33013","Merrimack County, New Hampshire",60017,1417,55308,1854,80,88,50910,1900,4318,1438,4709,1300
"416","33015","Rockingham County, New Hampshire",124212,1993,118143,2405,194,198,114221,2624,3728,1035,6069,1249
"417","33017","Strafford County, New Hampshire",50584,1387,46523,1616,0,195,43323,1710,3200,1104,4061,949
"418","34001","Atlantic County, New Jersey",101975,2606,94694,2561,113,170,88995,2571,5586,1290,7281,1317
"419","34003","Bergen County, New Jersey",343733,2437,325310,3552,505,288,312902,3809,11903,2232,18423,2666
"420","34005","Burlington County, New Jersey",170074,2140,160735,2571,442,467,155020,2743,5273,1176,9339,1501
"421","34007","Camden County, New Jersey",187780,2647,173888,2894,356,231,163844,3382,9688,1969,13892,1758
"422","34009","Cape May County, New Jersey",40939,2313,38132,2394,203,166,35575,2493,2354,891,2807,864
"423","34011","Cumberland County, New Jersey",51360,1392,45854,1557,52,63,42482,1665,3320,967,5506,1050
"424","34013","Essex County, New Jersey",295976,2242,271418,3246,373,282,243618,4044,27427,3235,24558,2500
"425","34015","Gloucester County, New Jersey",106705,1808,99222,2244,253,201,94116,2253,4853,1321,7483,1492
"426","34017","Hudson County, New Jersey",266664,2722,252119,3348,71,83,236925,3324,15123,2554,14545,2065
"427","34019","Hunterdon County, New Jersey",47901,1312,45177,1457,207,213,44169,1466,801,294,2724,945
"428","34021","Mercer County, New Jersey",130851,2539,122207,2692,132,156,112472,3173,9603,1766,8644,1786
"429","34023","Middlesex County, New Jersey",285906,2165,269765,3295,589,320,255332,3812,13844,2185,16141,2281
"430","34025","Monmouth County, New Jersey",240377,2681,228154,3432,310,232,218359,3980,9485,1698,12223,1910
"431","34027","Morris County, New Jersey",184885,2391,176927,2853,338,305,171403,3194,5186,1557,7958,1394
"432","34029","Ocean County, New Jersey",226725,3469,208593,3907,335,234,192258,4462,16000,2367,18132,2295
"433","34031","Passaic County, New Jersey",168059,1590,154739,2183,85,101,148543,2410,6111,1341,13320,1826
"434","34033","Salem County, New Jersey",24404,833,22540,894,32,54,20688,1022,1820,657,1864,483
"435","34035","Somerset County, New Jersey",122606,1631,118933,1868,95,161,115154,2107,3684,1258,3673,854
"436","34037","Sussex County, New Jersey",54099,1969,51654,2092,146,147,49881,2072,1627,635,2445,800
"437","34039","Union County, New Jersey",192848,1974,178013,2895,427,323,169961,3457,7625,1489,14835,2037
"438","34041","Warren County, New Jersey",42397,1033,39257,1361,108,123,37229,1461,1920,722,3140,906
"439","35001","Bernalillo County, New Mexico",271307,3383,251664,4027,1930,1000,225066,4261,24668,2742,19643,2529
"440","35005","Chaves County, New Mexico",24671,1016,20862,1439,0,210,16945,1586,3917,1185,3809,1000
"441","35013","Doña Ana County, New Mexico",79094,2411,71252,2714,75,125,61848,2956,9329,2181,7842,1615
"442","35025","Lea County, New Mexico",24478,879,21810,1119,123,151,19054,1206,2633,920,2668,955
"443","35031","McKinley County, New Mexico",21719,821,14565,1248,208,302,8463,1017,5894,1032,7154,1061
"444","35035","Otero County, New Mexico",24133,1355,22188,1442,53,100,20104,1534,2031,837,1945,741
"445","35043","Sandoval County, New Mexico",53251,1135,50223,1209,282,187,45852,1456,4089,974,3028,507
"446","35045","San Juan County, New Mexico",42561,1448,35168,1605,59,101,28372,1555,6737,1230,7393,1002
"447","35049","Santa Fe County, New Mexico",62182,1949,56915,2169,86,104,51167,2137,5662,1137,5267,1118
"448","35061","Valencia County, New Mexico",24829,1509,20863,1450,31,59,17229,1606,3603,1293,3966,970
"449","36001","Albany County, New York",128284,2411,119240,2977,434,295,110151,3032,8655,1698,9044,1606
"450","36005","Bronx County, New York",513890,3258,461489,5375,331,335,409094,5772,52064,4268,52401,4261
"451","36007","Broome County, New York",79309,1979,72260,2258,227,166,66222,2604,5811,1225,7049,1100
"452","36009","Cattaraugus County, New York",33056,1001,27797,1233,201,116,24431,1136,3165,591,5259,784
"453","36011","Cayuga County, New York",31489,1126,28209,1155,173,102,26245,1110,1791,510,3280,564
"454","36013","Chautauqua County, New York",55345,1629,48994,1945,173,130,43799,1916,5022,1014,6351,989
"455","36015","Chemung County, New York",33490,1396,30053,1491,102,93,27606,1617,2345,944,3437,837
"456","36019","Clinton County, New York",31422,1523,27998,1590,117,130,25907,1627,1974,619,3424,899
"457","36027","Dutchess County, New York",110529,2070,104193,2396,403,179,99317,2458,4473,1199,6336,1494
"458","36029","Erie County, New York",398326,4131,362095,4953,525,282,339320,4946,22250,2714,36231,3317
"459","36045","Jefferson County, New York",41214,1788,37630,1833,157,187,34985,1866,2488,705,3584,924
"460","36047","Kings County, New York",978091,5532,883057,6045,1087,480,811766,7362,70204,4864,95034,4856
"461","36051","Livingston County, New York",23409,1202,21654,1246,123,147,20049,1257,1482,572,1755,462
"462","36053","Madison County, New York",25986,1167,24027,1238,98,86,21054,1395,2875,907,1959,681
"463","36055","Monroe County, New York",305284,3207,281486,3861,817,426,261558,4455,19111,2151,23798,2210
"464","36059","Nassau County, New York",449798,2410,429037,2978,393,233,402723,4044,25921,2751,20761,2094
"465","36061","New York County, New York",768203,9298,709547,9890,421,348,672872,9535,36254,4463,58656,5033
"466","36063","Niagara County, New York",90625,1943,82273,2328,302,201,77038,2445,4933,949,8352,1352
"467","36065","Oneida County, New York",90273,1959,81531,2496,219,155,76228,2425,5084,1311,8742,1481
"468","36067","Onondaga County, New York",183218,3028,165009,3455,426,251,150436,3507,14147,1833,18209,2289
"469","36069","Ontario County, New York",46025,1459,42785,1621,137,123,40450,1473,2198,753,3240,922
"470","36071","Orange County, New York",131421,2722,120336,2966,244,260,114106,3154,5986,1581,11085,1618
"471","36075","Oswego County, New York",46640,1468,42360,1767,108,132,40227,1858,2025,565,4280,993
"472","36079","Putnam County, New York",34470,1417,33174,1553,230,176,32217,1542,727,502,1296,483
"473","36081","Queens County, New York",784552,4746,726624,5267,1788,705,667536,7012,57300,5320,57928,4019
"474","36083","Rensselaer County, New York",65790,1562,60995,1709,79,83,56962,1917,3954,1057,4795,881
"475","36085","Richmond County, New York",166297,2678,154413,2917,1391,879,135953,3529,17069,2667,11884,1882
"476","36087","Rockland County, New York",101424,1321,91711,1913,272,257,86555,2032,4884,1169,9713,1370
"477","36089","St. Lawrence County, New York",42832,1430,37467,1561,25,28,33508,1659,3934,1055,5365,984
"478","36091","Saratoga County, New York",93547,2226,88693,2306,307,240,85556,2360,2830,797,4854,959
"479","36093","Schenectady County, New York",62534,1508,57726,1718,40,67,51323,2074,6363,1484,4808,1156
"480","36101","Steuben County, New York",39283,1536,35221,1556,199,99,32631,1671,2391,712,4062,564
"481","36103","Suffolk County, New York",499744,4104,475496,5000,291,213,459089,5216,16116,2243,24248,2584
"482","36105","Sullivan County, New York",28960,1694,26532,1740,57,72,24817,1861,1658,727,2428,747
"483","36109","Tompkins County, New York",40322,1657,38387,1774,38,65,34220,1954,4129,978,1935,808
"484","36111","Ulster County, New York",69376,2070,64026,2196,36,58,60108,2438,3882,1359,5350,1321
"485","36113","Warren County, New York",29593,1551,27242,1559,155,143,25469,1423,1618,802,2351,581
"486","36117","Wayne County, New York",36634,1245,33348,1251,94,99,30530,1319,2724,932,3286,806
"487","36119","Westchester County, New York",355136,3238,332982,3891,393,262,311140,4481,21449,2720,22154,2768
"488","37001","Alamance County, North Carolina",64316,1763,59120,2215,77,124,51601,2190,7442,1479,5196,1224
"489","37019","Brunswick County, North Carolina",58385,2550,56983,2552,105,112,53461,2536,3417,978,1402,487
"490","37021","Buncombe County, North Carolina",106741,3462,96190,3449,485,367,88414,3278,7291,1510,10551,1754
"491","37023","Burke County, North Carolina",36634,1496,32079,1761,0,216,28405,1868,3674,1226,4555,1060
"492","37025","Cabarrus County, North Carolina",68798,1914,65128,2101,279,252,61453,2313,3396,1074,3670,922
"493","37027","Caldwell County, North Carolina",32513,1464,28352,1773,0,216,27404,1802,948,504,4161,1383
"494","37031","Carteret County, North Carolina",28962,1649,26616,1734,80,84,25076,1808,1460,588,2346,755
"495","37035","Catawba County, North Carolina",62417,1772,56406,1916,76,109,52939,2052,3391,921,6011,1043
"496","37037","Chatham County, North Carolina",30674,947,28017,1432,64,111,24070,1609,3883,1273,2657,1001
"497","37045","Cleveland County, North Carolina",30599,1728,26479,1845,0,216,21341,1874,5138,958,4120,885
"498","37049","Craven County, North Carolina",42221,1600,38780,1947,94,159,33579,2218,5107,1172,3441,982
"499","37051","Cumberland County, North Carolina",128135,2243,117514,2559,264,249,110118,2531,7132,1110,10621,1490
"500","37057","Davidson County, North Carolina",69938,1667,63552,2030,140,186,57776,2044,5636,1359,6386,1200
"501","37063","Durham County, North Carolina",131140,2711,124893,2828,0,216,116997,3115,7896,1925,6247,1272
"502","37067","Forsyth County, North Carolina",148151,2664,139011,2612,259,336,124896,3152,13856,2269,9140,1274
"503","37069","Franklin County, North Carolina",26720,1244,23832,1383,0,216,22781,1529,1051,604,2888,828
"504","37071","Gaston County, North Carolina",85705,1578,79597,1885,161,148,72225,2048,7211,1534,6108,972
"505","37081","Guilford County, North Carolina",206950,3305,188312,4024,7,12,173167,3983,15138,2236,18638,2483
"506","37085","Harnett County, North Carolina",46416,1461,43323,1552,17,30,38149,1560,5157,1080,3093,671
"507","37089","Henderson County, North Carolina",51115,1508,47731,1866,0,216,43068,2122,4663,1570,3384,961
"508","37097","Iredell County, North Carolina",68145,1701,63909,1750,208,157,59694,1791,4007,854,4236,915
"509","37101","Johnston County, North Carolina",73567,1982,68699,2234,52,66,57867,2915,10780,2240,4868,1318
"510","37109","Lincoln County, North Carolina",34418,1246,31320,1178,126,165,29365,1346,1829,721,3098,709
"511","37119","Mecklenburg County, North Carolina",426313,4517,407120,4722,163,194,385030,5444,21927,2283,19193,2460
"512","37125","Moore County, North Carolina",41530,1339,37654,1752,39,64,34925,1751,2690,1001,3876,1236
"513","37127","Nash County, North Carolina",37574,1750,33900,1830,106,132,30432,1933,3362,1310,3674,824
"514","37129","New Hanover County, North Carolina",100189,2499,94870,2741,252,204,88913,2869,5705,1480,5319,1308
"515","37133","Onslow County, North Carolina",63604,2606,61598,2701,0,216,57669,3458,3929,1627,2006,688
"516","37135","Orange County, North Carolina",55259,1600,53763,1957,19,22,50870,2110,2874,907,1496,785
"517","37147","Pitt County, North Carolina",70926,2307,65849,2445,182,215,59864,2384,5803,1507,5077,1267
"518","37151","Randolph County, North Carolina",56117,1793,50934,2205,122,148,45240,2128,5572,1376,5183,1166
"519","37155","Robeson County, North Carolina",46272,863,38670,1130,0,216,30659,1354,8011,1023,7602,897
"520","37157","Rockingham County, North Carolina",38462,1483,30504,1860,0,216,27805,1786,2699,983,7958,1368
"521","37159","Rowan County, North Carolina",55241,1463,50328,1515,51,89,47408,1639,2869,932,4913,1018
"522","37161","Rutherford County, North Carolina",27970,1392,25194,1463,38,66,22675,1602,2481,922,2776,719
"523","37171","Surry County, North Carolina",28408,1215,24854,1311,83,121,21495,1262,3276,819,3554,659
"524","37179","Union County, North Carolina",77954,1511,74651,1829,244,187,71647,1915,2760,972,3303,776
"525","37183","Wake County, North Carolina",419361,3766,406426,4157,906,846,389728,4553,15792,2351,12935,2175
"526","37191","Wayne County, North Carolina",48482,1541,42745,1947,0,216,41150,2006,1595,601,5737,1303
"527","37193","Wilkes County, North Carolina",28376,1523,24036,1826,346,270,21530,1764,2160,812,4340,1090
"528","37195","Wilson County, North Carolina",32384,1354,25961,1462,0,216,22781,1768,3180,1109,6423,1281
"529","38015","Burleigh County, North Dakota",38438,1461,35127,1664,161,168,32737,1752,2229,782,3311,1016
"530","38017","Cass County, North Dakota",78736,1627,74387,2204,236,206,67922,2615,6229,1726,4349,1325
"531","38035","Grand Forks County, North Dakota",31506,911,29914,1055,0,165,27587,1010,2327,763,1592,625
"532","38101","Ward County, North Dakota",28908,1521,27917,1574,237,266,25803,1589,1877,606,991,463
"533","39003","Allen County, Ohio",40460,1224,37596,1391,25,44,35463,1557,2108,759,2864,674
"534","39007","Ashtabula County, Ohio",39490,1420,34924,1531,328,229,29308,1703,5288,1357,4566,984
"535","39009","Athens County, Ohio",22659,1283,21114,1268,0,198,18929,1438,2185,730,1545,493
"536","39013","Belmont County, Ohio",25651,1482,21415,1381,0,198,19918,1400,1497,595,4236,930
"537","39017","Butler County, Ohio",140141,2045,132026,2284,156,163,125409,2280,6461,1400,8115,1278
"538","39023","Clark County, Ohio",54406,1390,49715,1550,160,153,46765,1479,2790,690,4691,860
"539","39025","Clermont County, Ohio",80041,1391,75193,1624,69,114,71794,2095,3330,1093,4848,1042
"540","39029","Columbiana County, Ohio",40560,1529,35852,1763,77,133,32424,1873,3351,1027,4708,1137
"541","39035","Cuyahoga County, Ohio",549471,4331,499629,4777,1211,430,441068,6078,57350,4346,49842,3179
"542","39041","Delaware County, Ohio",73290,1137,71365,1253,0,198,69022,1501,2343,901,1925,626
"543","39043","Erie County, Ohio",30308,1638,27588,1916,147,153,25553,1822,1888,660,2720,902
"544","39045","Fairfield County, Ohio",59031,1166,55244,1415,126,161,51598,1823,3520,1287,3787,846
"545","39049","Franklin County, Ohio",522383,4463,495484,4994,795,359,468745,6058,25944,3258,26899,2977
"546","39055","Geauga County, Ohio",35439,730,30564,963,148,114,27950,1354,2466,868,4875,829
"547","39057","Greene County, Ohio",66154,1441,62236,1765,75,89,60429,1766,1732,630,3918,981
"548","39061","Hamilton County, Ohio",347235,3728,322431,4961,543,347,304221,5244,17667,2569,24804,3011
