"","GEOID","NAME","B28003_001E","B28003_001M","B28003_002E","B28003_002M","B28003_003E","B28003_003M","B28003_004E","B28003_004M","B28003_005E","B28003_005M","B28003_006E","B28003_006M"
"29","04015","Mohave County, Arizona",91095,3289,84662,3593,94,139,76278,3567,8290,1828,6433,1491
"30","04017","Navajo County, Arizona",38732,1795,32372,1923,323,244,24749,1728,7300,1103,6360,829
"31","04019","Pima County, Arizona",410404,5277,386546,5969,978,440,359818,5945,25750,2684,23858,2346
"32","04021","Pinal County, Arizona",153413,3559,145368,3427,122,129,134885,3650,10361,1778,8045,1483
"33","04025","Yavapai County, Arizona",102784,2449,95332,2761,717,418,88425,3005,6190,1420,7452,1692
"34","04027","Yuma County, Arizona",74042,2409,67240,2860,136,162,59699,2852,7405,1303,6802,1512
"35","05007","Benton County, Arkansas",100749,1952,95879,2170,172,175,89148,2274,6559,1347,4870,1187
"36","05031","Craighead County, Arkansas",41409,1584,38696,1583,0,206,36199,1644,2497,843,2713,907
"37","05045","Faulkner County, Arkansas",47389,1263,45334,1325,49,77,43820,1508,1465,606,2055,628
"38","05051","Garland County, Arkansas",41743,1957,38215,2095,0,206,33692,2225,4523,1311,3528,982
"39","05069","Jefferson County, Arkansas",27593,1255,23154,1708,0,206,18637,1834,4517,1129,4439,1139
"40","05085","Lonoke County, Arkansas",26052,1344,24116,1402,0,206,22418,1522,1698,670,1936,664
"41","05119","Pulaski County, Arkansas",158000,3302,144185,3844,336,282,130607,4042,13242,2357,13815,1822
"42","05125","Saline County, Arkansas",45455,1550,41551,1787,0,206,38961,1965,2590,1133,3904,971
"43","05131","Sebastian County, Arkansas",51384,1786,45490,2339,94,155,39812,2445,5584,1471,5894,1429
"44","05143","Washington County, Arkansas",89249,2141,84628,2574,170,211,74665,2767,9793,2227,4621,1432
"45","05145","White County, Arkansas",28621,1565,25108,1812,55,84,22179,1883,2874,903,3513,812
"46","06001","Alameda County, California",585632,3709,558137,4565,554,311,527894,5513,29689,2844,27495,2955
"47","06007","Butte County, California",77651,1790,73685,1946,55,89,69048,2262,4582,1045,3966,950
"48","06013","Contra Costa County, California",399792,2910,386715,3409,590,342,375017,3822,11108,1648,13077,2048
"49","06017","El Dorado County, California",74216,2393,70830,2539,0,216,67582,2525,3248,935,3386,1168
"50","06019","Fresno County, California",315974,2193,289522,3738,656,429,257160,4174,31706,2780,26452,2915
"51","06023","Humboldt County, California",55692,1614,51868,1925,8,14,48726,2137,3134,920,3824,970
"52","06025","Imperial County, California",48182,1865,44324,1947,72,126,40280,2002,3972,1395,3858,839
"53","06029","Kern County, California",272888,3419,247290,4140,288,242,225209,4400,21793,3272,25598,3159
"54","06031","Kings County, California",44761,1150,41910,1306,113,183,37495,1589,4302,966,2851,786
"55","06033","Lake County, California",25968,1699,24128,1763,303,455,20885,2045,2940,1014,1840,730
"56","06037","Los Angeles County, California",3328398,9311,3146631,11776,4851,1002,2910085,11857,231695,7174,181767,6464
"57","06039","Madera County, California",44387,1836,42231,1817,173,162,38207,1853,3851,978,2156,810
"58","06041","Marin County, California",105298,1492,101450,1981,173,208,96892,2620,4385,1510,3848,1338
"59","06045","Mendocino County, California",34478,1479,31064,1466,47,66,28588,1613,2429,908,3414,846
"60","06047","Merced County, California",80645,1718,75446,1935,59,74,71777,2236,3610,1229,5199,1059
"61","06053","Monterey County, California",128227,2197,123742,2338,41,69,113294,2679,10407,1584,4485,1157
"62","06055","Napa County, California",48107,1441,46009,1549,70,83,43031,1588,2908,949,2098,665
"63","06057","Nevada County, California",39365,2247,37754,2206,168,200,34748,2131,2838,1022,1611,648
"64","06059","Orange County, California",1044280,6750,1012117,7188,1268,446,965595,7787,45254,4120,32163,3298
"65","06061","Placer County, California",147236,1902,143096,1802,114,139,134784,2505,8198,1786,4140,1002
"66","06065","Riverside County, California",734948,6129,702294,6675,677,461,659749,7419,41868,3170,32654,3592
"67","06067","Sacramento County, California",556752,2991,531833,3643,1096,440,504483,5077,26254,2894,24919,2514
"68","06071","San Bernardino County, California",644758,4633,614667,5977,599,266,565543,7043,48525,4078,30091,2727
"69","06073","San Diego County, California",1132434,6683,1087793,7463,994,434,1042601,8455,44198,3731,44641,3427
"70","06075","San Francisco County, California",365851,4759,347877,5293,450,283,326022,5482,21405,2747,17974,2387
"71","06077","San Joaquin County, California",230241,2816,218680,3248,580,262,199348,3731,18752,2269,11561,1497
"72","06079","San Luis Obispo County, California",106512,2641,103085,2927,177,181,97456,2854,5452,1303,3427,969
"73","06081","San Mateo County, California",265003,2718,255132,3288,190,187,245728,3865,9214,1889,9871,1363
"74","06083","Santa Barbara County, California",146466,2271,138734,2396,272,242,132331,2349,6131,1249,7732,1428
"75","06085","Santa Clara County, California",643637,4477,621594,5059,721,317,598095,5590,22778,2170,22043,2613
"76","06087","Santa Cruz County, California",97710,2076,93199,2564,120,146,87071,2679,6008,1711,4511,1352
"77","06089","Shasta County, California",72714,1501,66155,1867,412,240,60108,2139,5635,1343,6559,1298
"78","06095","Solano County, California",150393,1826,144521,2117,190,199,137688,2412,6643,1577,5872,1030
"79","06097","Sonoma County, California",190689,2478,183362,2910,939,411,176115,3256,6308,1455,7327,1463
"80","06099","Stanislaus County, California",174698,2116,164873,2544,111,114,151469,2739,13293,2081,9825,1780
"81","06101","Sutter County, California",33039,731,29119,1181,128,141,27125,1249,1866,613,3920,952
"82","06103","Tehama County, California",25310,1013,23473,1181,226,251,22038,1249,1209,546,1837,680
"83","06107","Tulare County, California",144109,1768,132975,2881,221,215,116216,3712,16538,2956,11134,2248
"84","06111","Ventura County, California",268524,3070,251024,3530,612,474,238110,3675,12302,1814,17500,2268
"85","06113","Yolo County, California",76075,1259,72235,1577,76,120,68090,1820,4069,1279,3840,1005
"86","06115","Yuba County, California",26827,921,25029,1038,126,153,24009,1004,894,517,1798,648
"87","08001","Adams County, Colorado",171977,1803,163552,2337,240,197,153781,2598,9531,1788,8425,1601
"88","08005","Arapahoe County, Colorado",246302,1972,238975,2304,650,304,228389,2733,9936,1612,7327,1628
"89","08013","Boulder County, Colorado",131854,2047,128059,2103,290,264,122098,2266,5671,1353,3795,832
"90","08014","Broomfield County, Colorado",28062,748,27710,774,76,96,26321,880,1313,556,352,221
"91","08031","Denver County, Colorado",318445,3441,303632,3530,479,401,288787,4354,14366,2465,14813,2095
"92","08035","Douglas County, Colorado",127476,1510,125512,1693,130,136,123206,1786,2176,758,1964,820
"93","08041","El Paso County, Colorado",265798,2654,255741,3267,757,360,245502,3417,9482,1676,10057,2047
"94","08059","Jefferson County, Colorado",236496,1962,227113,2167,184,202,216784,2930,10145,2057,9383,1370
"95","08069","Larimer County, Colorado",146638,1931,143112,2042,577,392,134364,2548,8171,1789,3526,835
"96","08077","Mesa County, Colorado",63644,1525,60157,1643,649,474,55840,2078,3668,1217,3487,805
"97","08101","Pueblo County, Colorado",66111,1293,59409,1592,184,140,53614,1940,5611,1258,6702,1246
"98","08123","Weld County, Colorado",111298,1402,105970,1759,27,48,99124,2343,6819,1764,5328,1151
"99","09001","Fairfield County, Connecticut",340557,3374,321363,3942,388,274,308504,4312,12471,2190,19194,2282
"100","09003","Hartford County, Connecticut",353234,3169,329943,3919,1055,561,306053,4218,22835,2967,23291,2245
"101","09005","Litchfield County, Connecticut",73969,2002,68662,2403,239,190,65562,2515,2861,837,5307,1042
"102","09007","Middlesex County, Connecticut",66884,2293,62609,2370,302,333,58404,2387,3903,1254,4275,1095
"103","09009","New Haven County, Connecticut",329006,3626,301026,4509,1036,569,283145,4318,16845,2572,27980,2515
"104","09011","New London County, Connecticut",109752,1830,101207,2370,127,124,96346,2588,4734,1393,8545,1552
"105","09013","Tolland County, Connecticut",56749,1338,54187,1499,176,191,50563,1961,3448,1296,2562,834
"106","09015","Windham County, Connecticut",47015,1253,43420,1520,139,147,41226,1644,2055,833,3595,987
"107","10001","Kent County, Delaware",68023,1807,62444,2041,107,126,59536,2074,2801,809,5579,1216
"108","10003","New Castle County, Delaware",211592,2204,201867,2880,80,100,189358,3434,12429,2051,9725,1626
"109","10005","Sussex County, Delaware",96624,2680,89781,3032,243,230,81973,3287,7565,1413,6843,1451
"110","11001","District of Columbia, District of Columbia",291570,3959,275282,4813,664,506,252471,5404,22147,2899,16288,2526
"111","12001","Alachua County, Florida",103024,2847,99757,2955,350,319,90547,2912,8860,1851,3267,868
"112","12005","Bay County, Florida",69195,2744,66814,2821,108,137,61041,2979,5665,1701,2381,779
"113","12009","Brevard County, Florida",230043,4772,216250,5087,395,333,205267,4752,10588,1672,13793,2186
"114","12011","Broward County, Florida",705472,7707,671227,8195,525,315,616221,8298,54481,5019,34245,3524
"115","12015","Charlotte County, Florida",76589,3272,71391,3668,41,67,67289,3442,4061,924,5198,1412
"116","12017","Citrus County, Florida",64448,2659,59974,2817,355,288,54926,2889,4693,1212,4474,999
"117","12019","Clay County, Florida",75793,1945,73301,2007,76,103,70685,2208,2540,938,2492,870
"118","12021","Collier County, Florida",140578,5062,134309,4947,395,465,123666,5180,10248,2192,6269,1704
"119","12023","Columbia County, Florida",25240,1483,23779,1536,47,80,20721,1729,3011,1087,1461,613
"120","12031","Duval County, Florida",368668,4596,345469,5013,141,164,322650,5398,22678,2973,23199,2618
"121","12033","Escambia County, Florida",120618,3101,111469,3385,226,181,100498,3625,10745,2071,9149,1548
"122","12035","Flagler County, Florida",44464,1735,41917,2047,0,234,33620,2003,8297,1758,2547,950
"123","12053","Hernando County, Florida",78755,1776,74975,1866,50,84,70502,2054,4423,1065,3780,948
"124","12055","Highlands County, Florida",43351,2443,38247,2673,99,159,33383,2606,4765,1294,5104,1244
"125","12057","Hillsborough County, Florida",541584,4189,519751,4367,283,237,489643,5013,29825,3416,21833,2577
"126","12061","Indian River County, Florida",63917,2654,59039,2817,272,231,53462,2852,5305,1533,4878,1182
"127","12069","Lake County, Florida",139192,3527,131313,3838,181,169,120966,4085,10166,2252,7879,1953
"128","12071","Lee County, Florida",286887,5798,275502,5737,322,239,256366,6254,18814,2495,11385,1584
"129","12073","Leon County, Florida",116283,2781,111627,3154,0,234,103207,3289,8420,1613,4656,1204
"130","12081","Manatee County, Florida",145171,4572,139180,4777,228,197,127058,4950,11894,2212,5991,1343
"131","12083","Marion County, Florida",145622,4007,135983,3860,767,581,126670,4017,8546,1827,9639,2285
"132","12085","Martin County, Florida",65014,2055,60758,2182,0,234,56644,2364,4114,1191,4256,1293
"133","12086","Miami-Dade County, Florida",912805,5898,856771,6852,799,392,727483,8789,128489,6525,56034,4259
"134","12087","Monroe County, Florida",32839,2048,30760,2065,41,69,27615,1878,3104,1036,2079,670
"135","12089","Nassau County, Florida",35212,1465,34619,1466,0,234,31963,1488,2656,922,593,354
"136","12091","Okaloosa County, Florida",76097,2603,71478,2594,455,633,67229,2822,3794,1208,4619,1301
"137","12095","Orange County, Florida",457949,6978,439587,7751,271,191,410484,7531,28832,3442,18362,3270
"138","12097","Osceola County, Florida",111539,4304,106353,4491,323,288,96399,4729,9631,2619,5186,1535
"139","12099","Palm Beach County, Florida",568915,6021,539146,6531,1016,491,494967,6714,43163,3794,29769,3346
"140","12101","Pasco County, Florida",212856,4410,201988,4332,300,211,184279,4519,17409,2433,10868,1641
"141","12103","Pinellas County, Florida",395286,6581,370429,6470,542,280,341381,5978,28506,2791,24857,3484
"142","12105","Polk County, Florida",238629,5267,220047,5362,1167,644,193205,5627,25675,3083,18582,2326
"143","12107","Putnam County, Florida",30866,1415,26957,1474,111,196,25388,1628,1458,632,3909,1067
"144","12109","St. Johns County, Florida",94761,2990,90166,3053,77,129,85136,2954,4953,1664,4595,1271
"145","12111","St. Lucie County, Florida",116900,4160,111047,3822,139,161,103410,3706,7498,1714,5853,1472
"146","12113","Santa Rosa County, Florida",66187,2766,62835,2756,200,197,60039,2734,2596,1026,3352,1011
"147","12115","Sarasota County, Florida",187411,4122,177404,4428,251,213,165138,4411,12015,2136,10007,1698
"148","12117","Seminole County, Florida",181142,2623,175513,2785,201,194,166827,3213,8485,2017,5629,1037
"149","12119","Sumter County, Florida",59458,3085,57277,3163,50,89,52880,2999,4347,1632,2181,726
"150","12127","Volusia County, Florida",219451,3752,209180,3952,408,257,186280,4837,22492,3113,10271,1457
"151","12131","Walton County, Florida",26475,2685,25009,2607,63,104,22366,2403,2580,1194,1466,621
"152","13013","Barrow County, Georgia",27765,833,25877,1101,0,234,24914,1091,963,538,1888,698
"153","13015","Bartow County, Georgia",39742,1150,36606,1376,43,74,31132,1590,5431,1176,3136,1212
"154","13021","Bibb County, Georgia",56726,1984,49968,2401,0,234,45635,2375,4333,1239,6758,1194
"155","13031","Bulloch County, Georgia",28660,1370,27468,1445,0,234,23440,1739,4028,1138,1192,420
"156","13045","Carroll County, Georgia",42798,1323,39117,1640,92,152,36835,1675,2190,899,3681,1071
"157","13047","Catoosa County, Georgia",24130,1401,22382,1448,131,166,21065,1427,1186,498,1748,782
"158","13051","Chatham County, Georgia",107987,2721,101568,2824,499,563,92322,2841,8747,2200,6419,1364
"159","13057","Cherokee County, Georgia",93441,1407,87520,1980,0,234,84298,2465,3222,1330,5921,1730
"160","13059","Clarke County, Georgia",52124,1282,48693,1832,74,120,44559,2252,4060,1406,3431,1512
"161","13063","Clayton County, Georgia",97030,1802,91332,2046,28,49,82243,2506,9061,2021,5698,1535
"162","13067","Cobb County, Georgia",286952,3167,281513,3114,350,269,271379,3978,9784,2451,5439,1406
"163","13073","Columbia County, Georgia",46890,2705,44740,2519,41,73,40926,2529,3773,1269,2150,1002
"164","13077","Coweta County, Georgia",53640,1356,51175,1704,468,457,46192,1862,4515,1351,2465,1071
"165","13089","DeKalb County, Georgia",289829,3342,272285,4384,212,205,252247,4959,19826,2337,17544,2662
"166","13095","Dougherty County, Georgia",32630,1314,27410,1389,67,117,23608,1733,3735,1052,5220,1091
"167","13097","Douglas County, Georgia",48899,1680,46299,2236,0,234,41165,2696,5134,1742,2600,1267
"168","13113","Fayette County, Georgia",41253,1092,40358,1140,0,234,38784,1165,1574,625,895,448
"169","13115","Floyd County, Georgia",35443,1365,31975,1525,170,180,29030,1671,2775,1016,3468,826
"170","13117","Forsyth County, Georgia",81765,1731,80180,1866,46,79,77785,2039,2349,989,1585,675
"171","13121","Fulton County, Georgia",439578,4514,419019,4886,543,682,395278,5342,23198,2636,20559,2384
"172","13127","Glynn County, Georgia",34614,1867,30423,1973,0,234,26632,2200,3791,1268,4191,1386
"173","13135","Gwinnett County, Georgia",301471,3216,290909,3502,229,241,268434,4404,22246,2958,10562,1957
"174","13139","Hall County, Georgia",65625,2079,61445,2197,52,88,59566,2339,1827,607,4180,1129
"175","13151","Henry County, Georgia",79550,1820,76427,2069,81,138,69904,2750,6442,2126,3123,957
"176","13153","Houston County, Georgia",58417,1868,54229,2037,85,144,51182,2041,2962,1235,4188,1270
"177","13157","Jackson County, Georgia",25180,831,22951,1128,45,79,20134,1342,2772,948,2229,803
"178","13185","Lowndes County, Georgia",42639,1440,38546,1888,70,92,30086,2077,8390,2118,4093,1264
"179","13215","Muscogee County, Georgia",73134,1814,66651,2166,171,210,60516,2341,5964,1427,6483,1198
"180","13217","Newton County, Georgia",37867,1008,36159,1188,72,130,34902,1182,1185,605,1708,748
"181","13223","Paulding County, Georgia",56476,1811,53844,1980,0,234,50170,2322,3674,1631,2632,1378
"182","13245","Richmond County, Georgia",68361,3137,62950,3108,0,234,55170,3034,7780,1699,5411,1126
"183","13247","Rockdale County, Georgia",32792,684,30782,993,0,234,27916,1503,2866,1163,2010,760
"184","13255","Spalding County, Georgia",25339,994,21744,1419,0,234,18913,1596,2831,1030,3595,1080
"185","13285","Troup County, Georgia",24436,1100,20572,1483,71,118,19061,1635,1440,684,3864,1238
"186","13295","Walker County, Georgia",26760,1208,23986,1504,68,117,21855,1522,2063,795,2774,1077
"187","13297","Walton County, Georgia",33350,1012,30567,1234,56,93,28321,1706,2190,1290,2783,889
"188","13313","Whitfield County, Georgia",34518,1533,30138,2124,171,218,28222,2047,1745,582,4380,1383
"189","15001","Hawaii County, Hawaii",71193,2209,64872,2505,82,98,60477,2602,4313,1166,6321,1392
"190","15003","Honolulu County, Hawaii",316456,3394,296525,4072,519,291,280079,4309,15927,2159,19931,2366
"191","15007","Kauai County, Hawaii",22898,1313,21521,1414,0,195,20879,1427,642,335,1377,529
"192","15009","Maui County, Hawaii",54744,2300,49732,2612,121,137,45557,2620,4054,1103,5012,1221
"193","16001","Ada County, Idaho",184160,2215,179493,2441,170,174,169379,3354,9944,2224,4667,986
"194","16005","Bannock County, Idaho",32010,947,29733,1158,82,86,27893,1203,1758,697,2277,620
"195","16019","Bonneville County, Idaho",40776,1151,39199,1217,77,123,37139,1345,1983,552,1577,515
"196","16027","Canyon County, Idaho",77449,1213,73506,1641,252,231,70252,1896,3002,1020,3943,1248
"197","16055","Kootenai County, Idaho",65283,1428,62288,1660,213,203,57332,2075,4743,1278,2995,825
"198","16083","Twin Falls County, Idaho",31850,1040,29042,1407,11,22,27033,1648,1998,796,2808,1037
"199","17001","Adams County, Illinois",26993,1143,23119,1310,95,92,21574,1362,1450,534,3874,836
"200","17019","Champaign County, Illinois",81764,2599,76881,2774,209,204,68372,3151,8300,1927,4883,1159
"201","17031","Cook County, Illinois",1985613,7470,1824188,9012,2048,689,1679171,10664,142969,6676,161425,5564
"202","17037","DeKalb County, Illinois",39330,1037,37897,1077,0,195,36124,1155,1773,582,1433,334
"203","17043","DuPage County, Illinois",342195,2951,327444,3528,236,212,316753,4000,10455,1691,14751,1650
"204","17089","Kane County, Illinois",182223,2420,172973,3605,273,264,161488,3948,11212,2034,9250,2450
"205","17091","Kankakee County, Illinois",39583,1246,35740,1371,11,19,31452,1574,4277,1025,3843,870
"206","17093","Kendall County, Illinois",41364,1022,40001,1553,0,195,38340,1777,1661,1024,1363,1074
"207","17097","Lake County, Illinois",247661,2713,236808,3179,267,167,225552,3617,10989,1859,10853,1632
"208","17099","LaSalle County, Illinois",45411,1145,39896,1619,48,81,37073,1791,2775,747,5515,845
"209","17111","McHenry County, Illinois",112669,1850,108486,2034,432,345,105774,2200,2280,801,4183,991
"210","17113","McLean County, Illinois",65118,1761,61593,1967,118,120,53871,1941,7604,1633,3525,935
"211","17115","Macon County, Illinois",42741,1439,38457,1610,154,174,32026,2003,6277,1622,4284,907
"212","17119","Madison County, Illinois",108104,2209,100817,2476,344,234,93229,2825,7244,1290,7287,1345
"213","17143","Peoria County, Illinois",73666,1750,67406,1998,387,266,61402,2066,5617,1263,6260,1196
"214","17161","Rock Island County, Illinois",60618,1389,55558,1695,103,118,52023,1658,3432,904,5060,1000
"215","17163","St. Clair County, Illinois",106156,2038,96353,2478,319,262,87379,2491,8655,1812,9803,1981
"216","17167","Sangamon County, Illinois",83263,2028,75936,2157,99,97,66051,2349,9786,1902,7327,1323
"217","17179","Tazewell County, Illinois",53127,1599,47413,1894,142,111,43237,1860,4034,1167,5714,1237
"218","17183","Vermilion County, Illinois",31154,1241,27539,1216,32,39,24903,1353,2604,657,3615,735
"219","17197","Will County, Illinois",230136,2415,218573,2978,195,131,207221,3232,11157,1910,11563,1614
"220","17199","Williamson County, Illinois",27650,1173,24645,1293,0,195,22560,1464,2085,637,3005,991
"221","17201","Winnebago County, Illinois",114833,2036,106983,2006,248,150,99084,2621,7651,1570,7850,1192
"222","18003","Allen County, Indiana",146280,2066,137954,2200,238,182,130689,2654,7027,1319,8326,1251
"223","18005","Bartholomew County, Indiana",30383,1357,28137,1415,43,77,26698,1426,1396,690,2246,719
"224","18011","Boone County, Indiana",26803,621,25802,765,0,201,23348,1102,2454,912,1001,561
"225","18019","Clark County, Indiana",43704,1666,40842,1772,189,155,33958,2059,6695,1460,2862,785
"226","18035","Delaware County, Indiana",45640,1858,40720,2008,261,246,37128,1843,3331,908,4920,1095
"227","18039","Elkhart County, Indiana",68553,2110,61823,2031,94,121,58594,2080,3135,1034,6730,1109
"228","18043","Floyd County, Indiana",28544,1205,26625,1190,48,81,23078,1414,3499,960,1919,456
"229","18053","Grant County, Indiana",27127,1116,23999,1355,0,201,22003,1472,1996,663,3128,872
"230","18057","Hamilton County, Indiana",125328,1842,122369,2120,0,201,118872,2375,3497,1276,2959,971
"231","18059","Hancock County, Indiana",28985,1185,26486,1636,69,123,25209,1691,1208,712,2499,1045
"232","18063","Hendricks County, Indiana",61105,1414,58935,1586,454,338,55501,1746,2980,976,2170,811
"233","18067","Howard County, Indiana",34151,1382,31523,1565,64,114,29216,1725,2243,852,2628,835
"234","18081","Johnson County, Indiana",57160,1778,53821,1838,36,61,49538,2200,4247,1430,3339,811
"235","18085","Kosciusko County, Indiana",30991,1563,27752,1619,19,26,25698,1462,2035,589,3239,923
"236","18089","Lake County, Indiana",190135,3000,172786,3566,354,241,156741,3788,15691,2303,17349,2192
"237","18091","LaPorte County, Indiana",43100,1560,39379,1876,25,44,35869,1689,3485,1140,3721,787
"238","18095","Madison County, Indiana",51164,1512,46350,1935,179,127,41989,2122,4182,1116,4814,1089
"239","18097","Marion County, Indiana",379451,3928,337302,5402,227,222,311798,5701,25277,3457,42149,4284
"240","18105","Monroe County, Indiana",54053,1871,51267,2057,125,150,47976,2072,3166,722,2786,1011
"241","18109","Morgan County, Indiana",25863,1094,24259,1207,189,216,22471,1254,1599,676,1604,469
"242","18127","Porter County, Indiana",65305,1477,62120,1734,605,352,56439,1893,5076,1271,3185,909
"243","18141","St. Joseph County, Indiana",105250,2172,95384,2750,265,168,82069,2882,13050,1819,9866,1464
"244","18157","Tippecanoe County, Indiana",73916,1531,69648,1873,88,93,61096,2287,8464,1582,4268,1247
"245","18163","Vanderburgh County, Indiana",75522,1922,69294,2459,0,201,64484,2554,4810,1168,6228,1234
"246","18167","Vigo County, Indiana",42193,1619,39212,1727,21,35,36270,1637,2921,805,2981,680
"247","18177","Wayne County, Indiana",27561,1110,24970,1280,155,137,23498,1319,1317,494,2591,648
"248","19013","Black Hawk County, Iowa",51869,1664,48326,1797,0,165,44261,1798,4065,946,3543,736
"249","19049","Dallas County, Iowa",36878,1003,35043,1230,44,52,33308,1291,1691,581,1835,512
"250","19061","Dubuque County, Iowa",38345,1198,35883,1277,230,167,32934,1438,2719,919,2462,587
"251","19103","Johnson County, Iowa",60782,1869,57749,1996,253,248,53969,2004,3527,827,3033,843
"252","19113","Linn County, Iowa",93843,1458,88755,1658,325,237,82806,2118,5624,1586,5088,989
"253","19153","Polk County, Iowa",197731,2137,184796,2689,519,441,169685,3791,14592,2714,12935,1791
"254","19155","Pottawattamie County, Iowa",37344,950,34759,1171,80,98,29803,1584,4876,1162,2585,622
"255","19163","Scott County, Iowa",68534,1573,61414,1795,199,146,57530,1756,3685,746,7120,1151
"256","19169","Story County, Iowa",39168,1083,37360,1248,307,291,29310,1564,7743,1567,1808,694
"257","19193","Woodbury County, Iowa",39733,1064,35789,1426,127,123,32561,1648,3101,872,3944,1163
"258","20015","Butler County, Kansas",25004,1070,23154,1228,0,181,20639,1262,2515,840,1850,683
"259","20045","Douglas County, Kansas",48508,1329,47990,1365,53,89,43751,1849,4186,1333,518,324
"260","20091","Johnson County, Kansas",231960,2823,224696,2876,351,280,218342,3066,6003,1305,7264,1364
"261","20103","Leavenworth County, Kansas",27860,1080,26559,1137,0,181,24197,1410,2362,805,1301,522
"262","20161","Riley County, Kansas",25662,1547,24449,1709,0,181,21375,1721,3074,908,1213,703
"263","20173","Sedgwick County, Kansas",199517,3251,186930,3401,162,164,172047,3500,14721,2066,12587,1709
"264","20177","Shawnee County, Kansas",73172,1641,65881,1936,164,152,53115,2428,12602,1939,7291,1346
"265","20209","Wyandotte County, Kansas",61248,1463,55567,1648,0,181,50594,1893,4973,1245,5681,1003
"266","21015","Boone County, Kentucky",48770,957,47154,1179,86,135,43634,1662,3434,1302,1616,643
"267","21029","Bullitt County, Kentucky",30553,893,28544,1071,68,106,26162,1356,2314,828,2009,569
"268","21037","Campbell County, Kentucky",38110,1075,34477,1475,162,240,32055,1624,2260,790,3633,1085
"269","21047","Christian County, Kentucky",26209,1244,24061,1246,0,201,21553,1424,2508,845,2148,650
"270","21059","Daviess County, Kentucky",40800,1022,37888,1224,39,68,35390,1403,2459,789,2912,820
"271","21067","Fayette County, Kentucky",131929,2303,125102,2558,93,111,116810,2735,8199,1678,6827,1570
"272","21093","Hardin County, Kentucky",42644,1324,39607,1629,308,254,35640,1991,3659,1260,3037,1054
"273","21111","Jefferson County, Kentucky",316174,3159,293462,3539,553,297,274648,4143,18261,2481,22712,2516
"274","21117","Kenton County, Kentucky",65362,1218,61460,1460,250,199,56996,1764,4214,1222,3902,931
"275","21145","McCracken County, Kentucky",28363,1234,26488,1380,0,201,25149,1399,1339,507,1875,695
