"","GEOID","NAME","B28003_001E","B28003_001M","B28003_002E","B28003_002M","B28003_003E","B28003_003M","B28003_004E","B28003_004M","B28003_005E","B28003_005M","B28003_006E","B28003_006M"
"26","06099","Stanislaus County, California",167411,1910,136282,2909,1682,589,116640,3361,17960,2543,31129,2317
"27","06101","Sutter County, California",31753,849,26159,1286,166,128,21799,1214,4194,907,5594,1019
"28","06107","Tulare County, California",133409,2175,98552,2603,1551,475,80386,3051,16615,1888,34857,2535
"29","06111","Ventura County, California",265788,2602,234354,3205,1106,496,213250,3658,19998,2315,31434,2240
"30","06113","Yolo County, California",71024,1660,61127,2069,588,329,53249,2238,7290,1276,9897,1479
"31","06115","Yuba County, California",25053,1223,22448,1271,201,189,18946,1241,3301,800,2605,739
"32","08001","Adams County, Colorado",157392,1900,137547,2698,1604,542,118561,2892,17382,2510,19845,2042
"33","08005","Arapahoe County, Colorado",230276,2183,212943,2891,3225,962,189989,3516,19729,1945,17333,2030
"34","08013","Boulder County, Colorado",123498,2148,117197,2533,1213,600,105507,2517,10477,1555,6301,1291
"35","08031","Denver County, Colorado",273050,3115,234587,4093,2112,752,204120,4392,28355,2806,38463,3279
"36","08035","Douglas County, Colorado",106874,1236,103464,1675,650,303,97598,1923,5216,1204,3410,870
"37","08041","El Paso County, Colorado",240131,3023,219396,3529,2406,495,201432,4009,15558,1903,20735,2281
"38","08059","Jefferson County, Colorado",221172,1925,202108,2482,1996,562,181543,3427,18569,2537,19064,1829
"39","08069","Larimer County, Colorado",123877,2106,114247,2488,1266,516,101112,2905,11869,1898,9630,1277
"40","08077","Mesa County, Colorado",58466,1474,50787,1726,789,529,46065,2066,3933,895,7679,1196
"41","08101","Pueblo County, Colorado",62604,1524,49694,1874,961,466,39739,1901,8994,1436,12910,1374
"42","08123","Weld County, Colorado",92426,1613,81202,1751,853,386,69160,2285,11189,1719,11224,1408
"43","09001","Fairfield County, Connecticut",328062,3555,291745,4070,1354,568,269906,4144,20485,2251,36317,2770
"44","09003","Hartford County, Connecticut",345615,3255,290587,4429,2521,631,260962,4854,27104,2343,55028,3097
"45","09005","Litchfield County, Connecticut",75029,1535,64646,2071,642,354,59017,2171,4987,1117,10383,1356
"46","09007","Middlesex County, Connecticut",65304,2283,55554,2458,781,470,51050,2534,3723,1032,9750,1524
"47","09009","New Haven County, Connecticut",321048,4122,259403,5013,1312,569,232143,5242,25948,2553,61645,3628
"48","09011","New London County, Connecticut",106886,1803,92543,2351,633,306,83825,2537,8085,1606,14343,1800
"49","09013","Tolland County, Connecticut",53396,1604,48022,1657,531,413,42600,1812,4891,1326,5374,982
"50","09015","Windham County, Connecticut",44520,1313,37985,1578,598,409,32973,1796,4414,860,6535,1159
"51","10001","Kent County, Delaware",62053,1263,53948,1626,655,447,45648,1878,7645,1541,8105,1280
"52","10003","New Castle County, Delaware",199167,2441,170180,3003,1159,388,150786,3237,18235,2229,28987,2302
"53","10005","Sussex County, Delaware",77851,2746,64638,2714,1171,449,55206,2458,8261,1508,13213,1373
"54","11001","District of Columbia, District of Columbia",271651,3228,229804,3652,1561,561,198393,4208,29850,2955,41847,2952
"55","12001","Alachua County, Florida",98247,2785,85067,3385,367,261,74145,3567,10555,2009,13180,2071
"56","12005","Bay County, Florida",63558,2743,53638,2692,563,301,46863,2643,6212,1186,9920,1443
"57","12009","Brevard County, Florida",218325,3547,191989,3689,1595,585,172586,3767,17808,2091,26336,2743
"58","12011","Broward County, Florida",662488,7539,577026,8505,4571,1084,510472,8313,61983,4508,85462,4440
"59","12015","Charlotte County, Florida",69035,2398,59209,2428,952,449,50144,2254,8113,1559,9826,1527
"60","12017","Citrus County, Florida",62131,2330,52729,2672,481,416,45406,2520,6842,1463,9402,1340
"61","12019","Clay County, Florida",67630,2056,61528,2273,985,629,55562,2438,4981,1397,6102,1211
"62","12021","Collier County, Florida",130614,4604,115331,4568,1748,574,102025,4371,11558,1843,15283,1826
"63","12023","Columbia County, Florida",23827,1180,18768,1483,368,256,14709,1499,3691,888,5059,1134
"64","12031","Duval County, Florida",333859,4294,279707,5203,2572,748,245731,5504,31404,3122,54152,3377
"65","12033","Escambia County, Florida",113079,2828,94301,2934,559,338,85170,3310,8572,1488,18778,1937
"66","12035","Flagler County, Florida",35509,1831,30996,1926,553,235,27815,1939,2628,788,4513,1141
"67","12053","Hernando County, Florida",69373,2313,58051,2372,527,278,51134,2256,6390,1430,11322,1498
"68","12055","Highlands County, Florida",40368,1888,28594,2310,1030,550,24334,2199,3230,978,11774,1664
"69","12057","Hillsborough County, Florida",485230,4739,416398,5566,2508,597,367589,6195,46301,3430,68832,3770
"70","12061","Indian River County, Florida",57435,2647,48324,2898,793,420,42622,2694,4909,1136,9111,1544
"71","12069","Lake County, Florida",120523,3581,101974,3594,2166,839,87562,3562,12246,2354,18549,2097
"72","12071","Lee County, Florida",241238,5166,210368,4887,3769,807,183454,4663,23145,2327,30870,2545
"73","12073","Leon County, Florida",111033,2241,101740,2492,721,617,86736,2895,14283,1987,9293,1376
"74","12081","Manatee County, Florida",131890,3116,113903,3342,1010,451,95435,3458,17458,2438,17987,1905
"75","12083","Marion County, Florida",133098,3774,107874,3874,1743,690,92758,3740,13373,1908,25224,2753
"76","12085","Martin County, Florida",61546,2827,52938,2981,187,155,48219,2940,4532,1089,8608,1354
"77","12086","Miami-Dade County, Florida",839491,7623,668674,8479,6863,1399,578221,8535,83590,4906,170817,6152
"78","12087","Monroe County, Florida",26426,1659,21407,1871,110,110,17933,1769,3364,875,5019,1086
"79","12089","Nassau County, Florida",28272,1279,24369,1540,413,366,20252,1663,3704,1033,3903,936
"80","12091","Okaloosa County, Florida",73931,2326,64334,2416,329,262,59124,2284,4881,1079,9597,1566
"81","12095","Orange County, Florida",424191,6559,374871,6789,3211,1088,329523,6912,42137,4244,49320,3806
"82","12097","Osceola County, Florida",87201,4253,62227,3521,1525,890,52739,3646,7963,1848,24974,3145
"83","12099","Palm Beach County, Florida",530459,6166,455604,6200,4832,974,401422,6284,49350,3323,74855,3855
"84","12101","Pasco County, Florida",184123,4021,152758,4183,1664,643,138269,3992,12825,1635,31365,2714
"85","12103","Pinellas County, Florida",401197,5293,330166,5765,2350,589,298084,5597,29732,2515,71031,4249
"86","12105","Polk County, Florida",214500,5084,171437,4688,2667,745,138671,4147,30099,3004,43063,3132
"87","12107","Putnam County, Florida",25806,1609,18539,1462,415,309,15098,1441,3026,850,7267,1416
"88","12109","St. Johns County, Florida",77916,2377,69876,2584,433,275,64193,2547,5250,1349,8040,1395
"89","12111","St. Lucie County, Florida",104336,3783,85647,3716,766,435,77393,3762,7488,1623,18689,2618
"90","12113","Santa Rosa County, Florida",59584,1540,52632,2050,521,342,48235,1925,3876,938,6952,1487
"91","12115","Sarasota County, Florida",170628,3695,147967,4341,1051,459,131725,4419,15191,2097,22661,2430
"92","12117","Seminole County, Florida",148259,3964,136191,4079,991,505,127133,4196,8067,1335,12068,1826
"93","12119","Sumter County, Florida",49672,2586,44530,2476,635,397,39117,2398,4778,1155,5142,1247
"94","12127","Volusia County, Florida",200107,4635,170547,4822,1285,528,143224,4248,26038,2857,29560,2677
"95","13013","Barrow County, Georgia",23626,826,20758,1112,375,229,17638,1036,2745,768,2868,653
"96","13015","Bartow County, Georgia",34649,1388,28101,1720,446,294,24889,1800,2766,1067,6548,1291
"97","13021","Bibb County, Georgia",54441,2022,41066,1768,571,293,32281,1913,8214,1165,13375,1529
"98","13031","Bulloch County, Georgia",25010,1512,20083,1739,0,214,13579,1443,6504,1304,4927,1253
"99","13045","Carroll County, Georgia",40898,1086,33681,1621,489,410,29738,1735,3454,1075,7217,1211
"100","13047","Catoosa County, Georgia",24808,845,20461,1312,561,434,18156,1266,1744,708,4347,950
"101","13051","Chatham County, Georgia",103748,2533,85989,2969,383,267,75716,3094,9890,1427,17759,1930
"102","13057","Cherokee County, Georgia",76627,1956,70916,2083,326,287,66728,2214,3862,1266,5711,1221
"103","13059","Clarke County, Georgia",44541,1617,36805,1948,354,325,31018,1884,5433,1210,7736,1313
"104","13063","Clayton County, Georgia",89106,2118,77740,2284,590,302,62396,2480,14754,2041,11366,1575
"105","13067","Cobb County, Georgia",266851,3104,242064,3569,1435,678,216756,4208,23873,2693,24787,2934
"106","13073","Columbia County, Georgia",42147,1945,38389,2113,348,251,34547,2002,3494,1061,3758,976
"107","13077","Coweta County, Georgia",47841,1252,41174,1408,128,152,35425,1804,5621,1322,6667,1129
"108","13089","DeKalb County, Georgia",268239,4034,238489,4353,1320,514,204546,4155,32623,2921,29750,2762
"109","13095","Dougherty County, Georgia",34219,1632,26084,1705,94,105,20435,1760,5555,1243,8135,1156
"110","13097","Douglas County, Georgia",46770,1768,42253,2029,232,230,35775,1977,6246,1584,4517,1208
"111","13113","Fayette County, Georgia",37885,1172,34890,1183,129,165,33100,1121,1661,704,2995,939
"112","13115","Floyd County, Georgia",33099,1495,24967,1757,368,256,21309,1901,3290,1112,8132,1329
"113","13117","Forsyth County, Georgia",64465,1030,61057,1277,264,215,57441,1619,3352,938,3408,720
"114","13121","Fulton County, Georgia",379281,4751,330793,5182,1550,650,291334,5806,37909,3304,48488,3381
"115","13127","Glynn County, Georgia",31502,1702,25618,1898,111,134,22554,1920,2953,956,5884,1228
"116","13135","Gwinnett County, Georgia",269361,3943,250154,4317,1291,540,222023,4363,26840,2878,19207,2653
"117","13139","Hall County, Georgia",60937,1691,48383,1927,97,84,42168,1875,6118,1291,12554,1554
"118","13151","Henry County, Georgia",70852,1899,65914,1742,421,360,61222,2079,4271,1034,4938,1165
"119","13153","Houston County, Georgia",53186,1696,44405,1919,127,160,39069,2170,5209,1506,8781,1592
"120","13179","Liberty County, Georgia",22980,1050,20529,1139,451,368,16951,1138,3127,797,2451,688
"121","13185","Lowndes County, Georgia",40848,1006,32651,1527,259,219,26822,1713,5570,1297,8197,1289
"122","13215","Muscogee County, Georgia",71861,1863,57216,2079,207,207,47582,2146,9427,1547,14645,1715
"123","13217","Newton County, Georgia",33490,1362,29562,1276,406,273,26301,1508,2855,1025,3928,1003
"124","13223","Paulding County, Georgia",48447,1642,43246,1893,140,140,38578,2046,4528,1387,5201,1462
"125","13245","Richmond County, Georgia",70968,2388,54414,2890,193,161,45233,3106,8988,1488,16554,1907
"126","13247","Rockdale County, Georgia",29150,1147,24770,1414,234,198,20624,1492,3912,1020,4380,1127
"127","13285","Troup County, Georgia",24412,1162,19306,1271,0,214,16293,1304,3013,907,5106,1104
"128","13295","Walker County, Georgia",25077,1403,18073,1633,547,401,15896,1523,1630,689,7004,1352
"129","13297","Walton County, Georgia",28817,1160,24408,1610,71,112,21677,1390,2660,951,4409,1356
"130","13313","Whitfield County, Georgia",33892,1306,26545,1486,597,354,23154,1674,2794,889,7347,1250
"131","15001","Hawaii County, Hawaii",64929,2453,53404,2398,950,525,47015,2659,5439,1258,11525,1795
"132","15003","Honolulu County, Hawaii",308800,2879,271144,3286,1597,514,247711,3710,21836,2340,37656,2265
"133","15007","Kauai County, Hawaii",22386,966,18831,1036,1152,460,16230,1098,1449,489,3555,682
"134","15009","Maui County, Hawaii",53946,1937,45601,1811,483,338,40919,1811,4199,1053,8345,1108
"135","16001","Ada County, Idaho",155434,2338,142472,3022,2383,839,122800,3818,17289,3073,12962,1934
"136","16005","Bannock County, Idaho",30265,1052,27111,1244,95,115,22383,1256,4633,1048,3154,745
"137","16019","Bonneville County, Idaho",36806,1008,31706,1443,287,225,26573,1544,4846,1126,5100,964
"138","16027","Canyon County, Idaho",65923,1603,56940,2022,1243,469,44527,2247,11170,1722,8983,1434
"139","16055","Kootenai County, Idaho",55836,1867,49833,2209,566,393,43422,1977,5845,1496,6003,1383
"140","16083","Twin Falls County, Idaho",28811,1164,24648,1489,615,394,20800,1519,3233,792,4163,817
"141","17001","Adams County, Illinois",27182,839,20932,1112,662,318,18082,1225,2188,536,6250,913
"142","17019","Champaign County, Illinois",78521,1981,69271,2221,295,205,62637,2285,6339,1082,9250,1452
"143","17031","Cook County, Illinois",1939894,9336,1600644,11601,17983,1620,1396836,12054,185825,7007,339250,8151
"144","17037","DeKalb County, Illinois",37526,1219,32751,1429,240,188,30035,1400,2476,900,4775,914
"145","17043","DuPage County, Illinois",338778,2510,307624,2713,2611,593,277668,3416,27345,2618,31154,2183
"146","17089","Kane County, Illinois",171973,2081,151357,2833,1777,963,137607,3245,11973,1905,20616,2158
"147","17091","Kankakee County, Illinois",41822,1194,34023,1536,745,395,28457,1749,4821,932,7799,1203
"148","17093","Kendall County, Illinois",37663,1698,36031,1834,28,43,35278,1789,725,453,1632,786
"149","17097","Lake County, Illinois",244935,2134,220892,3071,1031,369,201528,2935,18333,1969,24043,2214
"150","17099","LaSalle County, Illinois",43647,1407,35007,1619,455,239,30324,1712,4228,885,8640,1078
"151","17111","McHenry County, Illinois",109032,1571,98639,2088,682,402,92395,2086,5562,1031,10393,1434
"152","17113","McLean County, Illinois",65231,1521,58311,1957,367,269,51568,2093,6376,1195,6920,1005
"153","17115","Macon County, Illinois",44965,1153,35715,1247,678,461,30445,1492,4592,1078,9250,978
"154","17119","Madison County, Illinois",107186,2049,88722,2328,853,363,79950,2537,7919,1249,18464,1766
"155","17143","Peoria County, Illinois",75671,1547,60175,2019,802,399,51442,1924,7931,1216,15496,1547
"156","17161","Rock Island County, Illinois",59810,1398,49552,1584,1118,449,42917,1803,5517,1059,10258,1290
"157","17163","St. Clair County, Illinois",103920,2113,75509,2582,662,307,66378,2566,8469,1366,28411,2299
"158","17167","Sangamon County, Illinois",82761,1604,73047,1796,834,351,64039,1835,8174,1442,9714,1098
"159","17179","Tazewell County, Illinois",54161,1252,45376,1513,410,233,39619,1581,5347,1190,8785,962
"160","17183","Vermilion County, Illinois",31482,1041,21782,1255,499,304,17792,1311,3491,886,9700,1186
"161","17197","Will County, Illinois",223508,2212,197299,2555,1301,416,179291,2933,16707,2039,26209,2098
"162","17199","Williamson County, Illinois",26724,1321,19216,1340,572,385,17156,1300,1488,517,7508,1214
"163","17201","Winnebago County, Illinois",113248,2138,93008,2684,1390,543,81739,2617,9879,1389,20240,1738
"164","18003","Allen County, Indiana",142535,1568,121243,1783,1437,523,102578,2491,17228,2201,21292,1930
"165","18005","Bartholomew County, Indiana",30359,991,24275,1507,222,145,21946,1563,2107,751,6084,1183
"166","18019","Clark County, Indiana",42192,1509,35679,1628,583,382,30133,1603,4963,1030,6513,989
"167","18035","Delaware County, Indiana",46431,1562,37692,1889,590,296,31103,1754,5999,1209,8739,1070
"168","18039","Elkhart County, Indiana",71056,1478,56964,1898,1126,552,48972,2194,6866,1240,14092,1674
"169","18043","Floyd County, Indiana",28343,994,22742,1338,377,266,20006,1401,2359,596,5601,1046
"170","18053","Grant County, Indiana",27003,968,20802,1201,334,275,15025,1257,5443,1196,6201,999
"171","18057","Hamilton County, Indiana",107904,1676,101010,1993,867,441,94494,2013,5649,1373,6894,1364
"172","18059","Hancock County, Indiana",26072,1241,22677,1322,0,190,20316,1364,2361,995,3395,754
"173","18063","Hendricks County, Indiana",55273,1018,50115,1410,1092,590,45081,1700,3942,1028,5158,1033
"174","18067","Howard County, Indiana",34435,1253,28007,1499,333,246,24240,1601,3434,816,6428,1078
"175","18081","Johnson County, Indiana",52838,1423,45991,1978,678,344,41135,2106,4178,873,6847,1393
"176","18085","Kosciusko County, Indiana",28649,1345,22488,1440,759,341,18714,1464,3015,811,6161,1022
"177","18089","Lake County, Indiana",186553,1860,152346,2760,1887,516,129962,2912,20497,2197,34207,2336
"178","18091","LaPorte County, Indiana",42746,1264,34286,1706,608,349,27751,1671,5927,1262,8460,1297
"179","18095","Madison County, Indiana",51877,1675,39066,1728,435,258,33125,1810,5506,1016,12811,1531
"180","18097","Marion County, Indiana",361596,4466,292350,5209,2950,703,248247,5171,41153,3163,69246,3565
"181","18105","Monroe County, Indiana",53577,1856,47216,2145,355,247,39652,2164,7209,1330,6361,1120
"182","18109","Morgan County, Indiana",25704,701,22048,993,318,253,18095,1058,3635,749,3656,778
"183","18127","Porter County, Indiana",62471,1239,53998,1631,1042,417,48539,1940,4417,1090,8473,1298
"184","18141","St. Joseph County, Indiana",103404,1732,84241,2261,1499,468,69985,2608,12757,1649,19163,1700
"185","18157","Tippecanoe County, Indiana",68442,1608,62722,2030,948,610,51293,2471,10481,2062,5720,1188
"186","18163","Vanderburgh County, Indiana",72659,1970,56054,2268,894,422,48195,2236,6965,1342,16605,1695
"187","18167","Vigo County, Indiana",39311,1727,31275,1656,518,236,25515,1820,5242,1022,8036,1253
"188","18177","Wayne County, Indiana",27425,1003,20454,1285,271,179,15333,1311,4850,1007,6971,1105
"189","19013","Black Hawk County, Iowa",52312,1129,43353,1498,286,192,39990,1456,3077,742,8959,1303
"190","19049","Dallas County, Iowa",27287,682,25423,781,319,261,22616,1037,2488,709,1864,436
"191","19061","Dubuque County, Iowa",36801,928,30779,1130,469,263,27282,1218,3028,714,6022,847
"192","19103","Johnson County, Iowa",55807,1201,51809,1580,274,198,46678,1809,4857,1239,3998,1026
"193","19113","Linn County, Iowa",87137,1502,75300,1947,936,463,66887,2219,7477,1320,11837,1364
"194","19153","Polk County, Iowa",178026,2493,156853,2820,1955,574,137661,3197,17237,2313,21173,1885
"195","19155","Pottawattamie County, Iowa",36249,1074,30073,1388,794,346,25559,1203,3720,864,6176,890
"196","19163","Scott County, Iowa",67314,1348,55791,1859,1062,413,47785,1848,6944,1123,11523,1370
"197","19169","Story County, Iowa",36340,814,33866,1007,266,175,29513,1356,4087,995,2474,629
"198","19193","Woodbury County, Iowa",38812,882,30123,1362,758,393,24047,1518,5318,1154,8689,1141
"199","20015","Butler County, Kansas",24308,812,20801,1024,451,266,18500,1040,1850,601,3507,727
"200","20045","Douglas County, Kansas",42470,1568,39345,1825,149,182,35342,1832,3854,1146,3125,878
"201","20091","Johnson County, Kansas",220432,1674,206314,2538,1253,681,192660,2600,12401,1919,14118,1602
"202","20103","Leavenworth County, Kansas",27311,892,24223,1125,303,197,21370,1206,2550,735,3088,653
"203","20161","Riley County, Kansas",26776,1042,24657,1138,0,170,21004,1429,3653,1164,2119,644
"204","20173","Sedgwick County, Kansas",192654,2721,157681,2924,1640,506,133129,3541,22912,2509,34973,3110
"205","01003","Baldwin County, Alabama",70259,2730,58628,2730,1194,794,46615,2664,10819,1953,11631,1900
"206","01015","Calhoun County, Alabama",43851,1874,34444,2199,496,339,28770,2048,5178,1168,9407,1364
"207","01043","Cullman County, Alabama",32225,1220,24370,1521,840,390,18707,1638,4823,1061,7855,1211
"208","01049","DeKalb County, Alabama",22754,1532,14796,1563,100,136,9961,1295,4735,1132,7958,1401
"209","01051","Elmore County, Alabama",28292,1265,23882,1502,268,208,20881,1615,2733,800,4410,974
"210","01055","Etowah County, Alabama",40135,1398,30164,1428,278,263,23381,1588,6505,1108,9971,1166
"211","01069","Houston County, Alabama",40448,776,29766,966,1318,416,24540,894,3908,487,10682,762
"212","01073","Jefferson County, Alabama",257398,4051,205820,4609,1741,620,168237,4399,35842,3132,51578,2882
"213","01077","Lauderdale County, Alabama",39433,1143,30595,1690,974,450,24211,1966,5410,1213,8838,1494
"214","01081","Lee County, Alabama",56840,1864,48038,2038,102,126,41625,2446,6311,1667,8802,1674
"215","01083","Limestone County, Alabama",32879,1013,25818,1319,194,196,21126,1667,4498,1218,7061,1141
"216","01089","Madison County, Alabama",137072,2423,119185,3288,1292,546,103855,3430,14038,1995,17887,2252
"217","01095","Marshall County, Alabama",33738,1383,24249,1607,553,397,19388,1617,4308,973,9489,1177
"218","01097","Mobile County, Alabama",148025,3155,110389,3599,1444,551,91115,3364,17830,2066,37636,2800
"219","01101","Montgomery County, Alabama",87996,2275,71835,2515,357,289,63250,2754,8228,1550,16161,1718
"220","01103","Morgan County, Alabama",46779,1340,36259,1784,994,427,30239,1921,5026,1180,10520,1534
"221","01115","St. Clair County, Alabama",31769,1447,27037,1644,216,155,21825,1766,4996,1323,4732,1036
"222","01117","Shelby County, Alabama",73694,1900,66474,2119,398,247,59327,2376,6749,1372,7220,1348
"223","01121","Talladega County, Alabama",31598,1227,23280,1639,547,328,18687,1690,4046,1008,8318,1231
"224","01125","Tuscaloosa County, Alabama",69291,2168,53495,2645,335,221,47529,2721,5631,1123,15796,1833
"225","01127","Walker County, Alabama",24963,1199,16819,1305,488,345,12058,1244,4273,1045,8144,1198
"226","02020","Anchorage Municipality, Alaska",103445,2136,95298,2604,744,394,86779,2900,7775,1607,8147,1404
"227","02090","Fairbanks North Star Borough, Alaska",34056,1790,30844,1947,215,177,24714,2085,5915,1344,3212,871
"228","02170","Matanuska-Susitna Borough, Alaska",30272,818,27587,865,211,138,24983,984,2393,467,2685,437
"229","04001","Apache County, Arizona",17948,977,8887,921,36,60,6315,903,2536,622,9061,820
"230","04003","Cochise County, Arizona",48368,2081,40010,2251,231,157,35159,2193,4620,1005,8358,1442
"231","04005","Coconino County, Arizona",49002,1749,42595,2105,355,208,35728,2156,6512,1284,6407,1153
"232","04013","Maricopa County, Arizona",1425393,8881,1225889,9642,8944,1500,1082253,9981,134692,6350,199504,6399
"233","04015","Mohave County, Arizona",81257,3401,66379,3669,1133,535,56855,3328,8391,1512,14878,1822
"234","04017","Navajo County, Arizona",34147,1628,24457,1521,562,243,19659,1405,4236,761,9690,1008
"235","04019","Pima County, Arizona",391975,4189,335758,5114,4285,899,289277,5420,42196,3093,56217,3519
"236","04021","Pinal County, Arizona",128036,3708,103534,3437,1277,476,90159,3431,12098,1784,24502,2619
"237","04025","Yavapai County, Arizona",91064,2727,76747,3039,1397,665,65997,3363,9353,1912,14317,1785
"238","04027","Yuma County, Arizona",69744,2456,53276,2643,1753,787,44269,2497,7254,1342,16468,1758
"239","05007","Benton County, Arkansas",82644,2255,71969,2304,311,269,47126,2075,24532,2097,10675,1426
"240","05031","Craighead County, Arkansas",37827,1212,31317,1506,116,139,26750,1679,4451,1087,6510,1287
"241","05045","Faulkner County, Arkansas",42636,1417,36815,1654,578,330,30846,1746,5391,1144,5821,1012
"242","05051","Garland County, Arkansas",41865,1734,33525,2143,984,515,26834,1984,5707,1414,8340,1442
"243","05069","Jefferson County, Arkansas",27960,1291,21446,1322,402,326,15190,1420,5854,1116,6514,895
"244","05085","Lonoke County, Arkansas",24779,1186,21380,1355,105,104,17097,1290,4178,1052,3399,769
"245","05119","Pulaski County, Arkansas",148694,3381,120122,3595,1655,707,101957,3370,16510,2411,28572,3055
"246","05125","Saline County, Arkansas",41004,1235,33971,1711,651,391,27163,1620,6157,1201,7033,1336
"247","05131","Sebastian County, Arkansas",50095,1205,37587,1630,597,422,31410,1676,5580,1204,12508,1487
"248","05143","Washington County, Arkansas",81198,2085,70761,2576,432,334,59682,2682,10647,1765,10437,1737
"249","05145","White County, Arkansas",29038,1153,22755,1609,264,194,16886,1385,5605,1291,6283,1098
"250","06001","Alameda County, California",555909,3185,498975,4123,3129,711,452544,4994,43302,3557,56934,3145
"251","06007","Butte County, California",85158,1861,72436,2310,986,406,63896,2084,7554,1176,12722,1431
"252","06013","Contra Costa County, California",382356,2597,348625,4033,2995,916,316495,4186,29135,2616,33731,2809
"253","06017","El Dorado County, California",66751,2444,58794,2424,880,442,51584,2793,6330,1450,7957,1513
"254","06019","Fresno County, California",293517,3025,231198,3874,5139,1315,192234,4954,33825,3122,62319,3325
"255","06023","Humboldt County, California",53191,1624,45659,1864,537,347,39576,1938,5546,1287,7532,1104
"256","06025","Imperial County, California",47430,1637,37860,1840,231,170,30055,1911,7574,1397,9570,1304
"257","06029","Kern County, California",257183,3334,202385,4422,3591,1023,174141,4750,24653,2586,54798,3444
"258","06031","Kings County, California",41813,1167,32753,1718,139,147,27411,1567,5203,1079,9060,1304
"259","20177","Shawnee County, Kansas",70732,1532,57881,2089,1014,459,49986,2174,6881,1374,12851,1496
"260","20209","Wyandotte County, Kansas",57141,1478,43839,1837,456,234,33995,1679,9388,1308,13302,1318
"261","21015","Boone County, Kentucky",45559,985,40876,1414,381,302,37403,1624,3092,919,4683,972
"262","21029","Bullitt County, Kentucky",27796,901,24247,1153,192,168,21953,1322,2102,710,3549,775
"263","21037","Campbell County, Kentucky",34947,1460,29364,1538,173,143,26343,1642,2848,717,5583,860
"264","21047","Christian County, Kentucky",24344,1455,18361,1560,91,111,14555,1425,3715,945,5983,1010
"265","21059","Daviess County, Kentucky",38210,1038,30108,1506,346,240,26447,1639,3315,958,8102,1106
"266","21067","Fayette County, Kentucky",125138,2330,109418,2641,501,346,96088,3073,12829,1964,15720,1889
"267","21093","Hardin County, Kentucky",41187,1438,36063,1600,319,271,32166,1714,3578,1051,5124,1086
"268","21111","Jefferson County, Kentucky",309533,2892,253780,3326,1791,659,223516,3751,28473,2544,55753,3283
"269","21117","Kenton County, Kentucky",61930,1554,53558,1665,354,196,47722,1657,5482,1157,8372,1164
"270","21145","McCracken County, Kentucky",25886,1469,19811,1602,123,153,17172,1447,2516,773,6075,1012
"271","21151","Madison County, Kentucky",32298,1006,27273,1277,310,209,23149,1376,3814,984,5025,977
"272","21195","Pike County, Kentucky",25658,1154,19136,1216,238,205,16329,1280,2569,736,6522,833
