"","GEOID","NAME","B28011_001E","B28011_001M","B28011_002E","B28011_002M","B28011_003E","B28011_003M","B28011_004E","B28011_004M","B28011_005E","B28011_005M","B28011_006E","B28011_006M","B28011_007E","B28011_007M","B28011_008E","B28011_008M"
"502","37051","Cumberland County, North Carolina",129898,1813,118836,2101,105,165,104428,2252,5138,964,883,489,2190,643,8872,979
"503","37057","Davidson County, North Carolina",66245,2124,57818,2572,0,224,50968,2802,2519,1027,717,552,1394,718,7033,1586
"504","37063","Durham County, North Carolina",138497,2458,129305,3621,0,224,115573,4450,5878,1471,814,633,3537,1180,5655,1531
"505","37067","Forsyth County, North Carolina",155985,2725,141745,3351,283,190,125459,3856,8351,1697,2241,1008,3548,1085,10692,1949
"506","37069","Franklin County, North Carolina",26689,1191,23554,1521,147,189,17704,1551,2513,895,437,342,789,486,2346,784
"507","37071","Gaston County, North Carolina",93913,1561,80570,2274,24,42,70193,2316,6561,1387,678,373,3668,1059,9675,1680
"508","37081","Guilford County, North Carolina",212574,3591,195864,4196,126,150,171223,4135,13835,2180,1265,593,5324,1393,11386,2051
"509","37085","Harnett County, North Carolina",49555,932,39789,1581,68,72,33694,1576,3435,812,274,164,3797,1011,5969,975
"510","37089","Henderson County, North Carolina",50136,1729,44811,2031,47,78,37958,2065,4049,1069,817,647,1449,660,3876,1273
"511","37097","Iredell County, North Carolina",73434,1555,69565,1867,133,219,60887,2292,4101,1033,253,174,731,421,3138,746
"512","37101","Johnston County, North Carolina",82113,1827,71624,2523,0,224,59926,3292,6365,2072,895,631,849,540,9640,1859
"513","37109","Lincoln County, North Carolina",36361,980,33219,1116,0,224,29272,1448,3064,813,67,119,834,410,2308,754
"514","37119","Mecklenburg County, North Carolina",458344,3745,427325,5349,361,280,382789,5789,18850,2322,3530,1007,6989,1764,24030,2699
"515","37125","Moore County, North Carolina",43554,1598,38181,2008,77,132,32033,2181,4820,1444,675,485,772,558,4601,1402
"516","37127","Nash County, North Carolina",38029,1302,32312,1852,309,406,25522,2003,3484,1020,198,161,393,317,5324,1261
"517","37129","New Hanover County, North Carolina",103762,2532,95750,3154,37,63,87039,3710,5775,1632,1005,920,3462,1647,4550,1431
"518","37133","Onslow County, North Carolina",73121,2635,66287,3030,14,24,57979,3604,3246,1111,274,264,2164,1205,4670,1769
"519","37135","Orange County, North Carolina",56263,1978,52145,2120,77,126,45237,2534,3579,1288,214,203,1645,780,2473,934
"520","37147","Pitt County, North Carolina",75578,1506,62985,2479,101,112,46538,3228,2151,844,425,415,3914,1309,8679,1754
"521","37151","Randolph County, North Carolina",55948,1599,49479,2104,41,70,40473,2309,2280,823,370,341,749,496,5720,1339
"522","37155","Robeson County, North Carolina",43529,720,32723,1146,86,113,22907,1236,3320,808,673,264,1202,393,9604,1088
"523","37157","Rockingham County, North Carolina",38481,1437,31255,1991,0,224,26016,2140,2747,765,201,184,889,749,6337,1517
"524","37159","Rowan County, North Carolina",57024,1888,51362,1938,117,156,43828,2503,3026,1103,394,354,913,521,4749,1115
"525","37171","Surry County, North Carolina",30317,965,26320,1268,0,224,22106,1409,1735,616,265,221,993,505,3004,699
"526","37179","Union County, North Carolina",83407,1084,78727,1447,153,225,68879,2109,6651,1451,598,500,764,355,3916,1137
"527","37183","Wake County, North Carolina",439911,4545,417905,4954,394,308,383032,5650,30118,3621,2328,868,7705,1875,14301,2613
"528","37191","Wayne County, North Carolina",46932,1466,41570,1805,0,224,32333,2051,1737,653,257,215,783,508,4579,1087
"529","37193","Wilkes County, North Carolina",26770,1302,22768,1561,0,224,18803,1733,806,469,377,410,185,235,3817,1019
"530","37195","Wilson County, North Carolina",32868,1009,26937,1663,0,224,23627,1847,1356,570,23,41,727,584,5204,1254
"531","38015","Burleigh County, North Dakota",39295,1331,35024,1441,6,10,31208,1544,1192,522,17,28,891,378,3380,753
"532","38017","Cass County, North Dakota",83761,1254,75651,2467,55,93,63592,3048,5194,1618,604,431,3431,1223,4679,1621
"533","38035","Grand Forks County, North Dakota",31152,1133,27351,1442,19,25,22293,1374,2074,775,204,159,2210,794,1591,530
"534","38101","Ward County, North Dakota",28795,1376,25414,1197,71,118,23603,1266,923,497,49,81,1599,817,1782,638
"535","39003","Allen County, Ohio",41021,1131,36398,1424,26,47,31706,1715,3145,812,547,338,704,427,3919,884
"536","39007","Ashtabula County, Ohio",39915,1458,34212,1503,13,23,27832,1470,3196,927,459,238,1115,582,4588,1068
"537","39013","Belmont County, Ohio",26949,1150,22767,1311,129,147,16913,1282,1452,623,220,179,396,241,3786,821
"538","39017","Butler County, Ohio",146057,1908,133366,2250,109,135,117726,2864,7999,1702,1237,679,2711,805,9980,1434
"539","39023","Clark County, Ohio",57013,1188,51397,1455,88,117,40912,1727,3668,817,242,227,1684,678,3932,753
"540","39025","Clermont County, Ohio",84219,1128,76319,1992,78,93,67093,2424,3298,989,329,238,1520,735,6380,1327
"541","39029","Columbiana County, Ohio",41047,1591,35018,1626,82,121,24952,1833,3841,971,1480,650,1047,485,4982,1003
"542","39035","Cuyahoga County, Ohio",557572,3771,492481,5028,1052,446,415944,6064,32517,2965,4372,1037,13779,2045,51312,3574
"543","39041","Delaware County, Ohio",80640,1159,78567,1270,50,69,72259,1623,4532,1209,567,334,832,369,1241,456
"544","39043","Erie County, Ohio",32926,1361,27463,1776,107,126,23453,1803,2676,1000,95,114,2684,1070,2779,856
"545","39045","Fairfield County, Ohio",59818,932,54718,1441,0,204,47620,1857,2397,761,722,438,900,519,4200,1107
"546","39049","Franklin County, Ohio",549475,3510,512508,4740,340,277,460312,5620,18855,2341,1957,674,7655,1493,29312,3068
"547","39055","Geauga County, Ohio",35431,949,31750,1149,20,34,27059,1266,2039,598,243,193,619,385,3062,641
"548","39057","Greene County, Ohio",67822,1311,62123,1748,246,343,53085,1926,4562,1216,534,309,1351,511,4348,1134
"549","39061","Hamilton County, Ohio",353674,3201,321672,4374,1025,525,289664,5138,15171,2340,1881,996,7174,1697,24828,2641
"550","39063","Hancock County, Ohio",31951,868,28705,1216,0,204,24313,1524,2807,862,225,230,659,323,2587,801
"551","39085","Lake County, Ohio",99990,1627,92519,2035,186,299,81999,2039,5224,878,774,396,1909,699,5562,976
"552","39089","Licking County, Ohio",67761,1343,62624,1745,316,320,52541,2053,4248,883,644,597,504,307,4633,870
"553","39093","Lorain County, Ohio",124879,2222,109317,2561,373,227,96344,2875,6189,1235,617,362,6435,1683,9127,1455
"554","39095","Lucas County, Ohio",184315,2369,163759,3143,51,86,143055,3602,8817,1419,1081,597,4648,1134,15908,1983
"555","39099","Mahoning County, Ohio",98924,1679,85085,2351,135,146,70024,2860,4597,1109,339,228,2044,614,11795,1503
"556","39101","Marion County, Ohio",24692,982,21690,1059,64,103,17243,1171,1668,653,180,165,818,517,2184,735
"557","39103","Medina County, Ohio",72233,1130,66184,1533,102,120,57496,2051,3637,871,3223,1223,1262,499,4787,920
"558","39109","Miami County, Ohio",43896,1025,39095,1476,142,148,33190,1855,2833,814,160,164,1008,557,3793,1057
"559","39113","Montgomery County, Ohio",226787,3159,205758,3645,468,282,179484,4082,12375,1278,1330,511,4334,1121,16695,1837
"560","39119","Muskingum County, Ohio",33876,1324,28997,1378,0,204,22704,1675,2069,647,207,161,587,371,4292,1028
"561","39133","Portage County, Ohio",63096,2118,54966,2416,863,814,46853,2507,3631,943,498,395,2293,950,5837,1397
"562","39139","Richland County, Ohio",49536,1560,41847,2024,119,146,36466,2251,2857,887,182,172,607,385,7082,1362
"563","39141","Ross County, Ohio",30550,843,26357,1346,220,210,22732,1754,989,400,82,137,591,492,3602,984
"564","39145","Scioto County, Ohio",27496,1254,23930,1369,53,97,19974,1551,2049,681,69,66,642,322,2924,762
"565","39151","Stark County, Ohio",156111,2105,133128,2929,469,310,113276,3276,8574,1543,673,348,8940,1637,14043,1686
"566","39153","Summit County, Ohio",229060,2622,208620,2954,175,142,182945,3293,9765,1495,1316,503,4810,1111,15630,1864
"567","39155","Trumbull County, Ohio",84911,1859,71257,2327,465,262,57872,2686,4005,852,412,250,2305,860,11349,1467
"568","39157","Tuscarawas County, Ohio",38684,747,33121,998,139,167,24639,1523,2678,791,451,357,873,434,4690,935
"569","39165","Warren County, Ohio",89396,1950,84770,2614,286,218,76225,2807,3881,1041,628,547,1364,647,3262,1366
"570","39169","Wayne County, Ohio",44215,1592,36325,1963,296,268,29316,1899,2415,672,91,80,1061,468,6829,1124
"571","39173","Wood County, Ohio",54012,1310,50038,1691,212,188,42007,1963,4990,900,370,354,1173,459,2801,803
"572","40017","Canadian County, Oklahoma",57753,1305,53291,1631,147,172,45615,1889,4743,1166,245,201,1019,503,3443,1248
"573","40027","Cleveland County, Oklahoma",116142,1738,107813,2070,247,219,91547,2830,5047,979,392,271,3177,940,5152,1406
"574","40031","Comanche County, Oklahoma",44822,1572,40408,1657,168,180,32030,1683,4416,873,587,335,1149,660,3265,862
"575","40037","Creek County, Oklahoma",28339,452,24757,651,33,55,18010,846,2552,495,439,259,548,247,3034,539
"576","40101","Muskogee County, Oklahoma",25965,673,19379,911,0,172,14849,1193,2093,619,381,295,2605,691,3981,620
"577","40109","Oklahoma County, Oklahoma",324819,3451,297847,3930,108,104,242395,5099,18619,2457,2658,754,6498,1528,20474,2436
"578","40119","Payne County, Oklahoma",31537,1554,28354,1631,149,173,20154,1573,3915,1088,545,361,1584,564,1599,605
"579","40125","Pottawatomie County, Oklahoma",26650,684,23497,859,0,172,15733,984,2303,502,515,251,524,240,2629,545
"580","40131","Rogers County, Oklahoma",35815,626,31876,847,36,57,23825,965,4400,645,780,353,469,229,3470,604
"581","40143","Tulsa County, Oklahoma",270263,1542,245681,2018,149,160,205217,2814,13657,1363,2026,538,5049,908,19533,1407
"582","40145","Wagoner County, Oklahoma",30502,559,27792,624,237,169,21952,873,2485,603,621,352,591,279,2119,511
"583","41003","Benton County, Oregon",39350,903,35693,1349,86,141,31845,1661,3583,1110,133,140,2088,839,1569,543
"584","41005","Clackamas County, Oregon",161945,2067,153803,2499,48,81,135324,3201,9218,1643,1073,552,3665,929,4477,1124
"585","41017","Deschutes County, Oregon",83763,2592,78035,2833,0,214,64177,3518,6810,1849,752,400,1661,961,4067,1555
"586","41019","Douglas County, Oregon",45981,1176,40143,1550,71,114,32266,1939,4084,943,325,248,589,472,5249,1307
"587","41029","Jackson County, Oregon",90817,1850,80625,2409,190,254,66315,2787,7094,1700,1260,907,3887,1260,6305,1504
"588","41033","Josephine County, Oregon",36755,1155,32998,1412,145,149,23798,1776,4457,1233,438,370,372,246,3385,1045
"589","41035","Klamath County, Oregon",28888,1116,24793,1520,35,59,19371,1672,3322,866,167,177,1050,544,3045,863
"590","41039","Lane County, Oregon",160158,1736,148580,2387,392,202,123383,3247,11014,1749,2155,905,3753,1064,7825,1225
"591","41043","Linn County, Oregon",51347,743,46346,1434,50,53,38414,1893,2510,688,1208,689,1311,846,3690,1009
"592","41047","Marion County, Oregon",124719,2010,115161,2778,391,371,95987,3386,9553,1665,1220,627,2505,1074,7053,1676
"593","41051","Multnomah County, Oregon",348216,3420,324830,3769,466,289,286000,4471,13237,1990,2857,888,7167,1884,16219,2184
"594","41053","Polk County, Oregon",33425,797,30516,1188,130,160,25285,1410,3437,956,72,111,881,402,2028,819
"595","41059","Umatilla County, Oregon",27247,1324,21622,1627,76,129,15575,1936,3604,1015,378,405,2391,836,3234,856
"596","41067","Washington County, Oregon",233615,1719,221668,2641,389,289,200770,3571,8074,1362,1191,723,5156,1234,6791,1413
"597","41071","Yamhill County, Oregon",38988,829,35490,1226,110,186,28514,1713,3417,1013,851,486,1585,721,1913,575
"598","42001","Adams County, Pennsylvania",39986,1008,35137,1551,349,294,29065,1683,1885,514,278,242,842,387,4007,1058
"599","42003","Allegheny County, Pennsylvania",545892,4679,495827,5251,749,331,443027,5501,14819,1816,2281,690,9282,1552,40783,3383
"600","42005","Armstrong County, Pennsylvania",27796,778,23158,1117,248,260,19042,1090,1781,399,894,369,977,358,3661,684
"601","42007","Beaver County, Pennsylvania",71450,1758,62360,1963,111,74,53684,2108,2551,754,222,143,1619,639,7471,1118
"602","42011","Berks County, Pennsylvania",164312,2001,145808,2764,527,313,122359,3119,8437,1751,1694,673,2849,811,15655,1802
"603","42013","Blair County, Pennsylvania",49795,1439,43515,1558,223,143,36921,1669,2959,836,335,240,690,293,5590,867
"604","42017","Bucks County, Pennsylvania",248122,1700,233093,2404,372,263,209691,3211,7440,1388,607,325,3563,1204,11466,1627
"605","42019","Butler County, Pennsylvania",81220,1219,73324,1521,39,46,64075,1990,2764,882,523,280,1260,456,6636,993
"606","42021","Cambria County, Pennsylvania",55283,1507,47548,1865,67,52,38727,1603,3664,891,1236,623,1039,391,6696,918
"607","42025","Carbon County, Pennsylvania",26810,1390,24279,1620,126,172,21675,1708,797,442,293,248,117,100,2414,896
"608","42027","Centre County, Pennsylvania",57518,1860,50294,2019,210,211,43883,2328,2355,740,780,594,2408,954,4816,1091
"609","42029","Chester County, Pennsylvania",204047,1763,191735,2294,280,211,175041,3175,6495,1403,867,525,2827,983,9485,1584
"610","42033","Clearfield County, Pennsylvania",31570,1077,26313,1278,304,321,20214,1240,2241,523,224,125,482,231,4775,805
"611","42039","Crawford County, Pennsylvania",32896,1236,27962,1293,8,14,20551,1344,2821,666,431,407,437,214,4497,682
"612","42041","Cumberland County, Pennsylvania",104768,1675,96995,1923,364,256,85278,2250,3474,868,720,361,2188,796,5585,1138
"613","42043","Dauphin County, Pennsylvania",120423,1641,107843,2104,141,123,95161,2444,3393,1034,1210,639,4004,1124,8576,1348
"614","42045","Delaware County, Pennsylvania",218280,2108,204843,2580,187,189,179463,3209,8246,1484,1102,631,2543,734,10894,1418
"615","42049","Erie County, Pennsylvania",110561,2006,96203,3063,224,172,79956,2992,5123,1098,1321,561,2812,876,11546,1910
"616","42051","Fayette County, Pennsylvania",55986,1422,47719,1644,91,100,40769,1968,2983,1033,537,380,1048,480,7219,1073
"617","42055","Franklin County, Pennsylvania",62081,1420,54526,1955,103,133,45870,1971,3955,1171,447,286,935,454,6620,1217
"618","42063","Indiana County, Pennsylvania",32956,1316,26542,1560,277,205,20304,1540,2988,801,419,214,1217,516,5197,782
"619","42069","Lackawanna County, Pennsylvania",88294,1840,77295,2280,90,152,64179,2234,3597,738,728,414,2084,772,8915,1585
"620","42071","Lancaster County, Pennsylvania",210063,1967,184313,2832,325,252,155584,3598,8124,1776,1889,828,4321,1081,21429,2285
"621","42073","Lawrence County, Pennsylvania",36286,968,31383,1227,81,70,25710,1481,1662,405,179,159,562,295,4341,916
"622","42075","Lebanon County, Pennsylvania",54906,1278,48020,1644,38,64,38493,1923,2685,843,956,589,1430,632,5456,1135
"623","42077","Lehigh County, Pennsylvania",141505,1666,124211,2777,460,282,103937,3701,5417,1457,769,475,4273,1174,13021,1889
"624","42079","Luzerne County, Pennsylvania",134132,2350,117267,2895,429,296,94248,3129,7932,1385,1113,437,2775,833,14090,1542
"625","42081","Lycoming County, Pennsylvania",47022,1194,41029,1379,128,72,31958,1586,2695,932,383,329,1879,801,4114,741
"626","42085","Mercer County, Pennsylvania",46701,985,39148,1463,148,79,31033,1667,2365,654,308,219,725,362,6828,1127
"627","42089","Monroe County, Pennsylvania",65907,2309,61038,2803,58,103,54427,3157,3207,1313,620,589,805,578,4064,1236
"628","42091","Montgomery County, Pennsylvania",335248,2331,316464,3250,132,134,287134,3569,10774,1813,1339,621,4667,1206,14117,2023
"629","42095","Northampton County, Pennsylvania",122615,1475,110354,1939,534,315,96854,2751,6969,1496,505,253,3390,1113,8871,1508
"630","42097","Northumberland County, Pennsylvania",37823,1020,31213,1684,281,203,25596,1592,1950,567,351,253,466,224,6144,1125
"631","42101","Philadelphia County, Pennsylvania",660921,5390,574235,7736,1051,633,474372,7586,43663,5146,5423,1649,26538,4194,60148,5222
"632","42107","Schuylkill County, Pennsylvania",58212,1535,49334,1609,164,116,41066,1847,3645,977,263,233,446,233,8432,1072
"633","42111","Somerset County, Pennsylvania",29115,1098,23432,1082,164,101,16230,1188,1716,464,504,185,677,357,5006,747
"634","42125","Washington County, Pennsylvania",88544,1808,79379,1943,133,100,67683,2191,3072,843,373,281,959,468,8206,1046
"635","42129","Westmoreland County, Pennsylvania",154810,1886,135795,2453,235,157,114022,3208,6043,1183,1062,497,2541,744,16474,1822
"636","42133","York County, Pennsylvania",178898,1648,160928,2616,352,277,131399,2953,8608,1641,1116,438,3243,970,14727,1865
"637","44003","Kent County, Rhode Island",73182,1154,66059,1814,85,115,56921,2185,2111,897,115,141,1484,882,5639,1299
"638","44005","Newport County, Rhode Island",38311,1242,35676,1458,0,232,31670,1624,1342,535,422,353,226,189,2409,694
"639","44007","Providence County, Rhode Island",254178,3157,228743,3934,231,294,195014,4784,8675,1900,675,473,5587,1507,19848,2611
"640","44009","Washington County, Rhode Island",54044,1863,51382,1888,337,342,43530,2175,1363,530,790,586,607,360,2055,797
"641","45003","Aiken County, South Carolina",67224,2297,60110,2442,63,108,46962,2762,4652,1220,807,538,897,734,6217,1374
"642","45007","Anderson County, South Carolina",82203,1762,74039,1930,0,226,60351,2510,8008,1581,1072,763,1421,768,6743,1376
"643","45013","Beaufort County, South Carolina",76249,2159,70360,2495,78,133,63932,2651,10681,2019,398,344,1511,657,4378,1236
"644","45015","Berkeley County, South Carolina",88092,2416,79638,2413,104,117,70756,2599,4968,1364,655,461,2155,895,6299,1234
"645","45019","Charleston County, South Carolina",169851,4362,155399,4271,627,500,135438,4639,13388,2220,1602,949,5246,1781,9206,1599
"646","45035","Dorchester County, South Carolina",58435,2005,52990,2188,86,143,46062,2617,4863,1509,272,238,1618,890,3827,1404
"647","45041","Florence County, South Carolina",51484,1567,39817,1977,0,226,27022,1860,7630,1353,191,164,2038,759,9629,1490
"648","45045","Greenville County, South Carolina",212333,2761,194966,3585,129,154,167281,4428,15171,2289,2464,772,3476,1243,13891,2004
"649","45047","Greenwood County, South Carolina",26577,1376,21710,1618,0,226,18439,1706,1970,746,268,260,949,467,3918,1046
"650","45051","Horry County, South Carolina",145335,3779,133004,3754,0,226,109125,4258,5894,1506,1301,588,4608,963,7723,1487
"651","45055","Kershaw County, South Carolina",25412,1126,22892,1335,0,226,18580,1683,1821,628,110,142,558,335,1962,732
"652","45057","Lancaster County, South Carolina",38570,1857,33741,2266,301,383,29189,2384,1514,831,120,142,1267,763,3562,948
"653","45059","Laurens County, South Carolina",26580,1241,22993,1338,23,40,18544,1646,1976,775,341,254,411,240,3176,904
"654","45063","Lexington County, South Carolina",120968,1676,110695,2201,70,113,94835,2770,7309,1472,1375,597,1573,585,8700,1580
"655","45073","Oconee County, South Carolina",34023,1677,27936,1822,73,125,18526,1807,3668,1036,252,237,2507,1066,3580,834
"656","45075","Orangeburg County, South Carolina",32017,1702,25085,1791,247,290,15263,1556,3353,1035,1578,730,992,553,5940,1157
"657","45077","Pickens County, South Carolina",51996,1673,45094,1933,258,325,34437,2156,4037,1002,1442,822,2173,848,4729,1133
"658","45079","Richland County, South Carolina",166515,2720,150256,3882,324,228,134106,4468,13283,2619,1407,575,3351,1672,12908,1955
"659","45083","Spartanburg County, South Carolina",128437,2343,114179,3090,165,173,94372,3490,8339,1473,595,320,1511,652,12747,2167
"660","45085","Sumter County, South Carolina",43191,1244,36325,1888,0,226,29173,2042,1591,695,522,410,840,634,6026,1213
"661","45091","York County, South Carolina",113195,1371,105680,1899,76,123,90481,2610,5850,1278,617,485,1784,751,5731,1267
"662","46083","Lincoln County, South Dakota",26565,604,25532,838,20,37,22406,1445,1082,623,643,612,33,40,1000,560
"663","46099","Minnehaha County, South Dakota",82289,1593,75429,2195,43,69,65131,2471,3968,1298,309,353,1924,656,4936,1280
"664","46103","Pennington County, South Dakota",46296,1257,41563,1505,40,70,35571,1781,2810,960,165,184,1230,457,3503,829
"665","47001","Anderson County, Tennessee",31735,1319,28292,1647,0,224,21276,1893,1515,639,562,377,903,477,2540,843
"666","47009","Blount County, Tennessee",55446,1377,49820,1724,90,150,41275,2156,2760,801,405,278,723,381,4903,1145
"667","47011","Bradley County, Tennessee",43025,1272,38073,1624,0,224,32781,1912,2362,914,323,297,1102,675,3850,874
"668","47037","Davidson County, Tennessee",316273,3566,293663,3765,822,502,257678,4662,16443,2344,1798,840,5951,1817,16659,2467
"669","47059","Greene County, Tennessee",28585,1204,23050,1656,167,176,17942,1539,954,344,160,195,819,597,4716,995
"670","47065","Hamilton County, Tennessee",151676,2487,137545,2836,22,37,120951,3400,3052,786,270,224,3969,1087,10162,1579
"671","47093","Knox County, Tennessee",198914,2359,177176,2856,80,104,150766,3843,6376,1199,958,555,4299,1167,17439,2002
"672","47113","Madison County, Tennessee",39730,1226,34154,1461,23,39,29270,1362,2156,677,290,253,389,257,5187,1211
"673","47119","Maury County, Tennessee",41309,1283,38199,1420,0,224,32027,1946,2449,958,265,243,395,318,2715,829
"674","47125","Montgomery County, Tennessee",84145,1514,77187,2120,0,224,67590,2773,5182,1733,466,361,1295,725,5663,1668
"675","47141","Putnam County, Tennessee",33652,1163,28282,1611,0,224,24636,1820,1296,583,67,113,1668,831,3702,1070
"676","47147","Robertson County, Tennessee",27233,760,23536,1196,0,224,18901,1337,2088,635,402,256,549,454,3148,910
"677","47149","Rutherford County, Tennessee",121944,2811,115023,3159,0,224,100669,3864,6369,1560,476,455,2217,1061,4704,1274
"678","47155","Sevier County, Tennessee",36670,1823,31187,2073,112,140,24200,2042,1896,704,231,207,1678,941,3805,1057
"679","47157","Shelby County, Tennessee",366593,3470,326025,4933,318,222,254221,5510,24799,3125,13025,3061,8369,1559,32199,3267
"680","47163","Sullivan County, Tennessee",68804,1764,59209,2232,52,90,52976,2226,2129,630,165,147,1734,780,7861,1415
"681","47165","Sumner County, Tennessee",77760,1378,72120,1833,0,224,61807,2347,5228,1307,567,434,1177,506,4463,1242
"682","47179","Washington County, Tennessee",56752,1521,50810,1986,134,157,43514,2014,2748,1020,681,559,1966,832,3976,1017
"683","47187","Williamson County, Tennessee",91406,1418,88192,1867,37,62,80483,2326,5420,1302,638,504,1415,829,1799,702
"684","47189","Wilson County, Tennessee",55047,1881,51820,1885,0,224,46971,2166,3668,1069,203,203,622,480,2605,876
"685","48005","Angelina County, Texas",32538,1124,29038,1476,22,42,22684,1791,2971,993,494,419,776,436,2724,895
"686","48021","Bastrop County, Texas",36341,1005,33167,1606,0,249,21201,2804,5265,1965,1580,943,1203,1145,1971,1276
"687","48027","Bell County, Texas",139582,2553,125611,3230,299,273,107730,3741,9925,1789,1712,1010,4552,1373,9419,2020
"688","48029","Bexar County, Texas",742836,5255,682138,6730,194,196,573166,8241,50622,5622,7413,1720,18233,3124,42465,3682
"689","48037","Bowie County, Texas",34038,1612,26578,1929,0,249,20640,1969,3982,1108,239,300,1177,781,6283,1375
"690","48039","Brazoria County, Texas",130734,3172,122540,3399,64,110,105440,3443,10656,2493,1534,766,2116,931,6078,1279
"691","48041","Brazos County, Texas",86154,2809,72230,3294,0,249,62167,3155,8011,1905,550,364,8306,1928,5618,1441
"692","48061","Cameron County, Texas",135734,2525,110111,3301,0,249,70745,3889,9257,1756,567,311,6094,1510,19529,2448
"693","48085","Collin County, Texas",399810,3083,384687,3671,0,249,347863,5281,28425,3594,5443,1667,3301,1057,11822,2288
"694","48091","Comal County, Texas",67392,2065,64437,2268,0,249,56476,2709,5597,1673,271,348,972,652,1983,903
"695","48099","Coryell County, Texas",26980,1258,24444,1399,157,150,19202,1617,2649,859,606,422,393,263,2143,765
"696","48113","Dallas County, Texas",975062,5240,885119,6318,1161,714,714848,8566,70688,5437,11908,3068,23959,3429,65984,4887
"697","48121","Denton County, Texas",350081,2701,334155,3464,142,231,297927,5113,29124,3178,3869,1737,7026,1904,8900,2193
"698","48135","Ector County, Texas",64169,1300,56949,2502,0,249,44578,3107,9352,2514,639,518,1179,806,6041,1925
"699","48139","Ellis County, Texas",69223,1100,64148,1766,119,170,46004,2263,10457,1534,748,481,976,511,4099,1175
"700","48141","El Paso County, Texas",298059,2463,266368,4357,232,225,216229,4567,27814,3573,3102,1522,6342,1893,25349,2756
"701","48157","Fort Bend County, Texas",283446,2639,268749,3624,98,124,238824,5700,24389,5155,1369,874,2953,1175,11744,2509
"702","48167","Galveston County, Texas",144182,2100,135907,2763,120,124,113802,4271,8284,1824,1066,529,1782,615,6493,1619
"703","48181","Grayson County, Texas",56005,1576,50511,1987,0,249,37704,2258,5914,1307,872,630,1453,526,4041,965
"704","48183","Gregg County, Texas",46766,1743,42001,1638,0,249,31973,2035,6021,1153,1140,834,1187,660,3578,1047
"705","48187","Guadalupe County, Texas",61414,1664,56755,1919,42,59,47834,2342,4343,1066,789,472,684,405,3975,1051
"706","48201","Harris County, Texas",1735020,9139,1559638,12221,3056,1905,1309086,14453,125864,8236,11010,2873,35214,5096,140168,7707
"707","48203","Harrison County, Texas",25866,1133,21022,1445,0,249,12761,1478,3220,1089,669,561,943,534,3901,1022
"708","48209","Hays County, Texas",94205,1915,88281,2782,0,249,75022,3383,7763,1928,989,361,1447,854,4477,1694
"709","48213","Henderson County, Texas",32576,1700,25768,2140,0,249,16406,2336,4544,1187,385,307,575,449,6233,1539
"710","48215","Hidalgo County, Texas",268598,4114,231117,4668,131,125,184334,5379,19209,2450,1498,676,5577,1742,31904,3459
"711","48231","Hunt County, Texas",37206,1435,33369,1800,60,95,20460,2034,8165,1368,695,387,549,451,3288,900
"712","48245","Jefferson County, Texas",94828,2532,86078,2791,67,116,66409,3007,6048,1288,181,208,1155,628,7595,1397
"713","48251","Johnson County, Texas",64338,1659,59403,2027,0,249,35136,2546,7715,1395,287,248,1086,804,3849,1128
"714","48257","Kaufman County, Texas",50212,959,44506,1706,176,226,34936,2070,6397,1529,385,242,1683,986,4023,1292
"715","48291","Liberty County, Texas",29290,1675,26908,1823,0,249,14783,2050,5751,1493,749,684,430,391,1952,783
"716","48303","Lubbock County, Texas",124689,2412,110141,2800,31,52,90868,3301,10861,2007,736,466,4932,1974,9616,1681
"717","48309","McLennan County, Texas",97065,2170,86614,2781,152,207,68317,2999,8389,1741,913,526,4130,1306,6321,1558
"718","48329","Midland County, Texas",66052,1696,61334,2482,215,303,47078,3517,8612,2222,367,583,1774,1141,2944,1405
"719","48339","Montgomery County, Texas",232095,4238,216830,5626,77,126,185122,5558,23738,4221,1727,763,6358,2123,8907,2984
"720","48355","Nueces County, Texas",127624,2691,112629,3026,0,249,97112,3327,4948,1103,547,329,2667,943,12328,1690
"721","48361","Orange County, Texas",31323,1376,28943,1597,0,249,22875,1627,2227,713,84,108,762,451,1618,714
"722","48367","Parker County, Texas",55525,1388,51603,1785,0,249,32893,2679,12219,1839,1900,740,1065,648,2857,1034
"723","48375","Potter County, Texas",44472,2044,36886,2576,78,138,30173,2715,4131,1052,789,526,568,350,7018,1557
"724","48381","Randall County, Texas",56509,1458,52838,1696,48,84,46915,1903,5274,1278,302,217,1311,698,2360,887
"725","48397","Rockwall County, Texas",39329,1040,37588,1268,0,249,35271,1502,5032,1256,52,93,431,370,1310,942
"726","48409","San Patricio County, Texas",25495,1228,20566,1307,0,249,17710,1334,1786,885,60,90,487,352,4442,923
"727","48423","Smith County, Texas",81175,2440,73007,3019,131,176,44131,3567,6523,1433,554,323,1251,642,6917,1550
"728","48427","Starr County, Texas",19460,895,14983,1149,49,80,11843,1361,878,472,185,277,0,249,4477,837
"729","48439","Tarrant County, Texas",771657,5146,716390,6736,314,314,612043,9025,61540,4687,5004,1305,17051,2642,38216,3740
"730","48441","Taylor County, Texas",55974,1458,50205,1985,0,249,40621,2255,2263,752,123,156,507,291,5262,1308
"731","48451","Tom Green County, Texas",45516,1868,38968,2191,100,171,31855,2422,3353,930,583,437,1056,616,5492,1431
