"","GEOID","NAME","B28011_001E","B28011_001M","B28011_002E","B28011_002M","B28011_003E","B28011_003M","B28011_004E","B28011_004M","B28011_005E","B28011_005M","B28011_006E","B28011_006M","B28011_007E","B28011_007M","B28011_008E","B28011_008M"
"271","21059","Daviess County, Kentucky",41246,1104,37441,1333,42,72,28749,1664,3911,848,421,324,769,405,3036,948
"272","21067","Fayette County, Kentucky",139303,1880,129238,2276,340,229,114708,2455,6014,1122,813,407,4073,1239,5992,1325
"273","21093","Hardin County, Kentucky",42714,1264,38648,1428,52,90,32769,1808,3455,1108,740,611,913,603,3153,943
"274","21111","Jefferson County, Kentucky",331104,3391,300126,4206,693,363,252655,4958,15847,2005,1758,936,7385,1693,23593,2695
"275","21117","Kenton County, Kentucky",68073,1360,61980,1652,285,303,54176,2027,2354,930,517,413,1518,664,4575,1034
"276","21145","McCracken County, Kentucky",25531,1374,22443,1554,87,143,17159,1648,1577,785,251,220,1562,904,1526,599
"277","21151","Madison County, Kentucky",36052,1241,31422,1708,90,149,25299,1936,2721,903,371,388,387,293,4243,1177
"278","21185","Oldham County, Kentucky",22895,545,22139,718,0,208,19924,865,1899,612,142,128,45,71,711,402
"279","21199","Pulaski County, Kentucky",25509,1392,20831,1825,275,293,16472,2031,1240,689,51,83,335,284,4343,1076
"280","21227","Warren County, Kentucky",53093,1654,48119,2004,0,208,38616,2113,2957,1078,1795,1025,1899,954,3075,961
"281","22005","Ascension Parish, Louisiana",48129,1199,43441,1803,56,95,39093,1895,2561,981,116,196,1671,953,3017,1135
"282","22015","Bossier Parish, Louisiana",49418,1677,40766,2365,0,230,31705,2666,4804,1237,82,159,1810,812,6842,1479
"283","22017","Caddo Parish, Louisiana",96369,2442,81037,2798,283,346,61643,2869,8117,1685,935,589,1329,638,14003,2003
"284","22019","Calcasieu Parish, Louisiana",71511,3000,59573,3745,0,230,44310,3596,6296,2257,270,272,1883,924,10055,2103
"285","22033","East Baton Rouge Parish, Louisiana",175731,3797,156833,3922,0,230,131392,3972,10355,2600,1343,774,3901,1390,14997,2327
"286","22045","Iberia Parish, Louisiana",25440,1522,21509,1759,0,230,15147,1531,2579,843,127,189,137,175,3794,1330
"287","22051","Jefferson Parish, Louisiana",179775,1885,157850,3233,436,390,133576,3843,13000,2032,1483,768,2756,928,19169,2746
"288","22055","Lafayette Parish, Louisiana",97877,2532,89795,3082,0,230,76485,3306,2764,987,168,210,1368,797,6714,1532
"289","22057","Lafourche Parish, Louisiana",38111,1106,32504,1624,105,129,26030,2086,2744,957,190,226,628,489,4979,1108
"290","22063","Livingston Parish, Louisiana",51960,2009,49774,2009,0,230,43561,2503,3279,1415,184,192,255,312,1931,811
"291","22071","Orleans Parish, Louisiana",158827,2670,133140,2985,263,253,109073,2788,9125,1287,6864,1357,5720,1050,19967,1593
"292","22073","Ouachita Parish, Louisiana",61594,1603,52136,2111,0,230,42910,2663,5364,1272,178,180,2815,1121,6643,1343
"293","22079","Rapides Parish, Louisiana",48405,1798,41817,2053,48,77,30653,2466,4592,1225,395,303,538,327,6050,1252
"294","22097","St. Landry Parish, Louisiana",32213,1197,23903,1710,0,230,17940,1720,2144,746,195,239,717,483,7593,1416
"295","22103","St. Tammany Parish, Louisiana",103543,2078,95308,2415,153,126,85153,2783,6551,1358,545,410,1669,710,6566,1661
"296","22105","Tangipahoa Parish, Louisiana",49915,2215,43629,2533,0,230,35170,2833,4156,1591,238,381,203,249,6083,1944
"297","22109","Terrebonne Parish, Louisiana",43996,1245,35589,2229,0,230,32117,2157,3093,932,224,224,925,718,7482,1817
"298","23001","Androscoggin County, Maine",46323,1134,41628,1479,47,55,37809,1522,2269,700,249,214,602,350,4093,967
"299","23003","Aroostook County, Maine",30220,828,25475,1028,195,134,21670,1092,1402,365,190,134,1470,691,3275,662
"300","23005","Cumberland County, Maine",129977,2436,118816,2986,204,188,106537,3733,3928,943,751,373,4166,1486,6995,1358
"301","23011","Kennebec County, Maine",53803,1519,48605,1802,82,94,42171,2097,1899,779,156,147,991,458,4207,1104
"302","23019","Penobscot County, Maine",65441,1509,58946,1641,98,72,49615,1990,3269,924,736,476,1748,724,4747,920
"303","23031","York County, Maine",90907,2379,84373,2759,159,232,76509,2824,2072,708,329,286,1938,699,4596,1262
"304","24001","Allegany County, Maryland",28535,1358,24277,1391,0,216,20046,1487,1782,606,184,180,380,277,3878,757
"305","24003","Anne Arundel County, Maryland",225064,2370,215727,2937,344,223,192309,3973,11244,1813,1948,825,2857,907,6480,1413
"306","24005","Baltimore County, Maryland",332529,2856,304463,3790,357,280,265396,4540,15909,2609,2045,1134,9054,1973,19012,2266
"307","24009","Calvert County, Maryland",33994,925,31445,1161,0,216,27539,1541,2088,842,46,76,751,390,1798,729
"308","24013","Carroll County, Maryland",64161,929,58613,1211,34,58,49667,1557,3611,1070,562,329,1303,607,4245,870
"309","24015","Cecil County, Maryland",41000,965,37195,1521,325,494,32664,1563,1879,615,608,529,270,230,3535,1189
"310","24017","Charles County, Maryland",59481,1023,55412,1194,155,183,49293,1703,4614,1280,923,713,550,451,3519,1112
"311","24021","Frederick County, Maryland",103685,1026,96757,1731,193,154,84297,2116,4003,1048,1128,521,925,493,6003,1285
"312","24025","Harford County, Maryland",101196,1196,95433,1942,280,256,84363,2253,3328,844,645,369,1110,649,4653,1284
"313","24027","Howard County, Maryland",120546,1453,116970,1714,104,172,109205,2182,4152,1141,1132,669,1090,632,2486,861
"314","24031","Montgomery County, Maryland",388396,2483,372676,3005,306,222,341466,3773,14054,1914,2151,617,6208,1249,9512,1559
"315","24033","Prince George's County, Maryland",346127,2426,322890,3260,58,98,285362,3989,20142,2677,3527,1095,7026,1598,16211,2352
"316","24037","St. Mary's County, Maryland",42078,1559,38072,2010,198,230,33817,2017,3506,1169,75,134,374,464,3632,1019
"317","24043","Washington County, Maryland",60215,3547,49285,3717,45,44,42706,3233,2141,711,674,620,1350,491,9580,1699
"318","24045","Wicomico County, Maryland",40577,1081,34738,1493,121,150,27649,1695,1044,574,362,287,2032,903,3807,959
"319","24510","Baltimore city, Maryland",254370,3581,211884,5010,507,288,177903,5235,12116,2200,2335,760,12136,1831,30350,2986
"320","25001","Barnstable County, Massachusetts",104733,3422,98721,3417,243,221,87759,3397,3132,913,426,299,1692,733,4320,863
"321","25003","Berkshire County, Massachusetts",57765,1674,52049,1896,293,219,45469,2010,2252,679,298,197,1447,604,4269,900
"322","25005","Bristol County, Massachusetts",233531,2460,208064,3157,650,351,181682,3598,5852,1420,966,498,3954,1153,21513,2197
"323","25009","Essex County, Massachusetts",309972,2203,284963,3036,171,146,255174,3265,7518,1399,1791,737,5927,1372,19082,2311
"324","25011","Franklin County, Massachusetts",30374,940,27178,1058,88,114,23892,1168,1365,393,477,298,694,334,2502,747
"325","25013","Hampden County, Massachusetts",184544,2205,162657,3125,475,278,130081,3641,3894,946,1283,719,4879,1186,17008,2286
"326","25015","Hampshire County, Massachusetts",60870,1574,54909,1931,118,114,49872,2159,1930,604,395,332,2283,808,3678,911
"327","25017","Middlesex County, Massachusetts",632831,3283,598192,4645,369,260,545300,6738,14231,2002,3403,991,7447,1413,27192,3293
"328","25021","Norfolk County, Massachusetts",280067,2344,263292,3619,244,226,239010,3984,8970,1611,1016,552,4588,1063,12187,2032
"329","25023","Plymouth County, Massachusetts",202084,2543,187143,3149,319,239,166217,3518,5157,1122,831,531,4989,1414,9952,1532
"330","25025","Suffolk County, Massachusetts",315257,4266,287778,5000,325,268,254159,5770,12937,1956,2852,1148,7140,1786,20339,2454
"331","25027","Worcester County, Massachusetts",333435,3137,309185,4049,215,151,273766,5113,9629,1675,2096,841,6477,1358,17773,2072
"332","26005","Allegan County, Michigan",44479,1290,40457,1427,17,29,24716,1898,3314,689,813,467,420,245,3602,955
"333","26017","Bay County, Michigan",45487,1115,40614,1471,104,151,33214,1664,1932,534,257,243,516,264,4357,959
"334","26021","Berrien County, Michigan",65764,1784,58147,1928,141,151,44488,1916,4047,778,403,210,1708,587,5909,1030
"335","26025","Calhoun County, Michigan",53482,1180,47463,1608,67,90,34641,1750,3639,732,389,199,1098,453,4921,873
"336","26037","Clinton County, Michigan",30952,692,27836,886,63,76,23157,973,2622,778,197,183,1087,483,2029,539
"337","26045","Eaton County, Michigan",45137,944,40930,1065,15,24,32242,1420,3798,791,289,166,727,419,3480,737
"338","26049","Genesee County, Michigan",167895,2057,146356,2733,179,184,125436,3443,7745,1250,919,472,4421,1079,17118,1855
"339","26055","Grand Traverse County, Michigan",40083,1465,36835,1659,18,33,31213,1803,2130,798,717,522,660,334,2588,866
"340","26065","Ingham County, Michigan",115752,1768,105047,2394,82,98,87427,2969,9328,1351,689,393,4180,1035,6525,1482
"341","26067","Ionia County, Michigan",23531,595,19811,954,45,75,14199,950,2113,594,269,168,322,223,3398,676
"342","26075","Jackson County, Michigan",61937,1749,56089,1924,49,64,41503,2363,4074,828,629,330,1432,577,4416,1045
"343","26077","Kalamazoo County, Michigan",105642,2484,94932,2588,40,67,81144,3145,4752,1125,925,722,4684,1345,6026,963
"344","26081","Kent County, Michigan",253092,2635,231327,3538,135,134,197809,3772,12105,2002,2211,823,5702,1341,16063,2221
"345","26087","Lapeer County, Michigan",34447,857,30450,1279,228,301,20531,1383,3242,912,994,497,588,334,3409,771
"346","26091","Lenawee County, Michigan",38963,1037,35353,1150,24,21,27100,1365,3975,889,540,371,548,308,3062,603
"347","26093","Livingston County, Michigan",75370,1117,70407,1374,72,119,61418,1488,5003,873,758,298,1240,469,3723,804
"348","26099","Macomb County, Michigan",358011,2226,333898,3484,391,265,284271,5096,15373,2007,2713,805,4106,1119,20007,2179
"349","26103","Marquette County, Michigan",27290,932,23480,1062,31,40,19452,1197,2505,743,599,313,1918,655,1892,472
"350","26111","Midland County, Michigan",35453,601,32085,873,50,84,26735,1114,2240,607,271,197,666,360,2702,634
"351","26115","Monroe County, Michigan",61574,1323,53984,1876,170,190,43476,1918,2956,694,521,302,1769,711,5821,1282
"352","26117","Montcalm County, Michigan",23745,954,20350,1109,101,107,14394,991,3039,691,197,178,302,178,3093,733
"353","26121","Muskegon County, Michigan",67707,1344,60657,1627,81,82,44767,2129,4193,961,525,275,979,410,6071,1129
"354","26125","Oakland County, Michigan",530383,3015,500727,3529,722,512,443055,5046,24270,2509,2476,760,7832,1115,21824,2148
"355","26139","Ottawa County, Michigan",110045,1869,101031,2509,301,290,85068,2813,6895,1726,749,453,3305,1149,5709,1254
"356","26145","Saginaw County, Michigan",80146,1632,70713,2220,228,171,59024,2445,3832,854,788,413,2042,811,7391,1298
"357","26147","St. Clair County, Michigan",66324,1381,60328,1935,95,93,46792,2051,4821,836,548,237,917,366,5079,991
"358","26155","Shiawassee County, Michigan",28226,795,23929,1086,66,72,18013,1261,2655,580,385,215,1177,543,3120,719
"359","26159","Van Buren County, Michigan",28457,1370,24940,1556,127,141,17170,1302,2584,693,415,245,487,284,3030,734
"360","26161","Washtenaw County, Michigan",149133,2646,140168,2687,0,181,123432,3076,7931,1283,1425,546,3860,1070,5105,989
"361","26163","Wayne County, Michigan",695038,4718,620540,5010,1651,650,517608,6709,38086,2730,5734,1340,19311,2058,55187,3594
"362","27003","Anoka County, Minnesota",135265,1218,126385,1945,318,230,111407,2194,5169,1026,7979,1463,2463,785,6417,1379
"363","27013","Blue Earth County, Minnesota",27604,914,24277,1082,44,37,21347,1158,1057,293,383,368,1096,466,2231,588
"364","27019","Carver County, Minnesota",40141,560,37707,958,130,112,33496,1280,2290,690,238,169,657,353,1777,751
"365","27027","Clay County, Minnesota",26236,658,23303,985,88,139,20066,1136,1917,656,263,299,1246,726,1687,619
"366","27035","Crow Wing County, Minnesota",27753,1244,25262,1367,80,82,20354,1306,2246,611,362,268,690,325,1801,598
"367","27037","Dakota County, Minnesota",170696,1467,160892,2106,417,274,144394,2873,8254,1377,2487,918,3296,980,6508,1252
"368","27053","Hennepin County, Minnesota",532149,3721,495952,4672,937,416,443004,5762,24287,2586,5160,1201,14353,1960,21844,2271
"369","27109","Olmsted County, Minnesota",65122,1396,59389,1705,96,117,51738,1952,3526,875,374,233,2547,693,3186,900
"370","27123","Ramsey County, Minnesota",218817,2624,201869,2914,1111,566,170262,3721,9548,1522,2079,954,5593,1079,11355,1598
"371","27131","Rice County, Minnesota",23779,811,22088,902,13,21,17001,1181,1811,499,207,131,581,381,1110,402
"372","27137","St. Louis County, Minnesota",85576,1941,76813,2073,247,148,60423,2231,7560,1050,1117,537,2220,582,6543,1121
"373","27139","Scott County, Minnesota",55327,381,52983,988,100,114,45240,1773,3724,982,264,218,875,506,1469,694
"374","27141","Sherburne County, Minnesota",34738,1116,31738,1222,175,226,27428,1574,1939,715,778,551,713,380,2287,775
"375","27145","Stearns County, Minnesota",62168,1126,55974,1461,170,103,45389,1934,3583,880,882,451,1868,746,4326,946
"376","27163","Washington County, Minnesota",102421,1669,97107,2334,204,182,87374,2514,5106,946,592,310,1487,655,3827,979
"377","27171","Wright County, Minnesota",52260,1063,49696,1201,155,172,40894,1829,3640,843,2957,1247,720,369,1844,589
"378","28033","DeSoto County, Mississippi",68966,1500,61561,2286,311,455,52395,2665,5700,1399,827,603,1272,802,6133,1561
"379","28035","Forrest County, Mississippi",30600,1222,25476,1568,0,233,19299,1959,2504,1147,307,273,1002,540,4122,1033
"380","28047","Harrison County, Mississippi",81224,2336,70824,2985,28,47,58571,3036,6188,1260,579,385,2567,1097,7833,1611
"381","28049","Hinds County, Mississippi",91067,2508,78956,2818,166,154,58832,3440,7386,1523,473,382,2147,890,9964,1742
"382","28059","Jackson County, Mississippi",56984,1644,50491,2053,85,140,41543,2562,4244,1177,1240,1125,997,691,5496,1396
"383","28067","Jones County, Mississippi",23506,1325,16750,1614,117,151,10778,1633,2608,1194,247,283,293,296,6463,1469
"384","28073","Lamar County, Mississippi",25688,851,24000,1083,0,233,14326,1677,4478,1197,150,252,0,233,1688,722
"385","28075","Lauderdale County, Mississippi",28212,1080,22346,1496,0,233,16794,1763,4084,1092,180,191,1417,841,4449,1100
"386","28081","Lee County, Mississippi",32722,1109,26982,1531,50,85,21406,1385,1865,650,39,64,2597,1013,3143,742
"387","28089","Madison County, Mississippi",42558,1410,40294,1521,0,233,32664,2327,3518,1133,767,521,714,391,1550,611
"388","28121","Rankin County, Mississippi",59894,1621,54089,1979,0,233,44693,2332,5445,1411,526,425,1258,735,4547,1320
"389","29019","Boone County, Missouri",75036,2037,69029,1991,98,121,60268,2428,4670,1124,50,87,2734,858,3273,929
"390","29021","Buchanan County, Missouri",33334,1575,28938,1667,56,82,21221,1448,2181,546,234,207,1005,513,3391,849
"391","29031","Cape Girardeau County, Missouri",32800,1053,30151,1324,91,129,23600,1636,2815,756,301,255,446,276,2203,740
"392","29037","Cass County, Missouri",42361,808,38441,1242,212,192,31074,1716,3076,807,371,258,648,333,3272,903
"393","29043","Christian County, Missouri",34116,934,31865,1216,116,132,24774,1495,3326,761,73,93,480,367,1771,705
"394","29047","Clay County, Missouri",100737,1635,91316,2234,219,179,79528,2398,4325,1006,523,381,3728,1125,5693,1466
"395","29051","Cole County, Missouri",29522,1143,25924,1260,80,135,20952,1392,2704,800,332,230,672,457,2926,838
"396","29071","Franklin County, Missouri",41301,1235,35891,1497,8,14,23857,1924,3849,953,889,590,732,593,4678,970
"397","29077","Greene County, Missouri",130986,1871,115307,2619,57,109,91991,3049,12264,1756,1751,806,7585,1773,8094,1679
"398","29095","Jackson County, Missouri",302965,3103,275690,3791,340,243,239747,3980,16824,2231,2729,992,8146,1598,19129,2199
"399","29097","Jasper County, Missouri",47864,1450,42743,1866,6,11,29795,2049,4266,1003,719,524,1218,533,3903,930
"400","29099","Jefferson County, Missouri",88806,1525,79120,2300,89,150,60083,2410,8435,1353,1893,955,1459,897,8227,1582
"401","29165","Platte County, Missouri",43201,1026,39912,1348,0,198,33731,1778,1925,689,480,343,1293,635,1996,724
"402","29183","St. Charles County, Missouri",157907,1697,150212,2193,45,73,134812,2699,10750,1545,579,478,1884,613,5811,1341
"403","29187","St. Francois County, Missouri",25030,1200,20092,1435,0,198,15421,1538,2693,925,124,164,1213,641,3725,1116
"404","29189","St. Louis County, Missouri",412833,3561,379128,4422,968,419,331586,5090,30962,3171,4873,1286,7811,1756,25894,2756
"405","29510","St. Louis city, Missouri",139736,2863,119975,3349,162,199,96685,3640,8250,1737,1139,579,4377,1032,15384,2107
"406","30013","Cascade County, Montana",34303,1229,30787,1400,53,63,23748,1495,2623,709,414,275,901,481,2615,761
"407","30029","Flathead County, Montana",42900,1746,39622,1884,29,36,29264,1966,3578,994,376,288,806,425,2472,823
"408","30031","Gallatin County, Montana",48796,1670,46017,1790,112,152,37975,2070,3757,1138,177,118,1257,531,1522,614
"409","30049","Lewis and Clark County, Montana",31208,837,27205,1058,83,144,22256,1329,2934,806,132,145,713,378,3290,835
"410","30063","Missoula County, Montana",51957,1119,47857,1466,107,132,37789,2256,5041,1447,199,220,1354,712,2746,846
"411","30111","Yellowstone County, Montana",69001,1329,63939,1611,108,129,53255,2082,4075,983,658,485,1770,762,3292,769
"412","31055","Douglas County, Nebraska",236106,2240,216447,2861,155,131,187843,3515,9930,1712,1998,948,5623,1339,14036,1637
"413","31109","Lancaster County, Nebraska",131417,1723,121033,2243,148,158,106192,3116,6861,1593,2569,992,4216,1116,6168,1297
"414","31153","Sarpy County, Nebraska",72428,939,68098,1372,0,170,59739,1617,2593,823,477,381,2162,876,2168,681
"415","32003","Clark County, Nevada",854289,5987,781950,7153,1240,603,670974,8131,58032,3425,7046,1554,20816,2619,51523,3959
"416","32031","Washoe County, Nevada",198018,2117,173992,3385,138,175,151707,3635,15869,2222,1462,563,6530,1379,17496,2131
"417","33005","Cheshire County, New Hampshire",28266,1444,25521,1383,166,119,21146,1474,2027,631,227,180,483,306,2262,687
"418","33009","Grafton County, New Hampshire",35199,1408,30935,1562,206,162,26648,1518,1892,463,234,190,1672,671,2592,861
"419","33011","Hillsborough County, New Hampshire",167899,1858,158167,2259,197,168,143720,2863,3601,995,180,143,1673,729,8059,1665
"420","33013","Merrimack County, New Hampshire",58733,1291,54284,1335,0,198,49163,1606,1907,648,246,151,1058,516,3391,853
"421","33015","Rockingham County, New Hampshire",127882,1836,121461,2053,68,83,110766,2513,2969,784,692,436,2142,627,4279,1120
"422","33017","Strafford County, New Hampshire",52067,1277,48437,1704,87,146,44059,1820,850,411,180,213,1762,738,1868,782
"423","34001","Atlantic County, New Jersey",112299,2238,102633,2689,75,90,86928,2971,5415,1412,777,405,2178,848,7488,1470
"424","34003","Bergen County, New Jersey",352030,2288,332008,3506,404,317,296653,4408,13472,2029,1484,588,4456,1234,15566,2282
"425","34005","Burlington County, New Jersey",175859,2061,165756,2434,197,239,146269,2908,5780,1198,821,389,2889,862,7214,1239
"426","34007","Camden County, New Jersey",201158,2198,182675,2890,215,241,158769,3107,7866,1734,2520,818,6346,1259,12137,1901
"427","34009","Cape May County, New Jersey",48860,1584,44201,1768,96,112,37410,2028,1274,850,42,53,1108,571,3551,1195
"428","34011","Cumberland County, New Jersey",53883,1910,48452,2466,283,278,40792,2565,1942,749,477,391,999,611,4432,1497
"429","34013","Essex County, New Jersey",322453,2168,282753,4266,229,303,237611,5285,9948,1749,10009,1982,11642,2252,28058,3250
"430","34015","Gloucester County, New Jersey",112502,1548,104654,2011,94,114,93864,2403,3976,1159,1282,585,2313,918,5535,1460
"431","34017","Hudson County, New Jersey",292000,3564,265061,4343,54,97,227805,5201,10783,2155,1012,500,6016,1720,20923,2719
"432","34019","Hunterdon County, New Jersey",51292,953,48320,1425,205,204,43691,1686,1800,660,369,296,379,271,2593,882
"433","34021","Mercer County, New Jersey",143970,1875,130722,2748,43,73,113187,3581,7377,1895,944,609,2448,1001,10800,1796
"434","34023","Middlesex County, New Jersey",307831,1897,287579,2547,277,222,257500,2943,11899,2036,2483,930,3757,1047,16495,2073
"435","34025","Monmouth County, New Jersey",250738,2780,235653,3388,179,159,210347,3889,8202,1464,1033,461,3456,962,11629,1780
"436","34027","Morris County, New Jersey",192847,2063,184362,2425,146,141,166418,3552,5116,1122,1050,533,1961,724,6524,1427
"437","34029","Ocean County, New Jersey",240736,3262,211462,3743,278,273,184977,4611,7473,1446,1074,484,3886,1218,25388,2556
"438","34031","Passaic County, New Jersey",177063,1586,158074,2904,317,250,132879,3280,15421,1839,852,457,4301,1206,14688,2339
"439","34033","Salem County, New Jersey",24973,886,22514,931,0,222,18222,1149,782,393,346,390,764,539,1695,552
"440","34035","Somerset County, New Jersey",130939,1059,125323,1676,0,222,115119,2745,5041,1454,1553,885,1965,702,3651,1163
"441","34037","Sussex County, New Jersey",58767,1022,55851,1032,127,142,50350,1529,3811,862,572,336,613,356,2303,621
"442","34039","Union County, New Jersey",201392,1846,186737,2703,182,229,160884,3944,7018,1368,2967,987,2410,834,12245,1912
"443","34041","Warren County, New Jersey",46353,386,42353,1190,68,113,36599,1506,3356,1073,116,120,1236,668,2764,902
"444","35001","Bernalillo County, New Mexico",285185,2283,260781,3549,827,614,225613,4490,19713,2822,2964,1105,7042,1555,17362,1973
"445","35013","Doña Ana County, New Mexico",85021,1855,74150,2338,76,131,60347,3135,6551,1718,468,300,1783,834,9088,1878
"446","35025","Lea County, New Mexico",24390,1576,20409,1782,0,224,17292,1734,3208,1023,213,213,802,539,3179,1134
"447","35031","McKinley County, New Mexico",20949,597,12247,1119,27,46,7074,1068,1257,575,78,111,1575,686,7127,966
"448","35035","Otero County, New Mexico",24034,1534,21525,1557,330,447,16607,1355,1775,597,341,305,535,489,1974,780
"449","35043","Sandoval County, New Mexico",56655,912,51254,1272,93,88,41584,2125,7314,1484,463,266,1738,673,3663,806
"450","35045","San Juan County, New Mexico",40844,1195,23466,1876,0,224,19187,1838,2793,868,425,308,7730,1752,9648,1397
"451","35049","Santa Fe County, New Mexico",70152,1723,63044,2140,232,204,51908,1957,7650,1323,2480,757,807,454,6301,1353
"452","35061","Valencia County, New Mexico",28875,912,23060,1390,79,132,17396,1541,3447,999,1512,843,1196,739,4619,1059
"453","36001","Albany County, New York",132171,2699,118879,3130,627,482,105512,3385,5452,1381,236,168,2720,832,10572,1457
"454","36005","Bronx County, New York",533004,2823,467499,5265,984,607,359266,7271,23102,3657,4084,1276,13559,2829,51946,3960
"455","36007","Broome County, New York",84452,1853,74956,2230,140,146,65872,2631,3394,874,400,236,2291,833,7205,1167
"456","36009","Cattaraugus County, New York",32562,1111,27596,1177,54,62,19581,1154,3744,704,547,295,507,246,4459,652
"457","36011","Cayuga County, New York",32392,1168,28067,1412,0,217,23101,1544,2066,510,756,331,752,444,3573,610
"458","36013","Chautauqua County, New York",53309,1824,46998,1770,286,180,39858,1934,3424,835,911,513,1473,491,4838,981
"459","36015","Chemung County, New York",35407,1340,31510,1426,0,217,27689,1548,1084,390,284,207,678,379,3219,677
"460","36019","Clinton County, New York",33860,1189,30511,1420,225,297,25995,1505,2054,688,126,172,986,564,2363,680
"461","36027","Dutchess County, New York",118175,1640,110055,2051,231,293,96912,2489,5208,1289,772,542,2449,935,5671,945
"462","36029","Erie County, New York",412870,3039,369957,4408,771,340,322632,5685,18239,2343,3377,1053,11795,1779,31118,3062
"463","36045","Jefferson County, New York",48628,1708,44514,2004,84,74,38843,2435,3679,1284,453,344,1176,658,2938,878
"464","36047","Kings County, New York",1001868,4824,897167,6755,563,340,767757,8631,43333,3636,6641,1340,16335,2278,88366,5585
"465","36053","Madison County, New York",25294,1182,22685,1375,149,144,19960,1349,863,330,448,254,673,399,1936,743
"466","36055","Monroe County, New York",318883,2606,288422,3537,459,365,254358,4277,12158,1700,1353,493,7958,1156,22503,2287
"467","36059","Nassau County, New York",459452,2941,433646,4068,585,382,389961,4497,15407,1914,3475,1334,7025,1661,18781,2333
"468","36061","New York County, New York",737575,9878,674352,9722,425,481,591335,10032,21000,3108,3444,959,13062,2619,50161,5316
"469","36063","Niagara County, New York",90975,1647,81343,2274,101,103,70616,2161,3997,966,415,300,1729,721,7903,1406
"470","36065","Oneida County, New York",93373,1918,81807,2464,423,274,69061,2526,2853,696,857,470,2916,1137,8650,1406
"471","36067","Onondaga County, New York",198132,1949,181490,2348,103,171,157653,2896,6425,1298,2293,871,3976,807,12666,1725
"472","36069","Ontario County, New York",47607,1296,44021,1389,110,128,39215,1484,2086,800,475,267,1408,649,2178,565
"473","36071","Orange County, New York",137561,2000,124640,2313,330,376,110944,3003,4837,1419,503,295,2469,997,10452,1480
"474","36075","Oswego County, New York",46924,1302,41946,1473,177,161,35410,1651,1886,647,205,166,1090,444,3888,921
"475","36079","Putnam County, New York",35166,931,33329,1134,23,39,29191,1340,1411,695,240,255,344,416,1493,585
"476","36081","Queens County, New York",820686,5706,747541,6267,764,353,613528,7551,46772,3577,9730,1407,12074,1488,61071,4606
"477","36083","Rensselaer County, New York",66431,1537,60990,1694,166,148,54647,1889,1869,675,288,237,2227,808,3214,771
"478","36085","Richmond County, New York",170762,2191,153176,3093,688,609,131607,3880,8952,1973,427,332,3357,1125,14229,2130
"479","36087","Rockland County, New York",102609,1397,89506,2150,118,118,77227,2071,2889,842,600,325,3112,1012,9991,1402
"480","36089","St. Lawrence County, New York",42298,1493,37363,1645,117,116,30195,1581,2444,658,406,228,1061,471,3874,657
"481","36091","Saratoga County, New York",100226,2027,92206,2453,310,384,83364,2523,2581,793,528,374,2315,704,5705,1284
"482","36093","Schenectady County, New York",66910,1367,59497,1799,195,233,52760,2152,2281,772,722,523,3019,1062,4394,1126
"483","36101","Steuben County, New York",39500,1100,34469,1197,65,60,28468,1235,2542,628,321,207,872,441,4159,756
"484","36103","Suffolk County, New York",511951,4112,481673,4714,834,481,427955,5627,19028,2789,2477,893,9240,1928,21038,2479
"485","36105","Sullivan County, New York",32529,1943,29380,1938,135,164,24799,2032,722,370,259,262,390,374,2759,926
"486","36109","Tompkins County, New York",44469,1433,40639,1814,235,232,34865,2140,2047,964,696,407,2875,1297,955,437
"487","36111","Ulster County, New York",75053,2057,69280,2317,127,128,60779,2251,2594,1012,459,415,887,482,4886,1274
"488","36113","Warren County, New York",29729,1198,27154,1456,250,269,23973,1526,1236,382,215,148,438,341,2137,803
"489","36117","Wayne County, New York",38634,989,35132,1166,40,49,29807,1296,1357,477,520,305,713,353,2789,723
"490","36119","Westchester County, New York",371736,3135,346866,4132,296,240,305115,4926,10666,1991,3555,1115,5172,1326,19698,2850
"491","37001","Alamance County, North Carolina",69343,1462,61279,1975,62,78,52715,2166,3148,881,421,383,2089,770,5975,1119
"492","37019","Brunswick County, North Carolina",65337,2335,61416,2719,125,136,54266,2776,3409,978,330,313,878,411,3043,1004
"493","37021","Buncombe County, North Carolina",97345,3398,85580,3435,218,221,74535,3185,3737,1087,431,297,1449,723,10316,1849
"494","37023","Burke County, North Carolina",35709,1226,28806,1744,85,148,23451,1832,2277,861,250,186,965,625,5938,1295
"495","37025","Cabarrus County, North Carolina",73486,2341,68058,2476,115,140,59041,2434,3624,1024,842,766,1927,1164,3501,943
"496","37027","Caldwell County, North Carolina",32600,1306,27209,1555,19,30,21282,1675,1374,507,319,262,646,432,4745,839
"497","37031","Carteret County, North Carolina",30589,1439,28788,1586,11,19,25998,1622,1054,391,148,171,513,321,1288,439
"498","37035","Catawba County, North Carolina",64302,2000,55745,2325,45,77,45135,2483,2469,779,421,366,1351,571,7206,1612
"499","37037","Chatham County, North Carolina",31474,1350,28205,1407,42,71,23688,1542,2188,807,408,366,970,495,2299,818
"500","37045","Cleveland County, North Carolina",40296,1013,32991,1524,21,34,28104,1819,1887,623,276,220,642,497,6663,1330
"501","37049","Craven County, North Carolina",42139,1778,35029,2004,82,111,31303,1937,1842,559,175,226,616,333,6494,1243
