"","GEOID","NAME","B28011_001E","B28011_001M","B28011_002E","B28011_002M","B28011_003E","B28011_003M","B28011_004E","B28011_004M","B28011_005E","B28011_005M","B28011_006E","B28011_006M","B28011_007E","B28011_007M","B28011_008E","B28011_008M"
"106","19049","Dallas County, Iowa",34197,1149,30608,1348,128,146,25365,1628,2736,880,151,203,1144,470,2445,736
"107","19061","Dubuque County, Iowa",37785,966,31863,1246,108,95,24495,1479,4562,683,210,164,1192,456,4730,746
"108","19103","Johnson County, Iowa",59190,1546,53359,1569,0,163,47766,1845,3690,909,171,176,2240,726,3591,933
"109","19113","Linn County, Iowa",89183,1953,77868,2294,239,218,66377,2320,6416,1301,610,329,1705,600,9610,1507
"110","19153","Polk County, Iowa",186777,2360,159155,3087,440,228,130910,3797,12036,1522,689,292,5273,1260,22349,2752
"111","19155","Pottawattamie County, Iowa",36662,991,28707,1619,85,106,23307,1563,2576,548,269,199,1667,658,6288,1077
"112","19163","Scott County, Iowa",64251,1693,54275,1939,310,200,45129,2070,4625,838,470,276,1074,358,8902,1446
"113","19169","Story County, Iowa",37689,1211,28366,1571,25,30,25495,1661,1868,567,189,206,6433,1178,2890,914
"114","19193","Woodbury County, Iowa",39020,1213,30722,1597,76,88,25375,1564,2910,748,192,177,2019,615,6279,1049
"115","20015","Butler County, Kansas",24385,919,20469,1310,0,177,15795,1207,2372,632,183,187,389,235,3527,953
"116","20045","Douglas County, Kansas",47643,1418,42703,1605,82,139,36248,1981,4192,1032,315,249,1597,659,3343,1093
"117","20091","Johnson County, Kansas",229030,2177,213095,2883,366,220,195333,3190,9337,1415,901,428,3921,891,12014,1752
"118","20103","Leavenworth County, Kansas",27350,1077,22770,1243,0,177,16963,1465,2520,728,248,201,942,562,3638,873
"119","20161","Riley County, Kansas",27067,1389,24673,1504,81,134,22410,1738,2082,723,379,290,732,421,1662,604
"120","20173","Sedgwick County, Kansas",196053,2870,167111,3169,732,310,138036,3594,14619,1847,1448,558,4146,1038,24796,2256
"121","20177","Shawnee County, Kansas",73724,1633,54032,2160,56,76,43000,2023,4459,965,1095,418,6777,1406,12915,1702
"122","20209","Wyandotte County, Kansas",60737,1377,46102,1519,184,146,37724,1689,2562,710,446,261,2816,740,11819,1232
"123","21015","Boone County, Kentucky",46388,1225,42147,1557,43,74,37592,1842,3092,916,702,499,1437,550,2804,980
"124","21029","Bullitt County, Kentucky",29715,725,23692,1116,154,160,20545,1038,2055,683,64,114,1885,728,4138,857
"125","21037","Campbell County, Kentucky",35740,1488,31143,1608,323,321,23748,1626,1046,463,134,185,429,328,4168,949
"126","21047","Christian County, Kentucky",25584,1236,19668,1482,0,195,15482,1609,3124,958,292,266,653,451,5263,1074
"127","21059","Daviess County, Kentucky",40920,960,33535,1381,433,325,25107,1752,3385,774,523,415,588,300,6797,1189
"128","21067","Fayette County, Kentucky",129140,2283,115061,2652,144,143,97806,2831,5333,1064,802,446,2915,813,11164,1519
"129","21093","Hardin County, Kentucky",42911,1212,30471,2051,75,125,25892,1835,2889,890,129,145,4515,1754,7925,1341
"130","21111","Jefferson County, Kentucky",312747,3307,268254,4175,438,286,220108,4499,16802,2032,1231,566,7210,1394,37283,2945
"131","21117","Kenton County, Kentucky",63679,1401,54355,1616,324,215,47301,1829,2305,698,429,320,654,366,8670,1249
"132","21145","McCracken County, Kentucky",26803,1272,22194,1434,190,209,14886,1319,1532,535,185,178,485,300,4124,888
"133","21151","Madison County, Kentucky",33104,1048,26160,1280,300,430,20311,1384,2635,768,169,133,1123,469,5821,1154
"134","21185","Oldham County, Kentucky",20840,637,18781,771,0,195,16271,895,2112,547,75,80,646,355,1413,420
"135","21227","Warren County, Kentucky",47996,1815,40979,2135,88,149,32804,2150,3295,1040,423,290,1519,906,5498,1115
"136","22005","Ascension Parish, Louisiana",44319,1239,38326,1609,229,274,30523,1920,3708,1447,450,526,629,563,5364,1339
"137","22015","Bossier Parish, Louisiana",49615,1917,29135,2414,0,214,20755,2033,3089,811,487,352,12730,2075,7750,1279
"138","22017","Caddo Parish, Louisiana",95793,2440,65201,3121,0,214,46324,3254,7118,1413,529,310,8615,1802,21977,2366
"139","22019","Calcasieu Parish, Louisiana",78305,2270,60189,2884,0,214,49480,2788,4742,1229,300,226,1327,663,16789,2068
"140","22033","East Baton Rouge Parish, Louisiana",162627,3066,134356,3530,135,126,111077,4036,10637,2254,1054,572,5035,1436,23236,2902
"141","22045","Iberia Parish, Louisiana",26345,1063,20308,1416,0,214,15915,1455,1678,632,155,175,94,120,5943,1001
"142","22051","Jefferson Parish, Louisiana",168031,2032,131895,3301,209,199,107091,3357,14838,2091,439,316,2115,765,34021,2723
"143","22055","Lafayette Parish, Louisiana",89465,2670,72962,2972,0,214,62923,3315,3311,977,219,159,1325,704,15178,2215
"144","22057","Lafourche Parish, Louisiana",36420,1175,29464,1558,0,214,25296,1697,2549,784,140,136,709,434,6247,1152
"145","22063","Livingston Parish, Louisiana",47992,2123,39386,2807,82,139,34501,2783,2826,786,258,299,3435,1377,5171,1760
"146","22071","Orleans Parish, Louisiana",154560,2853,116348,2867,321,188,88011,2651,9054,1366,826,392,3316,679,34896,2089
"147","22073","Ouachita Parish, Louisiana",58232,1997,41437,2324,181,179,30125,2321,3169,718,827,656,2490,815,14305,1906
"148","22079","Rapides Parish, Louisiana",48473,1800,38116,1886,86,94,25967,1791,5480,1359,861,502,562,367,9795,1485
"149","22097","St. Landry Parish, Louisiana",30136,1255,20386,1708,306,341,12638,1569,1995,700,92,137,869,421,8881,1152
"150","22103","St. Tammany Parish, Louisiana",94499,2076,83133,2699,201,138,70050,2881,5234,991,374,262,2086,978,9280,1734
"151","22105","Tangipahoa Parish, Louisiana",49272,1581,38256,2102,159,215,29672,2229,2643,816,525,429,912,707,10104,1730
"152","22109","Terrebonne Parish, Louisiana",40882,1080,30414,1818,47,84,26172,1926,2867,827,269,322,1175,657,9293,1578
"153","23001","Androscoggin County, Maine",45979,1233,37408,1799,386,269,33303,1783,1398,499,516,353,1171,447,7400,1408
"154","23003","Aroostook County, Maine",28921,1044,20033,1188,123,101,17138,1121,1527,406,146,88,2431,633,6457,823
"155","23005","Cumberland County, Maine",117844,2543,103268,3040,1052,489,90877,3209,3823,849,665,353,3745,1026,10831,1615
"156","23011","Kennebec County, Maine",49616,1470,39426,1956,181,134,34042,2113,1999,645,312,218,1874,671,8316,1364
"157","23019","Penobscot County, Maine",60620,1937,50364,1895,786,381,41627,1966,2778,564,431,234,2569,728,7687,1162
"158","23031","York County, Maine",82970,2542,72640,2831,489,319,64280,2644,3204,848,453,298,2620,817,7710,1516
"159","24001","Allegany County, Maryland",27177,1413,20912,1482,75,77,16327,1367,1590,565,50,76,666,339,5599,983
"160","24003","Anne Arundel County, Maryland",207950,2666,191399,3479,433,294,173582,4187,5537,1117,1281,565,2338,754,14213,2170
"161","24005","Baltimore County, Maryland",317106,2712,276517,3827,436,243,240554,4428,9064,1112,2613,860,8978,1433,31611,2597
"162","24009","Calvert County, Maryland",31253,1214,29220,1311,145,185,26125,1440,1157,563,246,189,208,276,1825,594
"163","24013","Carroll County, Maryland",61212,1089,54920,1444,74,107,39885,2082,3971,676,730,345,469,335,5823,996
"164","24015","Cecil County, Maryland",36397,1507,32029,1513,31,51,25813,1714,2244,783,637,408,764,398,3604,944
"165","24017","Charles County, Maryland",56608,1077,50417,1414,108,129,43814,1625,3602,1007,504,316,607,382,5584,1002
"166","24021","Frederick County, Maryland",92329,1408,84206,1798,223,182,72272,2176,5085,879,1064,450,951,347,7172,1237
"167","12107","Putnam County, Florida",29444,1564,20909,1642,126,132,15628,1674,2550,740,449,291,1566,728,6969,1257
"168","12109","St. Johns County, Florida",87096,2888,74397,3006,740,618,65029,2987,5098,1192,127,140,4449,1672,8250,1933
"169","12111","St. Lucie County, Florida",114043,3131,98515,4194,243,346,86317,4023,11977,2023,803,561,2785,847,12743,2540
"170","12113","Santa Rosa County, Florida",62216,2354,55484,2641,201,196,47735,2675,5170,1224,185,213,1669,850,5063,1557
"171","12115","Sarasota County, Florida",184614,4152,156452,4951,769,365,132277,4861,6909,1306,783,454,8083,1956,20079,2513
"172","12117","Seminole County, Florida",176017,2709,160050,3193,161,158,148144,3779,7268,1291,901,573,2293,764,13674,1968
"173","12119","Sumter County, Florida",55097,2776,47135,2743,485,430,40086,2655,3712,1153,566,489,1359,571,6603,1867
"174","12127","Volusia County, Florida",217632,3372,172401,4428,593,358,122624,4048,11237,1602,14654,2316,6178,1303,39053,3634
"175","12131","Walton County, Florida",29463,2421,25411,2368,266,401,19583,2094,2464,883,0,226,727,447,3325,960
"176","13013","Barrow County, Georgia",26893,625,22619,1097,0,224,19103,1158,3311,843,1218,569,615,296,3659,900
"177","13015","Bartow County, Georgia",38765,1030,30563,2001,46,80,24730,1882,3965,1277,326,331,1900,927,6302,1456
"178","13021","Bibb County, Georgia",56272,1770,43033,2287,135,116,31791,2425,2926,800,515,301,1336,607,11903,1769
"179","13031","Bulloch County, Georgia",27802,1615,22849,1772,69,86,18115,1962,1381,615,1409,676,769,461,4184,1148
"180","13045","Carroll County, Georgia",42897,1114,35037,2119,262,362,26760,2330,3395,1161,44,75,2679,1549,5181,1194
"181","13047","Catoosa County, Georgia",25153,967,20786,1510,64,108,16464,1584,1127,452,209,222,1063,675,3304,807
"182","13051","Chatham County, Georgia",107754,2203,93659,2467,306,401,76011,2782,6845,1629,770,427,2320,866,11775,1471
"183","13057","Cherokee County, Georgia",89510,1418,82776,1989,297,256,75500,2558,6160,1269,525,343,2003,838,4731,1240
"184","13059","Clarke County, Georgia",48257,1617,42570,1831,0,224,36657,1990,2680,703,445,322,1200,475,4487,1098
"185","13063","Clayton County, Georgia",94199,2084,75460,2698,0,224,59622,3332,6853,1350,302,388,2589,1094,16150,2056
"186","13067","Cobb County, Georgia",277609,3623,255684,4488,418,293,226953,5058,17851,1938,1224,634,4519,1517,17406,2333
"187","13073","Columbia County, Georgia",43990,2227,38235,2135,129,153,32654,2055,2257,1043,510,487,1022,595,4733,1304
"188","13077","Coweta County, Georgia",52796,998,45702,1639,34,59,38617,1998,4147,1116,148,181,1511,824,5583,1299
"189","13089","DeKalb County, Georgia",278249,3395,246115,4732,74,94,185625,5434,15275,2109,1318,598,5296,1536,26838,2809
"190","13095","Dougherty County, Georgia",34179,1340,25730,1511,0,224,19564,1722,3070,826,85,136,1414,592,7035,1322
"191","13097","Douglas County, Georgia",49962,1073,40627,1920,0,224,33269,2139,4456,1152,0,224,3922,1367,5413,1583
"192","13113","Fayette County, Georgia",40484,851,36957,1265,0,224,32427,1559,3716,1135,399,426,1305,832,2222,784
"193","13115","Floyd County, Georgia",36927,1233,29600,1401,0,224,24239,1555,2324,677,71,123,986,515,6341,1369
"194","13117","Forsyth County, Georgia",78299,925,74101,1482,42,69,67988,1632,8020,1370,314,208,820,449,3378,1032
"195","13121","Fulton County, Georgia",410408,5779,361617,6658,342,259,296070,6517,28763,3315,1743,613,9732,1778,39059,3708
"196","13127","Glynn County, Georgia",34380,1833,27821,2067,58,99,23457,2170,1752,643,122,200,560,383,5999,1386
"197","13135","Gwinnett County, Georgia",292679,3132,262388,4375,361,299,234807,4544,25638,2884,1044,626,3830,1166,26461,3621
"198","13139","Hall County, Georgia",62164,1853,54320,1942,49,81,42019,1878,5483,947,356,299,1132,456,6712,1259
"199","13151","Henry County, Georgia",77170,1577,70098,2304,0,224,61200,2861,7413,1484,253,265,2119,964,4953,1239
"200","13153","Houston County, Georgia",56860,2116,49264,2354,0,224,40778,2514,3938,1285,381,370,1115,618,6481,1399
"201","13157","Jackson County, Georgia",23785,852,20521,1111,135,160,16836,1230,2460,782,171,177,401,326,2863,845
"202","13185","Lowndes County, Georgia",41585,1515,23016,2012,117,134,18580,1738,2599,657,213,186,10613,1812,7956,1499
"203","13215","Muscogee County, Georgia",70306,1831,54428,2072,330,265,42273,2072,5243,1261,8555,1605,2838,924,13040,1678
"204","13217","Newton County, Georgia",37519,850,31412,1466,0,224,24897,1826,3366,984,157,275,1034,578,5073,1182
"205","13223","Paulding County, Georgia",52707,1442,43651,2210,149,183,35381,2601,5554,1396,481,746,3961,1233,5095,1259
"206","13245","Richmond County, Georgia",71411,2564,56206,2983,174,176,44830,3165,4010,1228,407,289,2283,941,12922,1615
"207","13247","Rockdale County, Georgia",29849,1103,25134,1639,0,224,20918,1621,2814,1093,240,243,823,643,3892,1188
"208","13255","Spalding County, Georgia",25151,997,17013,1625,0,224,12693,1267,1026,498,365,358,2287,1074,5851,1355
"209","13285","Troup County, Georgia",24716,1176,16780,1497,35,64,11725,1466,2318,754,2116,801,784,468,7152,1332
"210","13295","Walker County, Georgia",26270,1292,21465,1555,0,224,16518,1630,1598,820,286,351,78,137,4727,1113
"211","13297","Walton County, Georgia",31114,1089,24010,1346,0,224,18618,1456,4158,1034,395,353,1002,406,6102,1282
"212","13313","Whitfield County, Georgia",35824,1363,29025,1790,214,195,22392,2078,1343,575,512,490,324,257,6475,1349
"213","15001","Hawaii County, Hawaii",68857,2122,52440,2403,341,228,43541,2471,4201,986,327,250,4441,1214,11976,1618
"214","15003","Honolulu County, Hawaii",312625,3402,270723,4598,709,311,237191,4613,9943,1366,1315,451,7565,1564,34337,2802
"215","15007","Kauai County, Hawaii",22980,1082,18920,1213,166,157,13812,1191,468,220,0,187,782,363,3278,699
"216","15009","Maui County, Hawaii",53560,1854,46322,2186,216,198,41556,2362,1584,549,969,564,1331,580,5907,1340
"217","16001","Ada County, Idaho",171009,2623,141996,3900,629,377,123159,4701,20612,2608,1680,813,2874,1019,26139,3015
"218","16005","Bannock County, Idaho",31384,910,26478,1176,243,245,19781,1434,3218,784,502,328,989,464,3917,886
"219","16019","Bonneville County, Idaho",41118,725,35045,1269,164,119,29350,1299,3476,887,229,211,1638,745,4435,1019
"220","16027","Canyon County, Idaho",72684,1211,59649,2139,696,443,45417,2579,6675,1315,749,489,1352,562,11683,1790
"221","16055","Kootenai County, Idaho",60383,1911,51807,2481,290,258,41243,2319,6547,1142,816,489,3193,1141,5383,1365
"222","16083","Twin Falls County, Idaho",30845,1022,25922,1291,209,182,18967,1842,4053,1012,35,55,966,529,3957,1046
"223","17001","Adams County, Illinois",27160,805,22131,1030,137,121,15420,1302,2691,700,271,206,699,431,4330,716
"224","17019","Champaign County, Illinois",83080,2094,70137,2566,46,81,62313,2717,5264,989,884,454,4547,1076,8396,1375
"225","17031","Cook County, Illinois",1948373,8743,1599345,11964,4702,868,1346013,10598,106015,4007,16965,2373,59869,4408,289159,9019
"226","17037","DeKalb County, Illinois",38324,1032,32760,1328,16,28,25069,1584,2494,575,476,245,1681,578,3883,896
"227","17043","DuPage County, Illinois",341845,2595,314005,3339,1036,362,278061,3991,17014,1875,1303,387,5389,1039,22451,1944
"228","17089","Kane County, Illinois",180787,2077,161899,2885,603,365,142268,3668,13389,1868,1324,676,2610,1042,16278,2292
"229","17091","Kankakee County, Illinois",39628,1191,31003,1459,79,95,25603,1371,4426,944,183,143,1158,549,7467,1276
