"","GEOID","NAME","B28011_001E","B28011_001M","B28011_002E","B28011_002M","B28011_003E","B28011_003M","B28011_004E","B28011_004M","B28011_005E","B28011_005M","B28011_006E","B28011_006M","B28011_007E","B28011_007M","B28011_008E","B28011_008M"
"231","18063","Hendricks County, Indiana",60368,1368,54973,1705,95,137,48289,1944,6602,1415,280,211,1081,754,4314,1123
"232","18067","Howard County, Indiana",35139,1401,27907,1627,0,198,21800,1537,2754,819,467,334,3339,966,3893,983
"233","18081","Johnson County, Indiana",57504,1377,52408,1717,155,134,45737,1600,5214,1584,308,307,1142,745,3954,1094
"234","18085","Kosciusko County, Indiana",30798,1441,25328,1311,149,134,19337,1546,2997,831,175,162,762,429,4708,971
"235","18089","Lake County, Indiana",186769,2797,156083,3507,334,188,126224,3489,13905,2018,2007,698,3302,855,27384,2549
"236","18091","LaPorte County, Indiana",43122,1279,35375,1797,110,125,27542,1662,2875,691,312,226,333,250,7414,1486
"237","18095","Madison County, Indiana",50426,1409,41076,1760,118,123,33133,1910,4024,748,452,269,1535,668,7815,1318
"238","18097","Marion County, Indiana",373634,3704,303446,5153,455,303,245760,5184,22909,2261,1683,567,12962,2051,57226,4201
"239","18105","Monroe County, Indiana",57102,1586,50408,1770,0,198,46056,1939,2833,768,605,395,1924,658,4770,1040
"240","18109","Morgan County, Indiana",25968,910,22458,1217,121,134,15031,1304,4006,966,334,247,548,321,2962,839
"241","18127","Porter County, Indiana",66144,1137,57305,1885,143,139,50303,2120,3253,750,244,212,1099,619,7740,1533
"242","18141","St. Joseph County, Indiana",107730,1563,87669,2373,475,327,68734,2482,9017,1285,752,412,3349,1043,16712,1877
"243","18157","Tippecanoe County, Indiana",70446,1881,61188,2302,56,96,50299,2172,4292,842,1044,671,4607,1249,4651,1207
"244","18163","Vanderburgh County, Indiana",75058,2145,62740,2315,137,172,51487,2465,3456,778,1101,588,2326,873,9992,1306
"245","18167","Vigo County, Indiana",43262,1224,38168,1243,30,51,30276,1510,2788,711,549,425,1176,478,3918,981
"246","18177","Wayne County, Indiana",28338,1083,21907,1263,107,101,13915,1263,2724,750,402,257,1351,660,5080,1079
"247","19013","Black Hawk County, Iowa",53386,1370,45365,1541,173,246,35916,1626,2615,599,703,449,1382,388,6639,1095
"248","19049","Dallas County, Iowa",35492,987,32218,1224,0,163,26784,1428,3318,865,128,132,972,459,2302,710
"249","19061","Dubuque County, Iowa",38501,857,32477,1331,160,152,24329,1493,4574,762,64,79,1181,334,4843,1043
"250","19103","Johnson County, Iowa",60868,1735,55021,2016,43,74,48721,2177,3046,862,295,257,2434,761,3413,972
"251","19113","Linn County, Iowa",91747,1599,80616,2017,341,235,68627,2203,4632,867,962,624,2530,838,8601,1566
"252","19153","Polk County, Iowa",189546,2460,165804,2968,428,293,138695,3382,12544,1478,1348,594,5229,1023,18513,2445
"253","19155","Pottawattamie County, Iowa",36635,1191,29287,1428,12,23,22933,1618,3010,825,171,117,1428,552,5920,1131
"254","19163","Scott County, Iowa",66905,1553,57552,2078,88,95,48030,2109,4731,981,233,202,1298,579,8055,1551
"255","19169","Story County, Iowa",37290,1491,29163,1792,143,106,24513,1795,2166,676,248,253,6155,1611,1972,716
"256","19193","Woodbury County, Iowa",39253,1082,32880,1449,169,147,25237,1655,3577,733,194,157,1476,531,4897,985
"257","20015","Butler County, Kansas",24692,1097,21313,1248,46,74,15149,1414,3311,761,303,223,498,338,2881,914
"258","20045","Douglas County, Kansas",48907,1134,43612,1480,210,215,36568,1752,3197,779,245,198,1735,849,3560,1097
"259","20091","Johnson County, Kansas",231184,2411,215814,2817,530,331,193428,3301,8893,1288,941,433,3975,956,11395,1526
"260","20103","Leavenworth County, Kansas",26654,1178,22785,1472,0,177,17614,1475,2166,607,286,226,761,479,3108,745
"261","20161","Riley County, Kansas",26617,1379,23701,1525,0,177,18695,1695,1626,630,210,183,1430,556,1486,628
"262","20173","Sedgwick County, Kansas",198024,2622,169612,3383,545,383,137934,4127,15613,1701,1921,699,6082,1192,22330,2198
"263","20177","Shawnee County, Kansas",72788,1776,52411,2500,284,242,42519,2126,3794,988,603,294,6833,1578,13544,1942
"264","20209","Wyandotte County, Kansas",60708,1357,49544,1731,135,117,37152,1764,2149,494,459,235,3394,852,7770,1164
"265","21015","Boone County, Kentucky",47684,1188,43567,1645,208,198,38288,2075,2764,934,154,180,1526,1214,2591,863
"266","21029","Bullitt County, Kentucky",29789,1053,25629,1401,98,123,22770,1491,2616,790,258,253,1048,638,3112,826
"267","21037","Campbell County, Kentucky",36992,1272,30621,1400,1040,696,25083,1776,1262,379,166,175,1265,501,5106,909
"268","21047","Christian County, Kentucky",26114,1284,21216,1525,121,144,11767,1396,2259,790,123,145,839,457,4059,994
"269","21059","Daviess County, Kentucky",39590,1165,34377,1525,72,121,27143,1753,2929,733,363,236,689,321,4524,1129
"270","21067","Fayette County, Kentucky",131067,2335,118841,2813,177,288,101581,2913,5240,852,1297,673,4393,1009,7833,1443
"271","21093","Hardin County, Kentucky",41625,1438,31693,2286,81,116,27496,2246,2297,573,244,241,4692,1306,5240,1327
"272","21111","Jefferson County, Kentucky",311263,3624,269662,4282,573,352,216512,4470,17028,2279,1747,607,6723,1208,34878,2644
"273","21117","Kenton County, Kentucky",64611,1348,57947,1486,180,160,49967,1684,2052,727,438,403,571,246,6093,1048
"274","21145","McCracken County, Kentucky",27650,1360,23647,1391,0,197,15261,1548,2445,851,317,421,847,487,3156,747
"275","21151","Madison County, Kentucky",33396,1260,29207,1556,339,256,22724,1679,3413,992,367,312,1048,506,3141,823
"276","21185","Oldham County, Kentucky",21237,722,19942,888,96,112,17051,900,1755,493,149,144,82,113,1213,431
"277","21227","Warren County, Kentucky",48843,1450,42524,1871,155,182,35589,2082,2325,757,1179,654,1254,532,5065,1316
"278","22005","Ascension Parish, Louisiana",45102,1416,40168,1956,140,161,35177,1985,2465,1094,230,248,884,467,4050,1324
"279","22015","Bossier Parish, Louisiana",50099,1937,30263,2300,66,111,22147,2279,4047,1077,365,323,10087,2170,9749,2002
"280","22017","Caddo Parish, Louisiana",94778,2026,63458,2665,239,162,47994,2951,7006,1189,592,330,9785,1887,21535,2135
"281","22019","Calcasieu Parish, Louisiana",78351,2393,60635,2568,61,102,48424,2576,6447,1396,156,189,1452,722,16264,2061
"282","22033","East Baton Rouge Parish, Louisiana",163274,3664,142011,3845,250,209,117065,4538,9789,1788,886,417,5444,1434,15819,2191
"283","22045","Iberia Parish, Louisiana",25386,1277,20644,1676,0,217,15625,1618,2423,779,146,168,336,333,4406,1166
"284","22051","Jefferson Parish, Louisiana",167596,2590,135937,3150,262,209,112493,3708,17008,2092,1171,477,2702,758,28957,2557
"285","22055","Lafayette Parish, Louisiana",94002,2365,82271,2884,79,133,72805,2779,3548,929,353,264,1843,673,9888,1756
"286","22057","Lafourche Parish, Louisiana",35838,1635,28527,1702,0,217,23336,1741,2360,730,311,258,1184,593,6127,1239
"287","22063","Livingston Parish, Louisiana",49084,1957,43009,2379,63,93,38786,2419,2521,955,81,149,2634,1317,3441,1173
"288","22071","Orleans Parish, Louisiana",155104,2460,121013,2993,100,96,91514,2845,6423,935,455,239,3264,714,30827,2233
"289","22073","Ouachita Parish, Louisiana",55599,2304,42441,2122,398,435,29674,2082,3756,997,293,199,1440,505,11718,1642
"290","22079","Rapides Parish, Louisiana",48915,1824,41213,1869,184,187,30377,2006,6606,1347,477,397,1230,554,6472,1122
"291","22097","St. Landry Parish, Louisiana",29965,1370,17406,1558,161,155,10207,1455,2131,657,47,82,1455,796,11104,1556
"292","22103","St. Tammany Parish, Louisiana",93589,2098,81239,2767,193,193,70134,2889,6799,1186,770,404,2213,953,10137,1913
"293","22105","Tangipahoa Parish, Louisiana",47401,2208,38774,2489,68,109,30266,2531,4248,1256,52,98,275,351,8352,1845
"294","22109","Terrebonne Parish, Louisiana",37911,1698,31752,2109,79,146,26011,1993,3533,1161,249,387,293,257,5866,1454
"295","23001","Androscoggin County, Maine",44897,1416,37822,2003,153,114,33081,1976,1547,605,723,562,1699,771,5376,1200
"296","23003","Aroostook County, Maine",29931,947,21164,1144,556,313,16968,1077,1463,327,203,130,1706,584,7061,962
"297","23005","Cumberland County, Maine",123485,2256,110828,2739,298,242,99578,2937,2543,647,562,360,3574,715,9083,1530
"298","23011","Kennebec County, Maine",54299,1620,44884,2096,312,228,39980,2077,2193,839,135,131,1288,600,8127,1366
"299","23019","Penobscot County, Maine",61765,1822,52202,2068,506,271,44469,2026,2682,581,1009,655,1576,532,7987,1339
"300","23031","York County, Maine",88416,2661,77053,3035,598,425,67823,2716,4064,966,481,306,2043,743,9320,1822
"301","24001","Allegany County, Maryland",27190,1512,21489,1578,82,98,15944,1421,2075,547,399,333,945,553,4756,829
"302","24003","Anne Arundel County, Maryland",212687,2121,196311,3104,85,100,175723,3267,4588,1052,974,575,3143,935,13233,1902
"303","24005","Baltimore County, Maryland",313259,2930,277102,4032,504,294,239559,4663,12501,1750,2014,683,7959,1730,28198,2593
"304","24009","Calvert County, Maryland",32145,1055,28866,1327,0,206,25410,1407,1850,659,92,157,955,622,2324,780
"305","24013","Carroll County, Maryland",60371,1279,53497,1659,188,160,37524,1891,3330,705,340,211,1354,604,5520,1074
"306","24015","Cecil County, Maryland",36620,1435,30610,1861,54,81,24863,1865,1880,593,268,217,603,430,5407,1260
"307","24017","Charles County, Maryland",56947,1438,50003,1759,150,151,43884,2039,2798,708,207,180,728,347,6216,1447
"308","24021","Frederick County, Maryland",95903,1096,87242,1672,174,145,74822,2050,6702,1308,592,320,1439,500,7222,1254
"309","24025","Harford County, Maryland",94802,1608,85174,1899,401,238,74776,2142,3990,957,1044,862,1122,555,8506,1441
"310","24027","Howard County, Maryland",116903,1234,110882,1736,313,273,102506,2041,3210,795,301,228,1191,529,4830,1334
"311","24031","Montgomery County, Maryland",368334,3409,342958,3911,715,303,315945,4171,16147,1932,1800,611,7600,1439,17776,2383
"312","24033","Prince George's County, Maryland",315759,2100,280810,3458,242,184,247387,4523,17486,2022,2313,662,6577,1155,28372,2845
"313","24037","St. Mary's County, Maryland",41239,1509,35989,1753,107,140,30788,1714,3865,1097,195,193,834,540,4416,1093
"314","24043","Washington County, Maryland",56306,1343,46813,1781,109,104,37396,1997,4621,1170,659,365,1069,439,8424,1407
"315","24045","Wicomico County, Maryland",38084,1426,31123,1637,59,103,26192,1782,2335,937,349,252,1153,687,5808,1198
"316","24510","Baltimore city, Maryland",237204,3359,185689,4099,569,332,140617,4385,10212,1554,1399,539,11809,1831,39706,3057
"317","25001","Barnstable County, Massachusetts",86671,2983,78018,2948,102,118,70550,2948,2466,735,484,318,2089,777,6564,1199
"318","25003","Berkshire County, Massachusetts",55212,1795,47724,1895,191,136,40613,1881,2360,526,1282,761,1741,622,5747,1239
"319","25005","Bristol County, Massachusetts",215132,2834,179147,3343,380,283,154324,3580,6059,1011,2217,814,7886,1883,28099,2778
"320","25009","Essex County, Massachusetts",295481,2547,259672,3233,508,281,236124,3450,7821,1438,1020,375,5177,1238,30632,2560
"321","25011","Franklin County, Massachusetts",30391,875,25049,1139,133,94,20967,1202,2246,462,423,223,1331,709,4011,703
"322","25013","Hampden County, Massachusetts",178678,2153,144280,3266,946,420,123244,4111,4376,983,981,427,5246,1415,29152,2288
"323","25015","Hampshire County, Massachusetts",58902,1585,51748,1802,268,222,46441,1781,1483,528,388,360,2854,834,4300,769
"324","25017","Middlesex County, Massachusetts",612224,4157,558653,4739,915,455,510701,5456,14008,1793,2276,949,9830,1621,43741,3284
"325","25021","Norfolk County, Massachusetts",267880,2214,245353,3331,526,293,222890,4095,7013,1415,988,631,5232,1359,17295,1977
"326","25023","Plymouth County, Massachusetts",189304,3054,167649,3597,201,158,151339,3962,4361,923,906,517,4277,1271,17378,1998
"327","25025","Suffolk County, Massachusetts",315049,3110,273527,4149,528,296,237461,4373,9715,1467,3015,1064,6911,1501,34611,2763
"328","25027","Worcester County, Massachusetts",308831,3525,273850,4160,874,375,232865,4833,9629,1529,1628,784,5716,1359,29265,3059
"329","26005","Allegan County, Michigan",43992,1368,37439,1575,227,209,20045,1434,4145,675,372,253,731,305,5822,988
"330","26017","Bay County, Michigan",44469,1080,38033,1386,30,38,29553,1678,2686,651,111,132,731,361,5705,930
"331","26021","Berrien County, Michigan",64783,1365,48096,1810,112,91,35472,1864,4262,721,567,326,6870,1280,9817,1198
"332","26025","Calhoun County, Michigan",53914,1330,45203,1649,151,98,29746,1902,3773,617,447,204,1163,388,7548,1029
"333","26037","Clinton County, Michigan",29783,784,25925,1035,145,136,19921,1247,2522,598,283,169,608,238,3250,681
"334","26045","Eaton County, Michigan",44879,934,39424,1192,174,159,29624,1238,5535,984,561,315,1130,454,4325,815
"335","26049","Genesee County, Michigan",169469,2391,136561,3377,457,295,115414,3388,6454,918,992,415,6015,1416,26893,2856
"336","26055","Grand Traverse County, Michigan",36782,1760,31801,1777,89,136,26193,1684,1279,484,150,156,1309,554,3672,974
"337","26065","Ingham County, Michigan",112170,2008,94195,2849,160,119,79953,2838,7714,1058,1025,455,4312,1038,13663,2061
"338","26073","Isabella County, Michigan",25367,975,20097,1114,74,65,15023,1052,2876,546,239,194,2168,641,3102,543
"339","26075","Jackson County, Michigan",62598,1720,52351,1929,213,147,39586,2088,3734,807,616,314,1047,487,9200,1413
"340","26077","Kalamazoo County, Michigan",104234,1997,93261,2165,716,366,77069,2592,5858,1034,1457,667,2234,779,8739,1418
"341","26081","Kent County, Michigan",244046,2669,214107,3426,526,321,179746,3765,15374,2047,1594,629,5416,934,24523,2521
"342","26087","Lapeer County, Michigan",33560,981,28310,1186,231,141,18920,1158,3440,659,587,276,853,361,4397,952
"343","26091","Lenawee County, Michigan",38388,1194,31840,1381,118,86,22879,1526,2936,707,387,233,775,294,5773,876
"344","26093","Livingston County, Michigan",72676,1122,65957,1588,38,60,57190,1759,5533,738,701,266,2067,760,4652,825
"345","26099","Macomb County, Michigan",347508,2620,308259,3977,638,269,257031,4542,17634,1635,1517,488,6927,1446,32322,2726
"346","26103","Marquette County, Michigan",26328,1167,21628,1317,16,18,17529,1284,1434,358,282,149,1538,519,3162,585
"347","26111","Midland County, Michigan",34091,844,28201,1165,13,23,21306,1282,2610,593,276,247,951,389,4939,929
"348","26115","Monroe County, Michigan",61586,1101,51808,1513,144,139,42006,1659,4467,1022,572,407,1539,583,8239,1291
"349","26121","Muskegon County, Michigan",67196,1329,56160,1807,450,232,41067,1880,3594,745,649,368,1822,598,9214,1351
"350","26125","Oakland County, Michigan",503645,3953,454625,4344,575,329,398730,5452,29693,2700,4154,1127,6740,1255,42280,3030
"351","26139","Ottawa County, Michigan",103438,1947,91864,2249,354,228,75663,2717,4888,970,928,610,2443,737,9131,1493
"352","26145","Saginaw County, Michigan",78740,1414,65460,2147,311,245,50171,2370,5478,1075,585,293,1520,637,11760,1523
"353","26147","St. Clair County, Michigan",65751,1482,56213,1678,110,109,41564,1746,5703,1044,912,351,972,298,8566,1060
"354","26155","Shiawassee County, Michigan",28218,620,23496,935,47,55,16662,1184,2832,674,174,130,335,190,4387,723
"355","26159","Van Buren County, Michigan",28607,1337,23673,1418,132,94,15098,1155,2449,558,372,248,476,309,4458,744
"356","26161","Washtenaw County, Michigan",143072,1755,131260,2186,72,86,115744,2343,7621,1103,1240,416,3756,861,8056,1407
"357","26163","Wayne County, Michigan",687546,4917,544333,6489,1722,693,432378,6294,36253,2720,4534,852,27273,2705,115940,4801
"358","27003","Anoka County, Minnesota",128140,1393,117635,1918,610,276,93328,2583,7149,1040,1015,369,1348,426,9157,1374
"359","27013","Blue Earth County, Minnesota",26362,855,23385,1058,37,32,19744,1147,1348,459,95,78,1023,465,1954,553
"360","27019","Carver County, Minnesota",36925,929,33915,1182,28,33,29409,1368,2632,635,264,211,1040,454,1970,585
"361","27037","Dakota County, Minnesota",162496,1249,150390,1732,220,132,135196,2242,7667,1025,1284,597,2603,657,9503,1351
"362","27053","Hennepin County, Minnesota",508964,3587,451874,4811,1051,405,400328,5516,23403,2624,3788,833,16594,1645,40496,3115
"363","27109","Olmsted County, Minnesota",63462,1096,55326,1561,321,300,46791,1655,3162,576,435,314,2428,717,5708,966
"364","27123","Ramsey County, Minnesota",209287,2101,185041,2801,985,313,153557,3439,9546,1321,1260,437,5944,1073,18302,2038
"365","27131","Rice County, Minnesota",23358,783,20080,934,49,54,16072,1064,1398,403,232,167,633,281,2645,722
"366","27137","St. Louis County, Minnesota",84370,1926,69041,1994,607,228,50469,1995,9552,1079,762,272,2754,778,12575,1179
"367","27139","Scott County, Minnesota",50040,1031,46638,1292,77,112,41068,1614,3932,925,241,203,776,383,2626,728
"368","27141","Sherburne County, Minnesota",32033,865,29755,1105,213,199,23179,1669,2795,986,470,470,726,397,1552,536
"369","27145","Stearns County, Minnesota",58510,1538,49342,1905,243,143,38759,1842,4071,708,1941,746,1963,698,7205,1210
"370","27163","Washington County, Minnesota",96387,1277,89137,1794,356,236,77284,2124,5859,902,489,265,1438,443,5812,1222
"371","27171","Wright County, Minnesota",48863,843,43559,975,159,99,34361,1439,4149,1014,451,392,821,312,4483,845
"372","28033","DeSoto County, Mississippi",63075,1642,56948,1857,59,96,43872,2353,5388,986,375,246,854,502,5273,1016
"373","28035","Forrest County, Mississippi",27248,1513,21269,1761,0,218,14152,1770,1505,669,49,68,445,361,5534,1431
"374","28047","Harrison County, Mississippi",82375,2255,69016,3031,205,229,50441,3082,8168,1438,1072,752,1541,741,11818,2532
"375","28049","Hinds County, Mississippi",85483,2220,70264,2489,74,87,50157,2967,4672,926,309,221,2900,988,12319,1669
"376","28059","Jackson County, Mississippi",51659,2358,43630,2701,371,476,31358,2646,6926,1505,219,253,934,589,7095,1522
"377","28067","Jones County, Mississippi",25098,1254,15725,1467,6,13,9655,1455,1620,825,93,158,224,208,9149,1666
"378","28075","Lauderdale County, Mississippi",29993,1432,24247,1850,81,137,16575,2101,2051,1008,562,494,297,233,5449,1182
"379","28081","Lee County, Mississippi",32527,1164,25104,1617,55,72,15156,1456,3022,783,214,185,1549,752,5874,1078
"380","28089","Madison County, Mississippi",40229,1467,37479,1630,0,218,29618,2062,4092,1046,590,477,181,144,2569,924
"381","28121","Rankin County, Mississippi",55483,1717,45916,2348,125,167,33373,2458,7061,1505,591,552,1215,811,8352,2060
"382","29019","Boone County, Missouri",72217,1620,61274,2450,400,278,53889,2821,4618,1121,430,351,4482,1185,6461,1401
"383","29021","Buchanan County, Missouri",33621,1285,28252,1401,139,190,19211,1149,3623,837,233,192,503,303,4866,1026
"384","29031","Cape Girardeau County, Missouri",28675,1233,24757,1331,92,142,18051,1488,1614,517,293,169,325,275,3593,748
"385","29037","Cass County, Missouri",40197,905,34885,1271,14,25,27901,1261,4016,895,389,287,558,345,4754,966
"386","29043","Christian County, Missouri",31421,1196,26291,1432,129,203,18500,1475,3201,621,265,206,1009,531,4121,1116
"387","29047","Clay County, Missouri",91901,1902,82226,2570,139,164,68988,3287,6102,1164,351,209,3194,752,6481,1405
"388","29051","Cole County, Missouri",29593,1324,21596,1639,104,143,16103,1394,2213,584,248,187,3972,1194,4025,931
"389","29071","Franklin County, Missouri",40387,1353,33897,1453,147,172,21653,1659,5164,1138,845,502,1493,718,4997,1102
"390","29077","Greene County, Missouri",128691,1842,96591,2990,330,242,67260,3125,12667,1666,1787,748,7772,1516,24328,2696
"391","29095","Jackson County, Missouri",288752,3533,245168,3863,464,259,196542,4621,17178,1579,1510,510,13025,1760,30559,2398
"392","29097","Jasper County, Missouri",47846,957,39811,1544,224,203,25276,1756,3773,853,556,297,1099,562,6936,1285
"393","29099","Jefferson County, Missouri",85892,1528,76270,2129,51,84,56361,2546,11671,1650,486,277,2052,825,7570,1369
"394","29165","Platte County, Missouri",40086,969,37218,1204,109,132,30680,1360,2983,885,69,99,703,376,2165,709
"395","29183","St. Charles County, Missouri",149951,1706,138683,2093,184,152,121003,2665,13455,1538,466,276,1949,492,9319,1407
"396","29187","St. Francois County, Missouri",25670,1485,21531,1712,61,107,15188,1647,2063,687,182,223,198,183,3941,953
"397","29189","St. Louis County, Missouri",408117,3880,365062,4844,390,223,310401,6446,31432,2571,3143,900,6843,1433,36212,2879
"398","29510","St. Louis city, Missouri",144295,2502,111072,3421,33,54,89220,3491,6813,1043,667,334,5140,1377,28083,2592
"399","30013","Cascade County, Montana",35558,942,28507,1384,151,133,24794,1507,1961,505,328,196,445,302,6606,1156
"400","30029","Flathead County, Montana",38372,1694,33449,1878,419,432,26322,1821,2419,711,251,252,500,354,4423,1028
"401","30031","Gallatin County, Montana",44423,1405,39610,1712,0,172,30396,1779,4244,782,789,391,1646,522,3167,1023
"402","30049","Lewis and Clark County, Montana",27842,1037,23327,1220,0,172,19041,1300,2293,629,135,169,437,349,4078,884
"403","30063","Missoula County, Montana",50401,1212,46152,1623,60,80,38411,1956,3840,982,1005,814,876,444,3373,990
"404","30111","Yellowstone County, Montana",66805,1731,56490,2214,335,243,47210,2191,5883,1243,541,443,1267,556,9048,1453
"405","31055","Douglas County, Nebraska",220858,2346,194874,2595,494,261,167724,2939,7963,976,909,397,4436,882,21548,1617
"406","31109","Lancaster County, Nebraska",125917,1786,112944,2585,311,180,99507,2526,6102,1077,793,476,2888,762,10085,1643
"407","31153","Sarpy County, Nebraska",66273,1240,60969,1485,218,226,54285,1558,3253,669,469,407,1323,474,3981,943
"408","32003","Clark County, Nevada",808605,5626,692482,6523,1981,738,592519,6771,59441,3969,4234,916,17196,2306,98927,4237
"409","32031","Washoe County, Nevada",185709,2535,164395,3333,297,194,138821,3463,15664,2007,1277,641,3660,1098,17654,2511
"410","33005","Cheshire County, New Hampshire",30208,1282,25833,1545,262,197,22533,1568,2262,514,284,222,517,254,3858,883
"411","33009","Grafton County, New Hampshire",35394,1623,29186,1754,184,144,25524,1629,1951,603,188,105,2043,721,4165,842
"412","33011","Hillsborough County, New Hampshire",161649,2405,146883,2985,867,422,129031,3483,3386,858,1733,990,3111,934,11655,1701
"413","33013","Merrimack County, New Hampshire",58521,1287,53446,1587,503,358,47992,1592,2086,549,48,60,1162,481,3913,876
"414","33015","Rockingham County, New Hampshire",119467,2346,111031,2686,233,250,100554,2634,2564,894,277,220,1411,477,7025,1617
"415","33017","Strafford County, New Hampshire",48393,1525,41871,1914,0,192,36983,1935,2319,709,236,333,1815,860,4707,1162
"416","34001","Atlantic County, New Jersey",96981,2649,84726,2682,219,193,72306,2862,3791,979,434,284,2133,846,10122,1559
"417","34003","Bergen County, New Jersey",339953,2811,307257,3950,701,374,278453,3653,8240,1496,1251,783,4358,1224,28338,2819
"418","34005","Burlington County, New Jersey",166698,3189,149743,3519,694,345,134500,3759,5448,1033,804,402,2549,778,14406,2056
"419","34007","Camden County, New Jersey",188840,2558,162285,3682,480,355,141782,3857,6860,1367,1147,649,2659,743,23896,2314
"420","34009","Cape May County, New Jersey",39208,2517,34245,2356,0,210,30622,2252,1061,500,334,232,788,364,4175,914
"421","34011","Cumberland County, New Jersey",50034,1841,41830,2004,262,259,35453,2076,2206,880,743,698,773,609,7431,1284
"422","34013","Essex County, New Jersey",289921,2891,245245,4275,556,348,207957,4465,10492,1601,13230,1862,6382,1256,38294,3146
"423","34015","Gloucester County, New Jersey",101414,2242,92507,2487,140,138,82345,2460,2660,647,258,179,990,432,7917,1311
"424","34017","Hudson County, New Jersey",263924,2261,233754,3478,395,251,198521,3857,8096,1387,1032,580,4122,962,26048,2392
"425","34019","Hunterdon County, New Jersey",47733,966,44272,1407,188,161,38558,1636,2460,695,86,153,340,242,3121,743
"426","34021","Mercer County, New Jersey",132980,1977,113749,2476,182,171,101734,2617,3651,897,626,456,4676,1495,14555,1949
"427","34023","Middlesex County, New Jersey",285480,3044,256025,3857,564,354,229694,4375,9746,1534,1749,584,4943,1219,24512,2721
"428","34025","Monmouth County, New Jersey",236327,2742,213006,3475,531,335,188900,3793,7763,1415,669,366,4682,1229,18639,2314
"429","34027","Morris County, New Jersey",181738,2277,168446,2908,283,200,154691,2957,4987,1037,589,394,1960,768,11332,1652
"430","34029","Ocean County, New Jersey",228622,3160,190377,4053,827,461,168752,4192,8656,1495,1061,521,6452,1322,31793,2867
"431","34031","Passaic County, New Jersey",169521,1773,143960,2914,75,93,123129,3029,19968,2109,519,276,2161,774,23400,2357
"432","34033","Salem County, New Jersey",23952,1015,20474,1128,29,50,17510,1091,789,368,194,273,615,354,2863,776
"433","34035","Somerset County, New Jersey",118729,1954,111535,2336,204,266,94093,2968,3767,797,258,188,1850,818,5344,1081
"434","34037","Sussex County, New Jersey",53749,1618,50068,1711,142,160,45137,1900,4829,1001,411,309,837,420,2844,822
"435","34039","Union County, New Jersey",192021,2054,166574,3332,363,315,144586,3288,8491,1607,745,470,3689,980,21758,2399
"436","34041","Warren County, New Jersey",41742,1111,36003,1324,126,113,30399,1386,2586,732,230,185,841,481,4898,928
"437","35001","Bernalillo County, New Mexico",270655,3583,222831,4202,797,387,181934,4030,16294,2051,2186,695,12131,2106,35693,2731
"438","35005","Chaves County, New Mexico",22616,1260,16334,1503,203,254,10694,1323,2827,762,0,201,859,475,5423,1392
"439","35013","Doña Ana County, New Mexico",80409,1710,55848,3019,175,203,46554,2863,5541,1371,370,262,4072,1164,20489,2610
"440","35025","Lea County, New Mexico",23215,968,18683,1209,0,201,12340,1612,1883,756,524,287,1010,524,3522,863
"441","35031","McKinley County, New Mexico",21449,655,10532,1000,519,422,5283,826,1125,475,48,63,362,207,10555,1021
"442","35035","Otero County, New Mexico",23747,1492,19550,1775,148,189,14752,1685,1244,521,108,147,1199,784,2998,994
"443","35043","Sandoval County, New Mexico",53996,1032,47173,1219,296,215,30556,1577,4363,956,636,456,1023,441,5800,987
"444","35045","San Juan County, New Mexico",43707,1245,31583,1557,155,143,22587,1511,3778,875,99,168,2057,669,10067,1255
"445","35049","Santa Fe County, New Mexico",62707,1541,52314,1793,214,166,41444,2122,6675,1146,814,407,506,284,9887,1475
"446","35061","Valencia County, New Mexico",28379,1042,21360,1587,38,68,16189,1588,2686,641,368,375,218,226,6801,1344
"447","36001","Albany County, New York",126578,2481,108697,3173,498,370,93945,3090,3810,876,699,501,3741,1024,14140,1773
"448","36005","Bronx County, New York",507370,2944,399388,5771,1054,721,306744,7010,13930,2198,16297,2462,15412,2514,92570,5133
"449","36007","Broome County, New York",75539,2336,65146,2542,176,162,56072,2810,3986,1030,623,354,1649,442,8744,1567
"450","36009","Cattaraugus County, New York",32079,1105,24491,1289,132,143,15734,1121,4090,782,230,139,711,244,6877,788
"451","36011","Cayuga County, New York",30083,1041,24641,1241,89,89,18607,1394,2459,560,178,87,416,210,5026,803
"452","36013","Chautauqua County, New York",53429,1794,42672,1669,421,230,34325,1750,2667,569,547,352,1383,541,9374,1219
"453","36015","Chemung County, New York",34325,1210,28815,1456,45,77,22020,1732,2131,607,324,302,659,338,4851,964
"454","36019","Clinton County, New York",31392,1414,27012,1589,179,177,22407,1499,1811,655,380,412,1109,593,3271,674
"455","36027","Dutchess County, New York",108071,2214,96506,2612,219,174,87587,2731,3864,790,179,158,1878,719,9687,1306
"456","36029","Erie County, New York",390341,4209,331680,5336,1248,523,274584,5577,14477,1448,2829,825,10020,1552,48641,3116
"457","36045","Jefferson County, New York",44657,1987,38196,2135,107,98,31044,2001,2676,651,576,277,1083,504,5378,1056
"458","36047","Kings County, New York",969317,5651,802932,6807,1161,383,683829,7533,31288,2696,8120,1502,22369,2451,144016,5281
"459","36051","Livingston County, New York",23746,1054,20626,1310,102,109,16203,1206,1956,579,154,177,817,420,2303,644
"460","36053","Madison County, New York",26127,1315,22651,1403,42,50,18714,1385,1142,459,246,215,657,269,2819,644
"461","36055","Monroe County, New York",301668,2889,262428,3598,1218,479,228096,4240,10679,1347,1728,648,7401,1191,31839,2391
