"","GEOID","NAME","B28011_001E","B28011_001M","B28011_002E","B28011_002M","B28011_003E","B28011_003M","B28011_004E","B28011_004M","B28011_005E","B28011_005M","B28011_006E","B28011_006M","B28011_007E","B28011_007M","B28011_008E","B28011_008M"
"114","12015","Charlotte County, Florida",74975,3063,64797,2912,183,176,54544,2700,4598,1100,274,205,1328,601,8850,1578
"115","12017","Citrus County, Florida",62293,2908,51502,3204,46,79,44660,3036,3350,916,358,323,2212,835,8579,1737
"116","12019","Clay County, Florida",75958,2151,70469,2421,142,184,57915,2739,5672,1195,365,415,851,451,4638,1311
"117","12021","Collier County, Florida",144172,4574,125339,4497,188,230,108294,4553,8296,1661,1024,514,5487,1620,13346,2486
"118","12023","Columbia County, Florida",25678,967,20573,1259,55,92,12809,1344,3491,946,1182,634,976,524,4129,983
"119","12031","Duval County, Florida",367238,4633,323785,5955,620,341,249269,6521,23624,2675,1731,804,6579,1555,36874,3038
"120","12033","Escambia County, Florida",118820,3150,99554,3751,273,220,85661,3390,6667,1219,548,513,3544,1134,15722,2247
"121","12035","Flagler County, Florida",41274,1947,31326,2144,0,229,25340,1957,4306,1042,688,423,4556,1234,5392,1380
"122","12053","Hernando County, Florida",76163,2250,66476,2598,199,193,58589,2627,4044,835,646,433,2800,876,6887,1179
"123","12055","Highlands County, Florida",40573,2282,32039,2172,117,169,23699,2030,3946,1074,896,526,1545,818,6989,1297
"124","12057","Hillsborough County, Florida",540142,4045,481031,5901,389,321,413184,6371,19553,2183,2929,977,12096,2002,47015,4391
"125","12061","Indian River County, Florida",57636,2600,47733,2769,118,154,41601,2608,3867,1069,171,143,1389,939,8514,1614
"126","12069","Lake County, Florida",136366,3542,121929,3882,278,219,98444,3659,9672,1717,946,602,2502,885,11935,2064
"127","12071","Lee County, Florida",281222,6698,246744,6450,838,370,206597,6504,22181,2563,1655,651,11143,2227,23335,2524
"128","12073","Leon County, Florida",113390,2646,100033,2761,144,140,83921,3309,4850,1040,314,219,3327,994,10030,1670
"129","12081","Manatee County, Florida",150814,3654,132170,3683,60,98,116428,3797,6949,1333,749,369,5021,1390,13623,2148
"130","12083","Marion County, Florida",143441,4064,120432,4830,458,361,99285,5033,11796,1636,2274,946,2564,907,20445,2875
"131","12085","Martin County, Florida",63070,2157,55978,2367,263,299,44453,2414,2659,831,513,457,1752,523,5340,1392
"132","12086","Miami-Dade County, Florida",895801,6705,712414,7885,706,459,602261,8947,66138,3873,4847,1149,46478,4729,136909,5553
"133","12087","Monroe County, Florida",31362,1892,27797,1919,28,44,25576,1917,1393,479,56,66,895,467,2670,890
"134","12089","Nassau County, Florida",32624,1353,29246,1643,345,292,20629,1849,2169,770,279,210,1133,594,2245,869
"135","12091","Okaloosa County, Florida",79570,2256,69669,2768,148,198,60216,2736,3916,924,380,396,2623,952,7278,1748
"136","12095","Orange County, Florida",458157,4549,407438,5793,1094,445,343231,6937,23149,2990,5248,1316,9181,1718,41538,3813
"137","12097","Osceola County, Florida",102705,3890,88335,4220,44,75,71762,4270,5488,1295,638,335,5404,1886,8966,2144
"138","12099","Palm Beach County, Florida",552286,5680,486971,5718,1424,499,402647,6182,36118,2659,3819,1045,15172,2238,50143,3196
"139","12101","Pasco County, Florida",205128,3653,172676,4104,593,405,151194,4477,8833,1357,1130,527,7758,1392,24694,2348
"140","12103","Pinellas County, Florida",405892,5053,341858,6454,1108,376,301516,6567,13416,1748,2013,596,14649,2190,49385,3789
"141","12105","Polk County, Florida",241171,4086,177206,5121,1157,502,143870,4946,10917,1728,1657,477,23415,2743,40550,3616
"142","12107","Putnam County, Florida",27927,1726,23179,1781,119,157,15593,1731,3059,767,69,122,741,479,4007,1038
"143","12109","St. Johns County, Florida",90109,3058,79723,3587,419,301,68721,4036,7742,1497,229,183,3958,1488,6428,1758
"144","12111","St. Lucie County, Florida",118768,3239,106697,4038,46,78,92710,4112,11273,2375,620,494,3048,1113,9023,2221
"145","12113","Santa Rosa County, Florida",63891,2129,57801,2367,146,152,48893,2662,5409,1285,753,681,937,480,5153,1189
"146","12115","Sarasota County, Florida",183721,3804,161250,3900,217,208,136792,4461,6642,1235,900,469,6644,1465,15827,2160
"147","12117","Seminole County, Florida",179274,2475,158926,3490,182,171,145083,3856,7976,1024,1452,864,5319,1545,15029,2483
"148","12119","Sumter County, Florida",62854,2590,56500,2539,295,281,44817,2741,6011,1607,927,637,1869,866,4485,1200
"149","12127","Volusia County, Florida",218423,4087,179992,3997,448,395,123296,4152,11257,1484,10744,1874,5707,1243,32724,2982
"150","12131","Walton County, Florida",28770,2180,25509,2423,291,298,20018,2262,2591,928,181,224,241,198,3020,1074
"151","13013","Barrow County, Georgia",27525,714,24062,1076,0,226,20110,1088,4300,895,1071,609,196,174,3267,803
"152","13015","Bartow County, Georgia",35506,1553,27558,1913,0,226,19583,1813,3352,1071,134,162,3704,1319,4244,1141
"153","13021","Bibb County, Georgia",57905,1802,45958,2144,143,175,36666,2252,4375,1163,134,133,1559,737,10388,1478
"154","13031","Bulloch County, Georgia",27097,1613,21587,1915,0,226,17212,1951,1557,559,1154,722,729,506,4781,1215
"155","13045","Carroll County, Georgia",41197,1480,34158,1698,53,86,26081,1865,3761,943,137,176,736,553,6303,1148
"156","13047","Catoosa County, Georgia",24722,1260,21738,1539,52,99,17792,1465,1387,603,419,354,48,87,2936,783
"157","13051","Chatham County, Georgia",107921,2645,95547,3222,79,91,76558,3488,6367,1470,423,311,1684,651,10690,1731
"158","13057","Cherokee County, Georgia",89974,1560,85240,1901,0,226,75503,2362,9109,1855,106,177,1182,874,3552,1113
"159","13059","Clarke County, Georgia",49698,1441,43558,1853,47,83,37728,1939,3954,1069,253,211,1583,636,4557,1175
"160","13063","Clayton County, Georgia",96286,2093,75738,3138,431,456,61091,3288,6816,1643,312,257,8052,1678,12496,2193
"161","13067","Cobb County, Georgia",283094,3547,265127,4604,529,353,238404,5198,21333,2797,780,467,2379,770,15588,2403
"162","13073","Columbia County, Georgia",47167,2238,41690,2045,0,226,35984,2310,3572,1187,313,349,1116,662,4361,1318
"163","13077","Coweta County, Georgia",52114,1333,44246,2311,60,100,38244,2210,5177,1238,150,157,796,516,7072,1816
"164","13089","DeKalb County, Georgia",287001,3281,251821,4364,331,244,196886,5110,20172,2788,7210,2225,3472,937,31708,3307
"165","13095","Dougherty County, Georgia",33717,1752,25772,1927,0,226,17450,1932,2919,758,31,51,1324,648,6621,1281
"166","13097","Douglas County, Georgia",49534,1582,42811,2472,209,229,32850,2662,4957,1368,219,189,2674,1112,4049,1485
"167","13113","Fayette County, Georgia",39366,1116,35753,1409,142,173,32410,1587,3681,836,266,213,554,272,3059,802
"168","13115","Floyd County, Georgia",34672,1416,26650,1769,0,226,20122,1753,3034,951,261,273,916,463,7106,1240
"169","13117","Forsyth County, Georgia",81353,873,77879,1188,95,118,70930,1584,9943,1526,621,483,697,411,2777,846
"170","13121","Fulton County, Georgia",417157,5974,372582,5896,467,289,319327,6814,22296,2945,3721,1166,8759,2034,35816,2946
"171","13127","Glynn County, Georgia",34634,1563,28694,1605,47,88,23040,1797,2720,1060,158,200,1218,811,4722,1117
"172","13135","Gwinnett County, Georgia",297658,2747,267677,4508,64,112,240015,5006,28216,3756,1707,911,4062,1311,25919,3058
"173","13139","Hall County, Georgia",64990,1594,57332,2061,122,149,45193,2389,5745,1088,323,282,1443,609,6215,1458
"174","13151","Henry County, Georgia",75926,1908,64909,2449,120,149,56142,2803,5735,1404,268,240,5997,1406,5020,1291
"175","13153","Houston County, Georgia",58155,1653,51041,2281,45,75,42080,2804,6011,1592,279,397,532,374,6582,1923
"176","13157","Jackson County, Georgia",23640,877,21213,1229,0,226,16605,1206,2697,728,89,149,205,244,2222,841
"177","13185","Lowndes County, Georgia",41734,1535,23625,1878,93,120,18395,1926,3247,782,170,163,7138,1372,10971,1814
"178","13215","Muscogee County, Georgia",72862,2063,59832,2310,149,142,47463,2564,4560,1058,9260,2072,1021,455,12009,1571
"179","13217","Newton County, Georgia",38436,794,35793,1184,100,173,30844,1476,3801,937,131,217,782,466,1861,777
"180","13223","Paulding County, Georgia",53630,1664,48393,2285,79,132,40959,2285,4390,1309,76,125,1507,845,3730,1286
"181","13245","Richmond County, Georgia",70534,2579,54920,2995,292,292,41465,2968,3867,961,231,202,3287,1194,12327,1988
"182","13247","Rockdale County, Georgia",31460,985,27278,1503,392,376,21515,1649,2093,818,98,131,569,397,3613,1058
"183","13255","Spalding County, Georgia",25659,1135,17255,1510,0,226,12169,1443,2052,740,0,226,3016,1050,5388,1386
"184","13285","Troup County, Georgia",25417,1114,19619,1588,61,99,12986,1648,2389,759,3804,1227,836,526,4962,1199
"185","13295","Walker County, Georgia",26895,1290,21410,1704,23,38,16934,1713,651,378,217,229,1027,668,4458,1100
"186","13297","Walton County, Georgia",32624,792,29077,1368,70,68,24324,1649,3340,870,63,108,433,301,3114,1159
"187","13313","Whitfield County, Georgia",36658,1376,30143,1716,0,226,21459,1668,1848,692,49,69,432,284,6083,1297
"188","15001","Hawaii County, Hawaii",71565,2191,54139,2475,125,145,43221,2303,4981,1219,635,377,2931,1140,14495,1828
"189","15003","Honolulu County, Hawaii",308208,3354,272486,3776,383,230,237041,4498,10569,1546,1258,508,6702,1406,29020,2579
"190","15007","Kauai County, Hawaii",22685,1210,20069,1144,80,111,17132,1168,522,314,43,71,192,170,2424,637
"191","15009","Maui County, Hawaii",52794,1950,44457,2205,248,222,40259,2222,3400,1009,442,421,1860,781,6477,1324
"192","16001","Ada County, Idaho",178712,2497,160969,2980,640,357,139544,3705,24990,3538,2093,824,6090,1655,11653,1883
"193","16005","Bannock County, Idaho",30635,1217,26832,1328,114,141,20481,1610,2796,710,218,188,656,272,3147,637
"194","16019","Bonneville County, Idaho",40224,1153,36483,1203,112,109,28843,1594,4118,932,314,416,827,448,2914,723
"195","16027","Canyon County, Idaho",74520,1350,65991,1911,143,138,49416,2619,8126,1335,1066,554,2509,913,6020,942
"196","16055","Kootenai County, Idaho",64955,1328,55039,1839,159,175,40411,2175,5808,1375,882,515,1989,853,7927,1303
"197","16083","Twin Falls County, Idaho",32041,930,27175,1602,137,246,19819,1715,4434,1069,726,372,661,386,4205,1233
"198","17001","Adams County, Illinois",26397,972,21749,1126,18,30,16335,1147,2997,705,223,176,824,364,3824,852
"199","17019","Champaign County, Illinois",84290,2237,71242,2469,318,184,57475,3046,6330,1284,724,355,5598,1313,7450,1403
"200","17031","Cook County, Illinois",1981796,8626,1673146,10958,4451,1091,1385170,10460,116232,4865,21326,2745,55061,4506,253589,7247
"201","17037","DeKalb County, Illinois",38849,1227,35144,1548,124,145,29274,1816,2711,671,441,232,1007,594,2698,743
"202","17043","DuPage County, Illinois",345714,2259,318438,3281,649,297,283367,3647,18290,1953,1147,448,5376,1134,21900,2307
"203","17089","Kane County, Illinois",183633,1334,163626,2444,523,411,140208,3573,14460,2177,670,365,2738,819,17269,2245
"204","17091","Kankakee County, Illinois",40642,1411,32304,1691,129,148,25738,1616,4413,826,106,78,1569,574,6769,1187
"205","17093","Kendall County, Illinois",40716,1134,37370,1575,23,29,33675,1897,4010,1223,74,70,450,477,2896,1082
"206","17097","Lake County, Illinois",246620,2599,225267,3115,772,406,195699,3903,15030,1731,1336,530,4784,1383,16569,1714
"207","17099","LaSalle County, Illinois",44714,1263,37964,1523,155,156,27559,1704,4265,871,470,267,1083,452,5667,1097
"208","17111","McHenry County, Illinois",114544,1268,107290,1613,332,251,90100,2093,9519,1251,382,378,1287,590,5967,1219
"209","17113","McLean County, Illinois",65998,1534,56108,1847,169,165,45726,2020,3205,681,452,234,4433,1318,5457,1117
"210","17115","Macon County, Illinois",44562,1294,36627,1583,26,30,28581,1869,2836,600,2352,807,1468,658,6467,1090
"211","17119","Madison County, Illinois",108977,2233,94909,2695,283,228,78546,2815,10208,1646,927,453,2196,801,11872,1590
"212","17143","Peoria County, Illinois",71506,1717,59338,2084,190,155,48238,2151,4144,1014,195,171,1839,517,10329,1409
"213","17161","Rock Island County, Illinois",61009,1278,51244,1721,178,172,38582,1976,4360,871,522,362,1664,642,8101,1291
"214","17163","St. Clair County, Illinois",104803,2310,81088,2977,576,411,64270,2865,7974,1288,4995,1801,4995,1480,18720,2364
"215","17167","Sangamon County, Illinois",83006,1728,66864,2461,305,227,53210,2417,5875,1162,1213,407,6405,1537,9737,1415
"216","17179","Tazewell County, Illinois",54123,1441,45794,1909,133,133,35972,1736,2407,638,571,289,815,404,7514,1163
"217","17183","Vermilion County, Illinois",30166,1113,23077,1423,96,108,14920,1208,4409,843,246,190,494,246,6595,999
"218","17197","Will County, Illinois",231647,2201,209503,3057,444,355,183663,3449,16956,1947,755,467,4251,1082,17893,1889
"219","17199","Williamson County, Illinois",27815,1041,21281,1667,85,105,12517,1581,2411,630,226,160,691,417,5843,1335
"220","17201","Winnebago County, Illinois",114337,1684,99409,2203,67,80,79400,2624,7237,1175,861,536,3332,990,11596,1372
"221","18003","Allen County, Indiana",147638,1587,126649,2434,270,169,103686,2791,7181,963,750,360,3372,699,17617,2066
"222","18005","Bartholomew County, Indiana",31891,1053,26719,1472,56,95,21030,1584,2583,643,288,292,450,327,4722,1120
"223","18011","Boone County, Indiana",24808,1211,23267,1360,147,176,19595,1458,2865,892,288,252,86,130,1455,572
"224","18019","Clark County, Indiana",45905,1254,35450,1980,36,64,28008,1959,3331,736,181,159,988,596,9467,1836
"225","18035","Delaware County, Indiana",45311,1941,36070,2122,119,194,29042,1982,4043,921,119,130,2538,1019,6703,1393
"226","18039","Elkhart County, Indiana",73660,1927,62584,2306,164,163,48123,2054,4940,1222,259,234,1978,830,9098,1526
"227","18043","Floyd County, Indiana",30300,992,24880,1276,65,107,19863,1212,2720,644,114,141,117,90,5303,1005
"228","18053","Grant County, Indiana",26923,973,20537,1183,59,85,15493,1139,2357,704,225,199,1741,700,4645,1048
"229","18057","Hamilton County, Indiana",122876,1759,115893,2090,109,126,103947,2583,9055,1771,465,331,1144,545,5839,1240
"230","18059","Hancock County, Indiana",29605,726,24691,1406,114,197,20860,1603,2381,856,456,400,1334,725,3580,1134
