"","GEOID","NAME","B28011_001E","B28011_001M","B28011_002E","B28011_002M","B28011_003E","B28011_003M","B28011_004E","B28011_004M","B28011_005E","B28011_005M","B28011_006E","B28011_006M","B28011_007E","B28011_007M","B28011_008E","B28011_008M"
"231","18059","Hancock County, Indiana",28985,1185,25452,1746,69,123,21990,1790,1876,827,111,153,176,217,3357,1353
"232","18063","Hendricks County, Indiana",61105,1414,56476,1625,454,338,50424,1842,6833,1927,0,201,1246,652,3383,974
"233","18067","Howard County, Indiana",34151,1382,29427,1756,64,114,23411,1623,2393,631,383,294,926,711,3798,975
"234","18081","Johnson County, Indiana",57160,1778,49814,2260,36,61,42099,2410,4082,1082,591,442,1475,759,5871,1648
"235","18085","Kosciusko County, Indiana",30991,1563,25904,1477,19,26,19681,1440,2784,718,447,384,808,398,4279,1055
"236","18089","Lake County, Indiana",190135,3000,158996,3644,354,241,127798,3632,15192,2139,1688,714,4970,1233,26169,2763
"237","18091","LaPorte County, Indiana",43100,1560,36039,1707,25,44,29976,1875,3789,780,358,206,607,402,6454,1156
"238","18095","Madison County, Indiana",51164,1512,42803,2074,179,127,34183,2087,4145,955,381,229,714,344,7647,1460
"239","18097","Marion County, Indiana",379451,3928,315234,5596,227,222,251045,5965,19465,2106,1711,616,9793,2183,54424,4723
"240","18105","Monroe County, Indiana",54053,1871,48478,2097,125,150,41364,2557,2822,800,1133,878,2469,632,3106,975
"241","18109","Morgan County, Indiana",25863,1094,22905,1312,189,216,15975,1428,3345,930,57,90,425,305,2533,755
"242","18127","Porter County, Indiana",65305,1477,57535,1847,605,352,50317,1989,3589,804,277,276,1256,559,6514,1286
"243","18141","St. Joseph County, Indiana",105250,2172,83242,2867,265,168,68310,2646,8450,1558,1099,426,5954,1474,16054,2004
"244","18157","Tippecanoe County, Indiana",73916,1531,61982,2198,88,93,43092,2385,2742,787,139,121,5083,1190,6851,1182
"245","18163","Vanderburgh County, Indiana",75522,1922,65062,2533,0,201,53123,2504,3573,871,697,399,1268,638,9192,1453
"246","18167","Vigo County, Indiana",42193,1619,36879,1708,21,35,27873,1859,3062,843,491,404,888,481,4426,865
"247","18177","Wayne County, Indiana",27561,1110,24169,1262,155,137,18836,1394,1886,599,107,129,337,286,3055,655
"248","19013","Black Hawk County, Iowa",51869,1664,44578,1805,0,165,36582,1973,2178,575,588,296,2051,681,5240,936
"249","19049","Dallas County, Iowa",36878,1003,33459,1289,44,52,28601,1551,3544,915,153,136,1433,571,1986,547
"250","19061","Dubuque County, Iowa",38345,1198,33425,1459,230,167,26180,1501,3874,660,341,286,1070,436,3850,953
"251","19103","Johnson County, Iowa",60782,1869,54378,1961,253,248,48226,2204,2815,855,204,187,2286,679,4118,1101
"252","19113","Linn County, Iowa",93843,1458,83904,2087,325,237,70223,2453,5562,1083,418,301,2714,846,7225,1548
"253","19153","Polk County, Iowa",197731,2137,171540,3725,519,441,141339,3887,15666,1869,954,545,6729,1368,19462,2710
"254","19155","Pottawattamie County, Iowa",37344,950,30160,1600,80,98,25946,1582,1400,347,188,172,2344,831,4840,1062
"255","19163","Scott County, Iowa",68534,1573,57993,1817,199,146,48580,1998,4018,833,197,181,2051,677,8490,1196
"256","19169","Story County, Iowa",39168,1083,29660,1613,337,294,25213,1768,2183,649,427,340,6772,1499,2736,788
"257","19193","Woodbury County, Iowa",39733,1064,32887,1667,127,123,26029,1710,3257,833,134,148,1676,784,5170,1255
"258","20015","Butler County, Kansas",25004,1070,20701,1266,0,181,14540,1446,3683,1013,582,431,235,206,4068,958
"259","20045","Douglas County, Kansas",48508,1329,43950,1863,53,89,39359,2059,2448,641,171,206,1620,753,2938,1255
"260","20091","Johnson County, Kansas",231960,2823,219680,2985,415,270,198026,3421,8379,1206,855,583,3065,765,9215,1680
"261","20103","Leavenworth County, Kansas",27860,1080,24235,1414,0,181,18051,1424,3173,729,187,145,851,555,2774,846
"262","20161","Riley County, Kansas",25662,1547,21707,1709,0,181,18032,1485,1139,507,131,214,2005,815,1950,881
"263","20173","Sedgwick County, Kansas",199517,3251,173933,3484,185,172,141288,3720,13053,1763,1530,463,4441,1051,21143,2227
"264","20177","Shawnee County, Kansas",73172,1641,53544,2430,164,152,42445,2390,6533,1331,897,418,6555,1547,13073,1861
"265","20209","Wyandotte County, Kansas",61248,1463,51040,1953,0,181,40271,2512,2453,642,140,108,1880,530,8328,1451
"266","21015","Boone County, Kentucky",48770,957,43937,1664,86,135,38855,2043,2389,788,69,84,1423,822,3410,1092
"267","21029","Bullitt County, Kentucky",30553,893,26305,1347,68,106,20810,1684,2612,943,111,136,611,451,3637,977
"268","21037","Campbell County, Kentucky",38110,1075,32573,1616,162,240,27132,1720,928,386,270,211,740,375,4797,1206
"269","21047","Christian County, Kentucky",26209,1244,21682,1403,0,201,14242,1866,2698,868,0,201,1496,839,3031,790
"270","21059","Daviess County, Kentucky",40800,1022,35661,1411,39,68,28309,1641,2733,709,294,292,326,235,4813,1028
"271","21067","Fayette County, Kentucky",131929,2303,117602,2652,93,111,102142,3174,4295,1006,417,491,4782,1163,9545,1803
"272","21093","Hardin County, Kentucky",42644,1324,36579,1785,308,254,29907,1868,1982,615,64,110,897,449,5168,1444
"273","21111","Jefferson County, Kentucky",316174,3159,276935,4149,553,297,217066,5123,16212,1792,1686,756,5089,957,34150,3104
"274","21117","Kenton County, Kentucky",65362,1218,57721,1795,250,199,49088,1785,2300,667,276,177,2634,1163,5007,1049
"275","21145","McCracken County, Kentucky",28363,1234,25362,1378,0,201,19154,1566,1268,459,300,241,445,270,2556,708
"276","21151","Madison County, Kentucky",34270,1339,29313,1640,90,105,22183,1848,2930,977,196,199,902,491,4055,1043
"277","21185","Oldham County, Kentucky",20761,704,19075,850,0,201,16789,822,1090,421,64,66,393,291,1293,474
"278","21227","Warren County, Kentucky",50489,1542,45587,1761,281,240,36052,2342,3176,837,4289,1677,702,375,4200,1231
"279","22005","Ascension Parish, Louisiana",44267,1708,39088,2338,0,224,30798,2417,4300,1666,0,224,765,404,4414,1710
"280","22015","Bossier Parish, Louisiana",49735,2024,35722,2317,127,162,28268,2003,2658,826,149,219,2177,1067,11836,1859
"281","22017","Caddo Parish, Louisiana",92589,2930,67225,3230,172,169,53591,3423,6696,1488,794,516,1774,647,23590,2756
"282","22019","Calcasieu Parish, Louisiana",77232,2497,63774,3170,47,75,46180,3389,5236,1282,555,469,1253,724,12205,2314
"283","22033","East Baton Rouge Parish, Louisiana",161536,4003,142847,4544,392,317,116847,4778,11227,1637,531,391,3530,1036,15159,2050
"284","22045","Iberia Parish, Louisiana",26185,1465,22615,1808,78,139,16079,1887,4859,1461,257,391,165,177,3405,1033
"285","22051","Jefferson Parish, Louisiana",171991,2177,146097,3584,41,72,115143,4056,18092,2595,819,386,2538,993,23356,2893
"286","22055","Lafayette Parish, Louisiana",94490,2243,84448,2648,171,277,71610,3193,3781,1033,218,218,790,443,9252,1626
"287","22057","Lafourche Parish, Louisiana",36759,1475,29492,1872,23,42,24456,2033,2637,790,132,184,509,391,6758,1349
"288","22063","Livingston Parish, Louisiana",47014,2544,37838,3229,0,224,32531,3369,1899,890,62,107,4654,1751,4522,1637
"289","22071","Orleans Parish, Louisiana",151753,2527,119597,3279,41,69,95600,2783,6983,1038,555,306,4634,998,27522,2380
"290","22073","Ouachita Parish, Louisiana",57835,2302,45495,2535,149,208,31799,2539,5290,1167,366,312,2166,840,10174,1540
"291","22079","Rapides Parish, Louisiana",48975,1955,39589,2011,9,14,26650,2283,5412,1484,422,289,722,425,8664,1534
"292","22097","St. Landry Parish, Louisiana",30441,1365,17949,1550,20,39,9602,1356,2251,675,211,294,3383,1120,9109,1511
"293","22103","St. Tammany Parish, Louisiana",94988,2737,84272,3045,132,181,73538,3304,6231,1313,558,380,2191,1078,8525,1746
"294","22105","Tangipahoa Parish, Louisiana",46526,2273,38184,2400,0,224,29386,2471,3005,1027,480,357,626,606,7716,1728
"295","22109","Terrebonne Parish, Louisiana",40173,1553,34547,1916,0,224,27566,2118,3595,1071,385,334,780,552,4846,1128
"296","23001","Androscoggin County, Maine",45924,1374,40074,1728,43,73,34513,1692,1392,436,912,496,1046,524,4804,1248
"297","23003","Aroostook County, Maine",30197,1212,20847,1325,76,112,16896,1347,1506,395,223,136,2539,726,6811,1095
"298","23005","Cumberland County, Maine",124925,2563,111786,3339,572,358,95617,3627,4184,927,473,323,3191,930,9948,1814
"299","23011","Kennebec County, Maine",54480,1522,46793,1759,146,114,42075,1982,1882,588,82,80,1594,780,6093,1134
"300","23019","Penobscot County, Maine",64096,1680,53525,2248,218,137,45642,2417,3217,662,286,174,3193,980,7378,1600
"301","23031","York County, Maine",86227,2684,75713,2959,442,409,66309,2751,3838,1239,1156,541,2070,864,8444,1673
"302","24001","Allegany County, Maryland",26549,1492,20989,1580,95,120,16542,1525,1612,511,9,14,875,484,4685,798
"303","24003","Anne Arundel County, Maryland",216200,2680,202462,3872,106,125,183067,3940,5393,1347,956,449,3262,1026,10476,2164
"304","24005","Baltimore County, Maryland",312466,3553,275785,4537,408,223,241866,4805,11566,2178,1980,858,9617,2100,27064,2940
"305","24009","Calvert County, Maryland",32780,1120,30296,1359,0,210,27895,1384,1095,489,253,215,925,677,1559,568
"306","24013","Carroll County, Maryland",60617,1215,54078,1468,262,176,38702,1911,3013,644,454,233,885,518,5654,990
"307","24015","Cecil County, Maryland",38547,1614,34713,1758,0,210,28274,1920,2485,947,71,120,702,685,3132,870
"308","24017","Charles County, Maryland",57732,1218,52624,1586,34,60,46682,1829,2538,626,205,230,776,571,4332,1074
"309","24021","Frederick County, Maryland",93768,1685,85949,1818,58,97,72978,2372,6299,1057,862,550,1334,676,6485,1104
"310","24025","Harford County, Maryland",96203,1592,89270,1923,251,235,80192,2004,3621,863,170,178,1457,507,5476,1127
"311","24027","Howard County, Maryland",115772,2010,109294,2168,42,73,102589,2379,2693,842,597,386,1049,489,5429,1302
"312","24031","Montgomery County, Maryland",368897,3465,344823,4347,312,252,312580,4946,15092,1870,2682,994,7512,1612,16562,2448
"313","24033","Prince George's County, Maryland",316361,2616,283641,4040,202,189,247093,4745,14977,2000,1621,578,8883,1913,23837,2735
"314","24037","St. Mary's County, Maryland",40320,1645,34520,1935,0,210,29988,2003,2299,747,82,144,1172,720,4628,1391
"315","24043","Washington County, Maryland",56225,1753,47384,2014,147,157,38993,2228,2163,776,395,238,829,390,8012,1290
"316","24045","Wicomico County, Maryland",38088,1669,33001,1980,0,210,25592,2151,1296,609,239,213,524,375,4563,903
"317","24510","Baltimore city, Maryland",242694,3666,191309,4973,324,271,144058,5407,9423,1562,1856,808,10607,1995,40778,3274
"318","25001","Barnstable County, Massachusetts",96509,3685,88725,3806,96,114,79970,3978,2312,687,205,202,2172,912,5612,1099
"319","25003","Berkshire County, Massachusetts",53792,1705,46678,1693,36,37,38930,2029,2322,657,731,408,1429,734,5685,1156
"320","25005","Bristol County, Massachusetts",220528,2392,187283,3301,307,264,164135,3754,4090,984,743,444,5645,1151,27600,2407
"321","25009","Essex County, Massachusetts",297898,2897,262697,4101,584,309,237640,3776,7295,1510,792,375,6977,1432,28224,2975
"322","25011","Franklin County, Massachusetts",30927,954,25972,1321,187,150,20594,1257,2130,339,308,204,1018,645,3937,871
"323","25013","Hampden County, Massachusetts",179970,2207,147303,2999,232,168,114966,3509,3823,916,981,394,11572,2076,21095,2275
"324","25015","Hampshire County, Massachusetts",60002,1623,53391,1911,104,123,45764,2083,1777,864,221,175,3018,1045,3593,978
"325","25017","Middlesex County, Massachusetts",612366,4465,566363,4966,1084,500,509945,6099,16560,2621,2533,928,7604,1390,38399,3487
"326","25021","Norfolk County, Massachusetts",269717,2770,248319,3517,583,374,222834,3798,7903,1548,1599,1081,5119,1511,16279,2323
"327","25023","Plymouth County, Massachusetts",191041,3246,172313,3857,385,283,154465,3902,4241,1236,732,447,5104,1610,13624,1985
"328","25025","Suffolk County, Massachusetts",309945,4119,271500,5129,392,294,237666,5428,10144,1597,1714,760,5807,1345,32638,3026
"329","25027","Worcester County, Massachusetts",316162,2896,280997,4323,835,392,248706,5150,8124,1393,1179,526,7708,1905,27457,2694
"330","26005","Allegan County, Michigan",43667,1438,37218,1739,40,52,19529,1529,3167,610,366,211,515,318,5934,1150
"331","26017","Bay County, Michigan",44887,1117,39657,1438,250,185,29757,1937,2155,576,551,332,937,410,4293,1036
"332","26021","Berrien County, Michigan",61809,2093,46699,2333,247,132,34211,2196,5296,955,885,438,5923,1490,9187,1196
"333","26025","Calhoun County, Michigan",53827,1840,45954,2056,93,96,30578,1964,4705,816,727,343,385,184,7488,975
"334","26037","Clinton County, Michigan",30070,692,26174,942,57,71,19668,1102,2702,602,194,117,904,346,2992,694
"335","26045","Eaton County, Michigan",44420,1034,38491,1242,43,46,30348,1257,3791,701,456,223,703,303,5226,846
"336","26049","Genesee County, Michigan",169247,2251,141035,3107,290,166,117463,3143,7576,1182,813,382,4013,976,24199,2166
"337","26055","Grand Traverse County, Michigan",37408,1903,33913,1923,206,244,28637,2233,1352,471,133,137,945,431,2550,817
"338","26065","Ingham County, Michigan",114534,1819,100648,2341,245,200,84769,2777,6905,1176,1032,432,2094,672,11792,1659
"339","26073","Isabella County, Michigan",24690,969,20361,1046,74,74,13511,1079,2782,653,373,190,1745,531,2584,517
"340","26075","Jackson County, Michigan",61403,1713,52656,2232,340,231,38729,2226,3937,719,929,559,1076,414,7671,1350
"341","26077","Kalamazoo County, Michigan",103196,2059,91604,2538,268,213,74409,2835,5610,958,590,324,3701,915,7891,1405
"342","26081","Kent County, Michigan",245437,2516,217496,3859,626,447,179539,3769,11731,1700,1771,757,5658,1223,22283,2487
"343","26087","Lapeer County, Michigan",33902,1026,29406,1169,64,80,20402,1398,3936,706,254,187,718,363,3778,829
"344","26091","Lenawee County, Michigan",38499,1322,32610,1598,236,170,24208,1502,2925,528,540,344,1081,486,4808,900
"345","26093","Livingston County, Michigan",73502,1213,65610,1741,256,163,56133,1809,5931,906,761,313,1170,497,6722,1249
"346","26099","Macomb County, Michigan",351666,2850,319069,3364,594,399,267777,4576,16308,1826,2721,740,3196,840,29401,2386
"347","26103","Marquette County, Michigan",27981,1092,23094,1127,11,19,18634,1141,1472,423,481,343,1585,456,3302,879
"348","26111","Midland County, Michigan",34350,934,30164,1111,529,388,24040,1243,2679,670,220,156,834,377,3352,837
"349","26115","Monroe County, Michigan",60875,1293,50721,1948,130,135,42314,1865,3239,629,167,145,1726,730,8428,1735
"350","26121","Muskegon County, Michigan",66148,1782,53436,2265,190,159,37700,2395,3340,735,450,261,1345,443,11367,1665
"351","26125","Oakland County, Michigan",508464,3628,469642,4796,543,268,412935,4721,21882,1927,2583,930,7380,1318,31442,2693
"352","26139","Ottawa County, Michigan",105004,1614,92547,2327,318,278,76612,2806,5521,1207,288,240,2951,748,9506,1514
"353","26145","Saginaw County, Michigan",79050,2036,67661,2341,194,170,54012,2354,4919,827,604,288,2065,782,9324,1278
"354","26147","St. Clair County, Michigan",63806,1836,54558,1820,206,131,39204,1858,6296,963,271,178,1317,612,7931,1173
"355","26155","Shiawassee County, Michigan",26830,976,21634,1120,101,82,16148,1076,1818,374,192,123,1027,502,4169,863
"356","26159","Van Buren County, Michigan",30974,1335,26321,1428,113,146,18646,1388,2723,574,151,139,967,490,3686,874
"357","26161","Washtenaw County, Michigan",141680,2021,130535,2630,64,81,113611,2737,7643,1346,980,316,4486,1048,6659,1411
"358","26163","Wayne County, Michigan",689270,6025,568573,7745,1770,659,456881,6855,35943,2571,14764,2390,23653,2601,97044,5257
"359","27003","Anoka County, Minnesota",131858,1128,121564,1651,273,154,101202,2416,7603,1130,425,294,1658,448,8636,1438
"360","27013","Blue Earth County, Minnesota",26461,1018,23135,1216,143,96,19772,1240,1305,480,116,92,1060,497,2266,681
"361","27019","Carver County, Minnesota",38860,520,35773,934,32,39,30711,1053,2645,551,193,152,774,470,2313,581
"362","27035","Crow Wing County, Minnesota",28012,1060,23166,1296,141,80,16886,1257,2007,449,229,138,603,275,4243,1076
"363","27037","Dakota County, Minnesota",162895,1622,149443,2373,324,254,133798,2735,8111,1156,762,357,3344,830,10108,1698
"364","27053","Hennepin County, Minnesota",517091,3530,464551,4060,1032,341,408830,5214,21913,2032,4668,1177,13379,1646,39161,2803
"365","27109","Olmsted County, Minnesota",65635,1105,58549,1783,70,87,50999,2047,2432,604,84,51,2770,783,4316,1106
"366","27123","Ramsey County, Minnesota",206124,2501,183632,2874,703,385,154509,3632,9241,1259,1171,410,5001,965,17491,2103
"367","27131","Rice County, Minnesota",22861,976,21010,994,38,36,16643,1231,1687,562,320,147,270,173,1581,586
"368","27137","St. Louis County, Minnesota",86448,1761,73524,2026,371,183,53969,2210,8311,1006,640,370,1627,435,11297,1323
"369","27139","Scott County, Minnesota",51474,737,48328,1192,153,166,42360,1554,4091,849,105,103,414,287,2732,950
"370","27141","Sherburne County, Minnesota",32686,1147,30021,1355,13,25,24219,1520,2894,722,251,246,778,489,1887,600
"371","27145","Stearns County, Minnesota",59776,1417,50796,1586,166,74,40090,1667,3688,889,950,401,2151,737,6829,1213
"372","27163","Washington County, Minnesota",97059,1292,89137,1915,336,219,78596,2172,5855,1058,558,391,1715,757,6207,1272
"373","27171","Wright County, Minnesota",49443,962,44717,1448,415,209,34470,1536,2970,746,41,46,1140,469,3586,1175
"374","28033","DeSoto County, Mississippi",65220,1823,58371,2315,113,138,44580,2429,7078,1438,436,343,416,303,6433,1544
"375","28035","Forrest County, Mississippi",27340,1423,22052,1444,0,226,14068,1696,2554,1093,256,268,427,336,4861,1253
"376","28047","Harrison County, Mississippi",74628,3132,60635,3363,115,143,47311,3818,5161,1202,843,501,2866,1115,11127,2187
"377","28049","Hinds County, Mississippi",88471,2331,76314,2841,0,226,51719,2902,4924,1096,446,251,719,325,11438,1809
"378","28059","Jackson County, Mississippi",56323,1633,48135,2149,111,186,36407,2226,4838,1342,478,359,829,538,7359,1469
"379","28067","Jones County, Mississippi",24178,1324,14388,1749,16,33,8441,1480,2552,1018,228,207,622,519,9168,1720
"380","28075","Lauderdale County, Mississippi",29367,1473,23128,1765,231,233,16287,1552,2312,831,23,40,440,371,5799,1349
"381","28081","Lee County, Mississippi",30378,1367,23499,1563,0,226,15372,1557,5391,1045,100,146,1937,773,4942,990
"382","28089","Madison County, Mississippi",40046,1379,36332,1583,0,226,29905,1920,2183,903,0,226,418,338,3296,907
"383","28121","Rankin County, Mississippi",57011,1738,50974,1993,0,226,39416,2399,3530,1078,126,182,1123,580,4914,1180
"384","29019","Boone County, Missouri",70721,2156,61374,2575,337,243,51899,2750,3934,955,440,397,2785,950,6562,1899
"385","29021","Buchanan County, Missouri",33984,1323,26797,1622,17,31,18078,1632,1941,564,208,186,448,233,6739,1236
"386","29031","Cape Girardeau County, Missouri",31335,1111,27205,1220,0,195,20834,1645,1878,661,134,167,681,414,3449,776
"387","29037","Cass County, Missouri",40544,1168,36320,1484,259,247,28465,1980,3031,847,413,303,1194,727,3030,1082
"388","29043","Christian County, Missouri",33227,916,29483,1438,86,100,22020,1576,3299,922,185,162,744,467,3000,990
"389","29047","Clay County, Missouri",93066,1893,84644,2400,44,69,71057,2455,6402,1194,384,260,3055,1044,5367,1389
"390","29051","Cole County, Missouri",31437,1226,25934,1734,107,115,19531,1769,2331,653,305,225,886,655,4617,1364
"391","29071","Franklin County, Missouri",42161,1138,37471,1419,208,178,24515,1808,5507,1082,716,472,76,147,4614,986
"392","29077","Greene County, Missouri",133900,1384,103015,2895,261,224,74170,3461,9355,1888,1327,705,8333,1485,22552,2635
"393","29095","Jackson County, Missouri",292571,3126,250969,3972,668,366,204663,4864,12600,1840,1671,625,12157,1923,29445,2847
"394","29097","Jasper County, Missouri",45019,1834,38616,2151,48,69,23896,2118,3872,969,307,223,461,330,5942,1277
"395","29099","Jefferson County, Missouri",83841,2086,75890,2668,35,59,56995,2564,8959,1538,905,445,853,342,7098,1324
"396","29165","Platte County, Missouri",40332,1003,36554,1382,81,107,31406,1551,2210,659,286,237,751,336,3027,1026
"397","29183","St. Charles County, Missouri",150668,1761,138346,2649,237,213,124570,2875,11502,1590,351,248,2278,845,10044,1701
"398","29187","St. Francois County, Missouri",24021,1390,20265,1672,88,153,14848,1757,2641,915,102,162,294,216,3462,870
"399","29189","St. Louis County, Missouri",410842,3458,370252,4592,753,400,314650,6006,30776,3101,3053,1190,5180,1324,35410,3037
"400","29510","St. Louis city, Missouri",146779,3107,120706,3127,135,135,96224,3462,6766,1233,2066,922,4102,1263,21971,2402
"401","30013","Cascade County, Montana",32816,1153,26780,1405,80,100,22905,1350,1917,568,159,132,584,263,5452,1107
"402","30029","Flathead County, Montana",40681,1861,36455,2019,102,57,27860,2055,3672,802,301,242,825,439,3401,1137
"403","30031","Gallatin County, Montana",46990,1210,41562,1731,164,203,32418,1965,3954,775,448,224,1729,789,3699,1140
"404","30049","Lewis and Clark County, Montana",27405,1310,24356,1452,255,211,19695,1573,2294,635,248,182,531,390,2518,647
"405","30063","Missoula County, Montana",50853,1509,45533,1719,90,130,38855,2002,3069,817,964,846,1799,877,3521,988
"406","30111","Yellowstone County, Montana",69989,1402,61007,1844,130,127,47004,2133,4641,1289,496,385,2508,750,6474,1216
"407","31055","Douglas County, Nebraska",222819,2301,200035,3039,331,183,169061,3492,7646,1515,1335,529,5296,1091,17488,1872
"408","31109","Lancaster County, Nebraska",128385,2109,115899,2331,263,174,101147,2322,5966,1405,1495,724,3455,823,9031,1521
"409","31153","Sarpy County, Nebraska",68947,914,64015,1380,49,80,55958,1704,2997,722,250,171,1602,664,3330,837
"410","32003","Clark County, Nevada",813607,7174,690628,8200,910,315,589133,8377,52258,3763,5583,1177,35045,3389,87934,5151
"411","32031","Washoe County, Nevada",191091,2296,171957,3024,353,301,146875,3163,17550,2065,1138,481,5750,1348,13384,1532
"412","33005","Cheshire County, New Hampshire",29698,1434,25684,1419,85,105,21860,1523,1144,473,70,70,773,392,3241,745
"413","33009","Grafton County, New Hampshire",35780,1865,29800,1949,180,152,25723,1633,1241,410,216,134,1311,582,4669,1150
"414","33011","Hillsborough County, New Hampshire",162588,2111,148678,2805,419,204,131530,3584,3904,862,620,464,3083,1188,10827,1655
"415","33013","Merrimack County, New Hampshire",60017,1417,51552,1916,80,88,46945,2078,2022,690,98,90,1890,794,6575,1492
"416","33015","Rockingham County, New Hampshire",124212,1993,115119,2607,238,210,105586,2839,2013,646,459,265,2354,874,6739,1456
"417","33017","Strafford County, New Hampshire",50584,1387,43899,1731,0,195,39275,2225,1841,602,397,322,1182,635,5503,1410
"418","34001","Atlantic County, New Jersey",101975,2606,91053,2731,113,170,81427,2999,4186,880,412,294,1850,786,9072,1360
"419","34003","Bergen County, New Jersey",343733,2437,315696,3647,505,288,282640,4013,10418,1671,1096,520,4760,1051,23277,2936
"420","34005","Burlington County, New Jersey",170074,2140,156683,2663,442,467,139259,2849,5661,1150,694,381,2312,732,11079,1583
"421","34007","Camden County, New Jersey",187780,2647,166078,3350,356,231,140850,3839,7378,1509,1035,561,2883,891,18819,2704
"422","34009","Cape May County, New Jersey",40939,2313,36198,2515,203,166,31118,2496,1545,558,196,134,599,325,4142,1215
"423","34011","Cumberland County, New Jersey",51360,1392,43450,1829,52,63,35625,2100,1710,777,749,623,1188,698,6722,1231
"424","34013","Essex County, New Jersey",295976,2242,247646,4085,496,325,212263,4371,9742,1820,9501,1699,6600,1615,41730,3471
"425","34015","Gloucester County, New Jersey",106705,1808,95082,2299,253,201,83849,2568,4741,1395,210,182,2212,855,9411,1446
"426","34017","Hudson County, New Jersey",266664,2722,238544,3360,71,83,203328,4116,7122,1200,1065,525,2342,841,25778,2786
"427","34019","Hunterdon County, New Jersey",47901,1312,44934,1430,207,213,39429,1717,2610,938,281,214,354,265,2613,842
"428","34021","Mercer County, New Jersey",130851,2539,113429,3115,132,156,100483,3339,3065,1085,1105,727,3518,913,13904,2208
"429","34023","Middlesex County, New Jersey",285906,2165,258112,3671,589,320,229462,4125,10708,1682,1692,844,5477,1288,22317,2528
"430","34025","Monmouth County, New Jersey",240377,2681,221308,3752,349,240,199160,3568,6994,1462,399,227,4839,1437,14230,1963
"431","34027","Morris County, New Jersey",184885,2391,172698,3141,338,305,156979,3455,5052,1221,1093,791,1812,570,10375,1877
"432","34029","Ocean County, New Jersey",226725,3469,193901,4550,384,241,175470,4459,5815,1180,679,321,6539,1681,26285,2872
"433","34031","Passaic County, New Jersey",168059,1590,149706,2457,85,101,124001,3118,16511,1860,988,423,1221,555,17132,1966
"434","34033","Salem County, New Jersey",24404,833,21047,1055,32,54,17929,1202,1488,690,113,115,296,179,3061,724
"435","34035","Somerset County, New Jersey",122606,1631,115964,2060,95,161,107757,2419,4410,1153,167,156,2107,1113,4535,883
"436","34037","Sussex County, New Jersey",54099,1969,50423,2065,146,147,42891,2232,4662,1043,149,178,813,383,2863,730
"437","34039","Union County, New Jersey",192848,1974,172752,3499,520,343,147829,3791,5498,1175,4531,1662,2846,859,17250,2606
"438","34041","Warren County, New Jersey",42397,1033,37963,1481,108,123,31037,1607,2747,868,638,498,742,579,3692,1065
"439","35001","Bernalillo County, New Mexico",271307,3383,228356,4274,2076,1019,185866,4628,22625,2354,3726,1091,7513,1588,35438,3020
"440","35005","Chaves County, New Mexico",24671,1016,16968,1594,0,210,10757,1445,3590,813,194,197,1360,689,6343,1320
"441","35013","Doña Ana County, New Mexico",79094,2411,62499,2938,75,125,49843,2892,5351,1299,341,288,1835,1035,14760,2001
"442","35025","Lea County, New Mexico",24478,879,19288,1173,123,151,14302,1268,1752,595,179,202,1085,684,4105,1029
"443","35031","McKinley County, New Mexico",21719,821,8671,1006,208,302,4630,1057,1850,627,189,184,2158,690,10890,1145
"444","35035","Otero County, New Mexico",24133,1355,20242,1539,53,100,15624,1412,1615,669,114,152,236,231,3655,1055
"445","35043","Sandoval County, New Mexico",53251,1135,46366,1477,282,187,37903,1974,5682,1298,726,489,1357,627,5528,924
"446","35045","San Juan County, New Mexico",42561,1448,29015,1567,59,101,21017,1727,3359,920,470,376,2065,750,11481,1277
"447","35049","Santa Fe County, New Mexico",62182,1949,51598,2152,86,104,40274,2119,7588,1095,1281,662,1813,586,8771,1275
"448","35061","Valencia County, New Mexico",24829,1509,17393,1608,31,59,12597,1537,1784,608,3193,1117,2117,1120,5319,1267
"449","36001","Albany County, New York",128284,2411,111550,3019,434,295,96783,2980,3274,819,893,502,3567,943,13167,2054
"450","36005","Bronx County, New York",513890,3258,418228,5190,331,335,315099,7036,15652,1952,12478,2262,12175,2431,83487,5227
"451","36007","Broome County, New York",79309,1979,66994,2629,227,166,57957,2411,3507,1007,524,323,2522,814,9793,1358
"452","36009","Cattaraugus County, New York",33056,1001,24958,1154,201,116,16867,1247,3562,592,283,201,816,412,7282,931
"453","36011","Cayuga County, New York",31489,1126,26862,1114,186,109,20784,1253,2435,470,844,568,583,344,4044,526
"454","36013","Chautauqua County, New York",55345,1629,44377,1900,173,130,35650,1735,4650,934,665,387,2393,768,8575,1145
"455","36015","Chemung County, New York",33490,1396,28056,1608,179,157,22892,1658,1984,583,170,132,695,341,4739,1145
"456","36019","Clinton County, New York",31422,1523,26311,1583,117,130,21994,1725,1642,558,139,137,1139,537,3972,996
"457","36027","Dutchess County, New York",110529,2070,100785,2341,403,179,87117,2494,3250,752,500,330,2135,906,7609,1442
"458","36029","Erie County, New York",398326,4131,343875,4942,525,282,286511,6493,15303,1825,2456,662,9773,1684,44678,3345
"459","36045","Jefferson County, New York",41214,1788,35407,1870,197,197,28689,1889,1990,675,164,149,583,303,5224,1103
"460","36047","Kings County, New York",978091,5532,824366,7642,1113,507,710657,9426,48455,3519,6389,1184,18360,2411,135365,6199
